,Work,School,University,Leisure,Shopping,Accompany,Other
156.0,0.0,0.0,0.0,0.0004113533525298232,0.0,0.0,0.0
157.0,0.0,0.00047415836889521106,0.0,0.0,0.0,0.0,0.0
158.0,0.0,0.001422475106685633,0.0,0.0,0.0,0.0,0.0
159.0,0.0002588661661920787,0.00047415836889521106,0.0,0.0,0.0,0.0,0.0
160.0,0.001553196997152472,0.025604551920341397,0.0,0.01809954751131222,0.004771642808452625,0.003424657534246575,0.014285714285714284
161.0,0.0002588661661920787,0.0009483167377904221,0.0,0.0004113533525298232,0.0003408316291751875,0.0,0.0
162.0,0.0,0.0009483167377904221,0.0,0.0008227067050596463,0.0,0.0,0.0
163.0,0.0,0.001422475106685633,0.0,0.0016454134101192926,0.0,0.0,0.0
165.0,0.003365260160497023,0.013750592697961118,0.01818181818181818,0.01809954751131222,0.005453306066803,0.00410958904109589,0.0047619047619047615
166.0,0.0002588661661920787,0.0009483167377904221,0.0,0.0,0.0,0.0,0.0
167.0,0.0,0.0018966334755808442,0.0,0.0,0.0,0.0,0.0
168.0,0.0,0.0018966334755808442,0.0,0.0,0.0003408316291751875,0.0,0.0
170.0,0.00414185865907326,0.020388809862494073,0.01818181818181818,0.023035787741670092,0.0037491479209270616,0.0027397260273972607,0.0047619047619047615
172.0,0.0,0.0009483167377904221,0.0,0.0012340600575894696,0.0,0.0,0.0
173.0,0.0002588661661920787,0.0018966334755808442,0.0,0.0,0.0006816632583503749,0.0,0.0
174.0,0.0,0.00047415836889521106,0.0,0.0004113533525298232,0.0,0.0,0.0
175.0,0.003106393994304944,0.016121384542437174,0.0,0.013986013986013986,0.0034083162917518746,0.0006849315068493152,0.0047619047619047615
