FICHE;SECT1;SECT2;ECH;NUMPERS;O1A1;O1A2;O1A3;O1A4;O1A5;O1A6;O1A7;O2 ;O3A1;O3A2;O3A3;O3A4;O3A5;O3A6;O3A7;O3A8;O3A9;O4 ;O5A1;O5A2;O5A3;O5A4;O5A5;O5A6;O5A7;O6A1;O6A2;O6A3;O7A1;O7A2;O7A3;O8A1;O8A2;O8A3;L20 ;L21;L22;L23;L24 ;L25 ;L26 ;L27 ;L28;L29;L17A1 ;L18A1 ;L18B1 ;L19A1 ;L19B1 ;L17A2 ;L18A2 ;L18B2 ;L19A2 ;L19B2 ;L17A3 ;L18A3 ;L18B3 ;L19A3 ;L19B3 ;L17A4 ;L18A4 ;L18B4 ;L19A4 ;L19B4 ;L17A5 ;L18A5 ;L18B5 ;L19A5 ;L19B5 ;L17A6 ;L18A6 ;L18B6 ;L19A6 ;L19B6 ;L17A7 ;L18A7 ;L18B7 ;L19A7 ;L19B7 ;L17A8 ;L18A8 ;L18B8 ;L19A8 ;L19B8 ;L17A9 ;L18A9 ;L18B9 ;L19A9 ;L19B9 ;L30A1 ;L30A2 ;Coef
5;1;30;114;1;1;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;6;1;2;1;2;1;1;1;15;88;5;12;25;22;12;83;17;1;985;;1530;1;1;5;3;700109;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;1;30;1;;2;;;;;;;115.982
5;1;7;501;3;1;1;1;1;1;1;1;2;2;2;1;1;2;1;2;1;2;4;1;1;2;2;1;1;3;24;3;11;24;31;3;11;17;3;1;164;;1483;3;1;5;4;800011;4;2;;;;;2;;;;;1;800;11;7;8;2;;;;;2;;;;;2;;;;;1;800;11;7;8;2;;;;;1;30;2;7;8;;;17.6675
5;1;13;502;1;1;3;1;1;2;3;1;1;1;1;1;2;3;3;1;1;1;3;1;2;2;1;1;1;1;1;3;10;3;16;;4;8;15;2;;999;999;1;1;5;4;700109;6;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;1;6;4;;2;;;;;2;;;;;2;;;;;;;17.018
5;1;6;503;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;7;1;1;2;2;1;1;1;10;11;1;3;18;2;17;10;2;1;165;;1483;1;1;5;3;800011;4;2;;;;;2;;;;;1;1;4;1;;2;;;;;2;;;;;2;;;;;1;1;4;1;;2;;;;;2;;;;;;;115.7969
5;1;6;505;2;1;1;1;3;1;1;1;5;2;2;3;1;1;2;2;1;1;9;2;1;2;2;1;1;1;3;7;17;4;10;27;4;17;21;2;;999;1483;3;1;5;4;700109;2;1;1;4;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;8;115.982
5;1;5;507;1;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;8;2;2;1;2;2;1;1;3;1;22;2;3;4;17;2;3;2;;999;1483;3;2;;;;;2;;;;;2;;;;;2;;;;;1;1;4;5;;2;;;;;2;;;;;1;1;5;1;;2;;;;;2;;;;;;;17.6393
5;1;7;508;4;1;1;1;3;1;1;1;3;1;3;3;3;1;1;1;1;1;9;3;3;2;3;3;1;1;22;1;3;11;9;6;10;16;8;1;1232;;1483;1;1;6;4;700998;6;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;19.5309
5;1;12;509;1;1;1;1;1;1;1;1;4;1;1;1;1;3;1;3;3;3;6;1;1;2;2;3;3;2;3;10;24;26;23;27;4;8;29;1;346;;1483;3;1;5;3;700099;2;2;;;;;2;;;;;1;700;1;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;51;4;4;;8;12;19.5309
5;1;7;510;1;1;2;2;1;1;1;2;1;1;1;1;1;1;2;2;1;2;1;3;3;3;3;3;3;3;;;;;;;;;;2;;177;1483;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;17.6393
5;1;7;512;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;1;1;2;1;1;2;2;1;16;12;32;28;10;21;4;17;1;164;;1483;3;1;5;3;800011;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;1;13;4;;1;1;7;1;;2;;;;;2;;;;;11;;17.018
5;1;5;513;1;1;2;1;1;1;1;1;7;1;3;1;2;3;3;2;1;1;8;3;1;3;3;3;1;3;1;3;5;23;26;32;21;25;4;2;;999;1483;1;1;5;4;800999;2;2;;;;;2;;;;;2;;;;;1;11;9;4;;2;;;;;2;;;;;2;;;;;2;;;;;1;35;10;4;;2;8;17.6393
5;1;4;514;1;2;2;2;2;1;2;2;5;2;1;2;2;2;2;1;1;1;8;2;2;2;2;2;1;2;22;1;10;3;4;9;2;22;15;1;164;;1483;2;1;5;2;800011;2;2;;;;;2;;;;;1;800;11;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;19.5309
5;1;6;516;1;2;1;1;1;1;1;1;7;1;2;1;1;2;2;1;1;1;9;1;1;1;1;1;1;1;3;10;11;4;3;11;3;10;17;1;165;;1483;1;1;5;3;800011;2;2;;;;;2;;;;;1;1;6;1;;2;;;;;2;;;;;1;1;6;1;;2;;;;;1;1;4;1;;2;;;;;9;;115.7969
5;1;7;521;1;1;2;1;2;1;1;1;7;1;2;1;1;1;1;1;1;1;4;1;1;2;1;1;1;1;24;25;1;16;2;4;17;2;17;1;164;;1483;3;1;5;4;800011;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;22.8455
5;1;6;522;1;2;2;1;1;2;1;1;6;1;2;1;1;2;1;1;2;2;6;1;1;1;2;2;2;1;10;22;33;3;13;;29;11;10;1;165;;1483;1;1;5;3;800011;4;2;;;;;2;;;;;2;;;;;2;;;;;1;30;4;9;8;2;;;;;2;;;;;2;;;;;2;;;;;1;11;17.6393
5;1;8;524;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;8;2;1;2;2;1;1;1;22;24;3;4;22;27;17;4;2;1;174;;1483;1;1;4;2;700129;2;2;;;;;2;;;;;1;1;4;4;;2;;;;;2;;;;;1;700;129;4;;2;;;;;1;14;7;4;;1;68;47;4;;1;;17.018
5;1;7;528;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;2;2;1;1;1;24;22;3;3;53;;7;23;;2;;999;1483;1;1;5;3;700999;2;2;;;;;2;;;;;1;1;6;2;;2;;;;;1;1;4;2;;2;;;;;2;;;;;2;;;;;2;;;;;;;17.018
5;1;7;529;1;1;1;2;1;2;1;1;7;1;1;1;1;1;2;1;1;1;4;1;1;2;2;2;2;1;1;;;5;1;;17;67;2;2;;999;1483;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;17.6675
5;1;6;533;1;1;1;1;1;1;1;1;7;1;1;2;2;2;2;1;1;1;8;1;1;2;2;1;1;1;7;16;3;12;3;10;3;16;1;2;;211;1483;3;1;2;3;700137;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;1;4;4;;2;;;;;2;;;;;1;1;23;4;;8;;17.6393
5;1;6;539;1;1;1;1;1;1;1;1;5;1;3;2;1;3;1;3;1;1;6;1;1;2;2;1;3;2;1;3;22;4;23;26;21;27;29;2;;999;1483;1;2;;;;;2;;;;;2;;;;;1;1;6;2;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;17.6393
5;1;6;542;1;2;2;1;2;1;2;1;5;1;1;2;2;2;2;2;1;1;1;1;1;2;2;1;1;1;3;22;6;4;29;3;4;17;8;1;165;;1483;2;2;;;;;2;;;;;2;;;;;1;1;6;4;;2;;;;;2;;;;;2;;;;;2;;;;;1;1;37;4;;2;;;;;;;115.7969
5;1;4;547;2;1;1;1;1;1;1;1;3;1;1;1;2;2;1;1;1;1;1;1;2;2;2;1;1;1;25;1;48;34;20;45;15;64;16;1;174;;1483;1;1;5;3;800013;2;2;;;;;2;;;;;1;9;30;5;;2;;;;;2;;;;;2;;;;;1;19;5;5;;2;;;;;1;19;5;5;;;;115.982
5;1;4;553;3;1;1;1;1;1;1;1;6;1;1;1;2;2;1;1;1;1;1;1;1;1;2;1;1;1;25;22;1;20;22;;17;15;4;2;;999;1483;1;1;5;4;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;22.8455
5;1;19;554;1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;2;8;1;1;2;2;3;3;1;1;7;3;3;22;21;4;3;17;1;170;;1483;1;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;52;83;4;;;;111.7186
5;1;19;560;1;1;1;1;2;1;1;1;5;3;1;1;1;1;1;1;1;1;6;1;1;1;1;1;1;1;4;15;5;10;3;14;3;1;15;2;;999;1483;2;1;3;4;700116;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;115.7969
5;1;6;561;1;1;2;2;1;2;1;1;6;1;2;1;2;2;2;2;1;1;9;1;1;2;2;1;1;1;24;28;1;1;10;2;17;4;3;2;;999;1483;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;115.7969
5;1;5;563;3;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;6;2;1;2;1;1;1;1;7;24;;3;21;10;17;12;;1;178;;1483;3;2;;;;;2;;;;;2;;;;;1;1;6;1;;2;;;;;1;1;4;1;;2;;;;;2;;;;;2;;;;;2;;;;;2;6;19.5309
5;1;6;573;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;6;2;2;1;1;1;2;1;1;3;10;3;2;21;3;17;2;1;165;;1483;3;1;5;4;700099;2;2;;;;;2;;;;;1;1;6;1;;2;;;;;2;;;;;2;;;;;2;;;;;1;37;4;5;;2;;;;;;;115.7969
5;1;7;575;1;1;1;1;1;1;1;1;6;1;1;2;2;3;3;2;1;1;2;1;1;1;2;3;2;1;22;10;13;10;;;3;17;1;2;;999;1483;1;1;5;3;800999;2;1;1;16;2;;2;;;;;1;1;4;2;;2;;;;;2;;;;;2;;;;;1;1;7;1;;1;41;17;5;;2;;;;;;;17.6393
5;1;6;577;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;8;1;1;2;2;1;1;1;3;25;24;3;4;2;17;4;2;1;165;;1483;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;12;;115.7969
5;1;7;578;1;1;2;1;1;2;2;2;3;2;2;1;1;1;2;2;2;1;3;1;1;2;1;1;1;1;3;1;13;10;;;3;13;4;1;164;;1483;1;1;5;2;700099;2;1;23;4;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;22.8455
5;1;4;579;1;2;3;1;1;3;1;1;6;2;2;1;1;1;2;2;1;2;8;1;1;1;1;1;1;1;13;3;;23;27;;25;33;;1;166;;1483;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;115.7969
5;1;4;581;2;1;1;1;2;1;1;1;5;1;1;1;2;2;2;1;1;1;8;1;2;2;2;2;1;2;7;3;1;4;14;2;17;4;2;2;;999;1483;1;1;5;2;700999;2;2;;;;;2;;;;;1;1;4;4;;1;1;4;4;;2;;;;;2;;;;;1;37;2;4;;2;;;;;2;;;;;;;17.018
5;1;6;588;1;1;1;1;1;1;1;1;5;3;3;1;1;3;2;1;2;2;4;1;1;2;2;2;1;1;10;3;24;23;4;;3;4;8;2;;999;1483;1;1;5;3;700099;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;988;413;4;;1;988;413;1;;1;988;413;1;;1;988;413;4;;3;11;17.6393
5;1;7;595;2;1;1;1;1;2;1;1;7;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;24;3;1;4;3;2;4;2;17;1;164;;1483;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;17.6675
5;1;8;601;4;1;1;1;1;1;1;1;5;1;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;24;22;25;4;3;2;3;4;5;1;170;;1483;2;1;5;3;800011;6;2;;;;;2;;;;;2;;;;;2;;;;;1;37;3;7;;2;;;;;1;1;8;1;;2;;;;;2;;;;;;;22.8455
5;1;4;602;2;1;1;1;1;1;1;1;1;1;1;3;3;3;3;1;1;1;1;3;1;2;2;1;1;3;1;22;36;4;5;6;8;9;11;2;;999;1483;2;1;5;4;800011;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;7;13;4;;2;;;;;1;7;13;4;;;;17.6675
5;1;4;682;1;1;1;2;1;2;1;1;7;1;1;2;2;2;1;1;1;1;1;2;1;2;2;2;2;2;3;22;24;2;4;11;3;2;1;2;;999;1483;1;1;5;4;800011;6;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;17.6393
5;2;3;3;1;1;1;1;1;1;1;1;1;3;3;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;24;11;3;4;2;11;17;15;2;;;;1;1;5;4;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;2;3;1;;2;;;;;2;;;;;7;4;44.7686
5;2;9;4;1;1;2;1;1;3;1;1;3;1;2;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;6;13;13;1;14;3;4;17;18;2;;209;1478;3;1;5;3;700109;2;2;;;;;2;;;;;1;44;18;4;;1;44;41;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;7;1;43.1919
5;2;7;6;2;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;2;2;1;1;1;22;6;24;3;2;1;4;29;23;1;403;;984;3;1;5;3;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;35;2;4;;2;;;;;2;;;;;1;37;7;4;;7;8;44.8401
5;2;4;9;2;1;1;1;1;1;2;1;4;1;2;1;1;1;1;1;2;1;1;2;1;1;2;1;1;1;16;24;18;27;16;33;25;17;;2;;208;1564;3;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;1;37;11;4;1;2;;;;;1;31;1;4;1;2;;;;;2;;;;;2;;;;;1;5;57.982
5;2;19;11;2;1;1;1;1;2;1;1;4;1;1;1;3;3;1;1;1;1;1;2;1;2;2;1;1;1;6;1;16;3;2;;17;;;1;345;;1478;2;1;5;3;800013;2;2;;;;;2;;;;;2;;;;;1;37;8;5;1;2;;;;;2;;;;;1;37;8;5;1;2;;;;;2;;;;;1;7;44.8401
5;2;16;13;1;1;1;1;1;1;1;1;5;1;1;1;1;2;1;1;1;2;3;1;1;2;2;1;1;1;1;18;24;36;21;28;8;4;3;2;;999;1481;1;1;5;4;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;2;7;1;;2;;;;;2;;;;;2;;;;;5;9;57.982
5;2;3;14;1;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;9;2;1;2;1;1;1;1;24;3;1;1;3;5;8;17;9;1;46;;984;2;2;;;;;2;;;;;2;;;;;2;;;;;1;2;4;4;;1;7;24;4;;2;;;;;1;2;4;4;;1;2;7;4;;2;;;;;8;2;43.1919
5;2;20;15;2;1;2;3;1;2;1;1;4;1;1;2;1;3;1;2;2;2;6;2;1;2;2;1;1;2;24;21;;;;;25;11;4;1;580;;1481;1;1;5;4;700002;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;28;5;4;;8;1;44.8401
5;2;16;16;2;1;1;1;1;1;1;1;1;2;2;1;1;2;1;1;2;1;9;3;3;3;3;3;3;3;3;24;10;3;4;9;4;62;16;2;;999;1481;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;49.5695
5;2;16;17;2;1;2;1;1;1;1;1;5;1;2;1;1;2;1;2;2;2;1;1;1;2;2;1;1;1;3;22;24;22;26;24;3;25;4;2;;999;1481;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;54;18;4;;2;;;;;2;;;;;2;;;;;12;3;7.5509
5;2;2;18;1;1;1;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;1;2;1;3;1;1;1;1;24;6;1;9;6;82;4;17;3;2;;999;984;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;5;57.982
5;2;16;19;1;1;1;1;1;2;1;1;4;1;2;1;2;1;2;1;1;1;1;2;1;2;2;1;1;1;3;7;11;3;4;32;2;17;7;1;258;;1481;3;2;;;;;2;;;;;2;;;;;1;7;18;4;;2;;;;;2;;;;;1;11;4;9;;2;;;;;2;;;;;1;13;10;9;;1;8;49.5695
5;2;10;20;1;1;1;1;1;1;3;1;3;1;1;2;1;3;1;1;1;1;2;1;1;2;2;1;1;2;3;1;32;38;28;4;15;17;29;2;;999;1478;3;1;5;3;700999;2;2;;;;;2;;;;;1;57;26;4;;2;;;;;2;;;;;1;957;89;4;;2;;;;;1;53;62;4;;1;957;89;4;;3;9;44.7686
5;2;15;21;1;1;1;2;1;1;1;1;7;1;1;1;1;2;1;1;1;1;7;2;1;2;2;1;1;1;3;18;13;25;31;34;17;12;29;2;;999;1481;2;1;4;4;700109;2;2;;;;;2;;;;;1;7;27;4;;1;2;16;4;;2;;;;;2;;;;;2;;;;;2;;;;;1;8;8;4;;9;1;43.1919
5;2;3;23;1;1;1;1;2;1;1;1;3;1;1;1;1;2;1;1;1;1;2;1;1;2;2;1;1;3;1;3;13;;;;17;;;2;;999;1519;3;1;5;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;12;5;49.5695
5;2;19;24;1;1;1;1;1;1;1;1;4;2;2;2;2;3;1;1;2;1;6;3;3;3;3;3;3;3;;;;24;;;;;;1;345;;1481;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;12;44.7686
5;2;19;26;1;1;2;2;1;2;1;1;1;2;2;2;2;1;2;2;2;2;5;2;1;2;2;1;1;1;3;1;7;38;21;22;11;17;17;2;;203;1481;2;1;6;4;700001;2;2;;;;;2;;;;;2;;;;;1;9;24;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;1;49.5695
5;2;11;27;1;1;1;1;1;1;1;1;7;1;2;1;1;1;1;1;1;1;3;1;1;2;2;1;1;1;18;3;7;3;4;22;4;3;15;2;;999;1478;3;1;5;4;700109;2;2;;;;;2;;;;;1;30;1;4;;1;17;2;4;;2;;;;;2;;;;;1;37;1;4;1;2;;;;;1;2;10;4;;;;43.1919
5;2;4;28;2;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;3;18;8;3;18;14;11;17;15;2;;999;5048;3;1;5;4;700999;2;1;18;12;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;2;43.1919
5;2;19;30;1;3;3;2;2;1;1;1;5;1;1;1;1;2;2;1;1;1;7;2;1;2;2;1;1;1;6;5;;26;4;10;17;5;3;2;;999;1478;3;1;4;4;700109;2;2;;;;;2;;;;;2;;;;;1;2;4;4;;2;;;;;2;;;;;1;37;1;4;;2;;;;;1;2;19;2;;;;43.1919
5;2;19;31;2;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;1;6;2;1;1;2;1;1;2;13;3;10;13;2;4;11;21;17;2;;999;1481;2;1;4;3;700109;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;2;7;4;;1;68;6;4;;7;2;49.5695
5;2;16;33;2;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;1;2;3;1;2;2;3;3;1;3;13;1;13;10;2;18;2;17;2;;999;1481;3;1;4;4;700109;2;2;;;;;2;;;;;2;;;;;1;28;8;5;;2;;;;;1;11;14;5;;2;;;;;2;;;;;2;;;;;1;12;49.5695
5;2;10;34;1;1;1;1;1;2;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;1;1;13;3;;13;3;;13;;;2;;999;1478;2;1;4;3;700001;2;2;;;;;2;;;;;1;44;41;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;44.7686
5;2;5;42;2;1;1;1;1;1;1;1;5;1;1;1;1;1;1;1;1;1;2;3;1;2;2;1;1;1;24;36;3;3;9;28;3;17;;1;999;;1564;2;1;5;4;700999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;9;1;43.1919
5;2;20;43;1;1;2;2;1;2;1;1;1;2;2;2;2;2;1;2;2;2;6;2;1;2;2;1;1;1;;;;;;;;;;1;208;;1515;1;1;5;3;700105;2;2;;;;;2;;;;;1;6;2;5;;1;2;20;1;;2;;;;;1;2;7;5;;2;;;;;1;2;20;1;;2;;;;;6;7;43.1919
5;2;3;45;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;6;2;1;1;2;1;1;2;3;22;24;22;3;1;2;4;25;1;45;;1564;1;1;5;4;700109;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;9;31;4;1;2;;;;;2;;;;;2;;;;;9;3;43.1919
5;2;16;46;2;2;1;2;1;3;2;2;4;1;1;3;1;1;1;1;1;1;6;2;1;2;2;1;1;3;3;1;24;22;4;;16;4;2;1;258;;1481;2;1;4;4;700001;2;2;;;;;2;;;;;2;;;;;1;25;15;4;1;2;;;;;1;37;9;4;1;1;37;1;;0;1;;11;1;0;2;;;1;;1;3;49.5695
5;2;7;47;1;1;1;1;1;2;1;1;7;1;1;1;1;2;1;1;1;1;9;1;1;2;1;1;2;1;13;10;30;13;10;4;10;4;17;1;44;;1481;2;1;5;4;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;8;43.1919
5;2;15;48;2;1;1;1;1;1;1;1;5;1;1;1;1;2;1;1;1;1;7;1;1;2;2;1;1;1;3;24;6;3;4;;4;14;;2;;999;1481;1;1;5;4;800014;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;9;1;49.5695
5;2;19;50;3;1;2;1;1;2;1;1;3;1;2;2;1;2;2;2;2;2;4;2;1;2;2;1;1;1;6;7;1;27;31;5;7;17;38;1;345;;1481;2;1;5;4;800999;2;2;;;;;2;;;;;1;44;18;4;;1;44;36;4;1;1;7;24;4;;2;;;;;2;;;;;1;37;12;4;;2;;;;;2;8;49.5695
5;2;7;51;2;1;2;1;1;2;2;1;7;1;2;1;1;2;2;2;2;2;4;2;2;1;2;1;1;1;3;6;7;18;38;5;25;17;15;1;403;;1513;3;1;5;4;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;3;43.1919
5;2;7;52;1;1;1;3;1;2;1;1;1;2;2;1;1;3;1;1;1;2;3;2;1;2;2;1;1;1;3;88;9;18;;;15;17;12;1;44;;1481;1;1;5;3;800999;2;2;;;;;2;;;;;1;53;101;4;;2;;;;;2;;;;;1;54;17;4;;1;53;85;4;;1;54;18;4;;1;53;89;4;;12;11;43.1919
5;2;15;55;1;1;1;1;3;1;1;2;;1;2;1;2;3;3;2;1;2;1;2;1;2;2;1;1;1;24;6;13;33;4;27;17;15;27;1;258;;1481;2;2;;;;;2;;;;;2;;;;;1;7;18;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;12;44.8401
5;2;5;56;2;2;2;1;2;2;3;2;3;2;1;2;2;2;2;2;1;2;8;2;1;2;2;1;1;1;22;3;;37;38;45;15;17;87;2;;999;1481;2;1;5;4;700109;2;2;;;;;2;;;;;2;;;;;1;2;5;1;;2;;;;;2;;;;;2;;;;;1;2;7;4;2;1;2;7;4;;1;3;43.1919
5;2;4;58;1;1;2;2;2;2;1;1;1;1;2;1;2;2;2;2;2;2;1;2;1;2;1;3;2;1;1;6;24;3;9;34;15;17;29;1;45;;1550;2;1;4;3;700001;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;44.7686
5;2;2;59;2;1;1;1;1;2;1;1;4;1;1;2;2;1;1;2;2;2;2;2;1;1;2;2;1;1;13;7;24;3;16;22;17;18;3;2;;208;1564;2;1;5;3;800999;2;2;;;;;2;;;;;1;37;1;4;1;1;2;3;10;;2;;;;;2;;;;;1;37;1;;;1;2;7;5;;1;16;1;4;;1;2;49.5695
5;2;7;60;1;1;1;1;1;3;1;1;4;1;2;1;1;3;1;1;1;1;1;1;1;2;3;1;1;1;25;28;1;5;1;13;4;11;17;2;;998;1481;3;1;5;4;800999;2;2;;;;;2;;;;;2;;;;;1;2;7;4;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;3;8;43.1919
5;2;16;62;1;3;2;1;3;3;2;1;3;2;2;1;2;3;3;3;2;3;3;3;2;3;3;3;3;3;25;;;;;;29;;;2;;999;1564;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;2;16;1;;2;;;;;2;;;;;1;12;44.7686
5;2;7;63;1;1;1;1;1;1;1;1;4;2;2;2;2;3;1;1;1;1;6;2;1;2;2;1;1;1;3;1;25;38;3;22;17;;;1;403;;1564;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;44.7686
5;2;4;64;2;1;2;2;1;2;2;1;7;1;1;1;1;1;1;1;1;1;7;2;1;2;1;1;1;1;3;24;;3;1;6;11;17;;1;45;;1564;2;1;4;3;800999;2;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;7;43.1919
5;2;9;65;2;1;1;1;2;1;1;1;3;1;1;1;1;2;2;1;1;1;3;2;1;2;1;1;1;2;3;7;1;3;22;25;25;4;2;2;;999;1478;2;1;5;3;700109;2;2;;;;;2;;;;;1;7;17;4;;2;;;;;2;;;;;1;11;3;4;;2;;;;;2;;;;;1;37;9;4;;3;1;49.5695
5;2;10;68;2;1;2;1;1;1;1;1;7;1;1;1;2;2;1;1;1;1;7;2;1;2;1;1;2;2;16;13;2;27;33;38;15;17;2;2;;999;1478;1;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;1;13;11;4;;2;;;;;2;;;;;1;13;8;4;;;;43.1919
5;2;4;69;1;1;2;2;1;2;1;1;4;2;2;1;2;3;1;2;2;2;3;2;1;2;1;2;1;1;3;22;7;3;18;5;3;4;2;1;45;;765;3;1;3;4;700109;4;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;2;;;;;;;44.7686
5;2;2;75;2;1;1;1;1;1;1;1;4;1;2;1;1;2;1;1;2;1;1;2;1;2;2;1;2;2;3;6;;3;35;;29;25;;1;45;;258;2;1;4;4;700116;4;2;;;;;2;;;;;1;30;1;7;1;2;;;;;2;;;;;1;36;8;1;;1;36;8;1;;2;;;;;2;;;;;8;2;43.1919
