FICHE;SECT1;SECT2;ECH;NUMPERS;NUMDEP;NUMTRAJ;T2;T3;T4;T5;T6;T7;T8;T9;T10;T11;L15;L16;Coef
4;03;023;030;02;06;1;01;21;046014;003023;00;1;2;1;2;00;;2;077.0890
4;03;023;030;03;01;1;00;22;003023;046014;01;;;;;;;;077.0890
4;03;023;030;03;02;1;01;22;046014;003023;00;;;;;;;;077.0890
4;03;004;031;01;01;1;00;21;003004;006009;00;1;1;2;2;00;;1;076.9660
4;03;004;031;01;02;1;00;21;006009;006013;00;1;1;3;2;00;;2;076.9660
4;03;013;032;01;01;1;00;21;003013;003022;00;1;1;3;2;00;;2;074.2553
4;03;013;032;01;02;1;00;21;003022;003013;00;1;1;1;2;00;;2;074.2553
4;03;013;032;01;03;1;00;21;003013;038025;00;1;1;2;2;00;;2;074.2553
4;03;013;032;01;04;1;00;21;038025;056003;00;1;1;3;2;00;;1;074.2553
4;03;013;032;01;05;1;00;21;056003;003013;00;1;1;1;2;00;;1;074.2553
4;03;013;032;02;01;1;00;21;003013;032005;02;2;1;2;2;02;;2;074.2553
4;03;013;032;02;02;1;02;21;032005;037001;05;2;1;4;3;00;;2;074.2553
4;03;013;032;02;03;1;05;21;037001;003013;00;2;1;1;2;00;;2;074.2553
4;03;007;033;01;01;1;00;21;003007;033003;00;1;1;2;2;00;;2;074.2553
4;03;007;033;01;02;1;00;21;033003;003007;00;1;1;1;2;00;;2;074.2553
4;03;007;033;01;03;1;00;21;003007;046001;00;1;2;2;2;00;;2;074.2553
4;03;007;033;01;04;1;00;21;046001;003007;00;1;2;1;2;00;;2;074.2553
4;03;007;033;02;01;1;00;21;003007;003013;00;1;1;2;2;00;;2;074.2553
4;03;007;033;02;02;1;00;21;003013;003007;00;1;1;1;2;00;;2;074.2553
4;03;007;033;02;03;1;00;22;003007;046001;00;;;;;;;;074.2553
4;03;007;033;02;04;1;00;22;046001;003007;00;;;;;;;;074.2553
4;03;007;033;02;05;1;00;21;003007;046001;00;1;1;3;2;00;;2;074.2553
4;03;007;033;02;06;1;00;21;046001;003007;00;1;1;1;2;00;;2;074.2553
4;03;008;034;02;01;1;00;21;003008;017002;00;1;1;3;2;00;;2;074.2553
4;03;008;034;02;02;1;00;21;017002;003008;00;1;1;1;2;00;;2;074.2553
4;03;015;035;04;01;1;00;21;003015;002003;00;3;1;2;2;00;;1;085.2198
4;03;015;035;04;02;1;00;21;002003;007018;00;3;2;3;2;00;;1;085.2198
4;03;015;035;04;03;1;00;21;007018;002003;00;3;2;2;2;00;;1;085.2198
4;03;015;035;04;04;1;00;21;002003;003015;00;3;1;1;2;00;;2;085.2198
4;03;003;036;02;01;1;00;21;003003;003003;00;2;1;2;2;00;;2;074.2553
4;03;003;036;02;02;1;00;21;003003;003003;00;2;1;1;2;00;;2;074.2553
4;03;003;036;02;03;1;00;21;003003;009029;00;2;1;3;2;00;;2;074.2553
4;03;003;036;02;04;1;00;21;009029;003003;00;2;1;1;2;00;;2;074.2553
4;03;009;039;01;01;1;00;21;003009;019001;00;2;2;0;;00;;2;085.2198
4;03;009;039;01;02;1;00;21;019001;025018;00;2;1;1;2;00;;1;085.2198
4;03;009;039;01;03;1;00;21;025018;012009;00;2;1;2;2;00;;1;085.2198
4;03;009;039;01;04;1;00;21;012009;003009;00;2;1;1;2;00;;1;085.2198
4;03;009;039;02;01;1;00;21;003009;021004;00;1;1;3;2;00;;2;085.2198
4;03;009;039;02;02;1;00;21;021004;019001;00;1;1;3;2;00;;2;085.2198
4;03;009;039;02;03;1;00;21;019001;003009;00;1;2;1;2;00;;2;085.2198
4;03;009;039;03;01;1;05;72;003009;003021;00;;;;;;;;085.2198
4;03;009;039;03;02;1;00;72;003021;003009;00;;;;;;;;085.2198
4;03;009;039;04;01;1;00;22;003009;019001;00;;;;;;;;085.2198
4;03;009;039;04;02;1;00;22;019001;003009;00;;;;;;;;085.2198
4;03;023;040;01;01;1;00;21;003023;032013;00;1;1;3;2;00;;1;077.0890
4;03;023;040;01;02;1;00;21;032013;003023;00;1;1;1;2;00;;1;077.0890
4;03;023;040;02;01;1;00;21;003023;025006;00;2;1;3;2;00;;1;077.0890
4;03;023;040;02;02;1;00;21;025006;003023;00;2;1;1;2;00;;1;077.0890
4;03;023;040;03;01;1;00;11;037001;031007;00;;;;;;5;;077.0890
4;03;023;040;03;02;1;00;11;031007;037001;00;;;;;;7;;077.0890
4;03;020;041;01;01;1;00;21;003020;028006;00;2;3;1;2;00;;1;099.6825
4;03;020;041;01;02;1;00;21;028006;003020;00;2;1;1;2;00;;1;099.6825
4;03;020;041;02;01;1;00;22;003020;028006;00;;;;;;;;099.6825
4;03;020;041;02;02;1;00;22;028006;003020;00;;;;;;;;099.6825
4;03;020;041;02;03;1;00;21;003020;004013;00;1;1;2;2;00;;2;099.6825
4;03;020;041;02;04;1;00;81;004013;003020;00;;;;;;;;099.6825
4;03;020;041;02;05;1;00;81;003020;004013;00;;;;;;;;099.6825
4;03;020;041;02;06;1;00;21;004013;003020;00;1;1;1;2;00;;2;099.6825
4;03;019;042;02;04;1;00;21;003019;003022;00;1;1;3;2;00;;2;074.2553
4;03;019;042;02;05;1;00;21;003022;003019;00;1;1;1;2;00;;2;074.2553
4;03;013;044;01;01;1;00;21;003013;021004;00;1;3;0;;00;;2;085.2198
4;03;013;044;01;02;1;00;21;021004;010017;00;1;1;3;2;00;;2;085.2198
4;03;013;044;01;03;1;00;21;010017;003013;00;1;1;2;2;00;;2;085.2198
4;03;013;044;01;04;1;00;21;003013;023004;00;1;1;0;;00;;2;085.2198
4;03;013;044;01;05;1;00;21;023004;050014;00;1;2;2;2;00;;1;085.2198
4;03;013;044;01;06;1;00;21;050014;003013;00;1;3;2;2;00;;1;085.2198
4;03;013;044;01;07;1;00;21;003013;009004;00;1;2;2;2;00;;2;085.2198
4;03;013;044;01;08;1;00;21;009004;009018;00;1;2;3;2;00;;2;085.2198
4;03;013;044;01;09;1;00;21;009018;003013;00;1;2;2;2;00;;2;085.2198
4;03;013;044;02;01;1;00;21;003013;009022;00;2;1;3;2;00;;1;085.2198
4;03;013;044;02;02;1;00;21;009022;003013;00;2;1;2;2;00;;1;085.2198
4;03;013;044;02;03;1;00;21;003013;009018;00;2;2;3;2;00;;1;085.2198
4;03;013;044;02;04;1;00;21;009018;050014;00;2;2;2;2;00;;1;085.2198
4;03;013;044;02;05;1;00;21;050014;003013;00;2;1;2;2;00;;1;085.2198
4;03;013;044;03;01;1;00;22;003013;021004;05;;;;;;;;085.2198
4;03;013;044;03;01;2;00;32;021004;035012;05;;;;;;;;085.2198
4;03;013;044;03;04;1;05;32;035012;025007;00;;;;;;;;085.2198
4;03;013;044;03;05;1;00;22;025007;003013;00;;;;;;;;085.2198
4;03;013;044;04;01;1;00;22;003013;021004;00;;;;;;;;085.2198
4;03;013;044;04;02;1;05;32;021004;023009;00;;;;;;;;085.2198
4;03;013;044;04;02;2;00;22;023009;050014;00;;;;;;;;085.2198
4;03;013;044;04;03;1;00;22;050014;003013;00;;;;;;;;085.2198
4;03;013;044;04;04;1;00;22;003013;009004;00;;;;;;;;085.2198
4;03;013;044;04;05;1;00;22;009004;009018;00;;;;;;;;085.2198
4;03;013;044;04;06;1;00;22;009018;003013;00;;;;;;;;085.2198
4;03;023;045;01;01;1;00;21;003023;038025;00;1;1;2;2;00;;2;085.2198
4;03;023;045;01;02;1;00;21;038025;003023;00;1;1;1;2;00;;2;085.2198
4;03;023;045;02;01;1;00;21;003023;003022;00;2;1;3;2;00;;2;085.2198
4;03;023;045;02;02;1;00;21;003022;003023;00;2;1;1;2;00;;2;085.2198
4;03;023;045;02;03;1;00;21;003023;003021;00;2;1;3;2;00;;2;085.2198
4;03;023;045;02;04;1;00;21;003021;003023;00;2;1;1;2;00;;2;085.2198
4;03;023;045;03;01;1;00;21;003023;003021;00;3;1;3;2;00;;2;085.2198
4;03;023;045;03;02;1;00;21;003021;003023;00;3;1;1;2;00;;2;085.2198
4;03;019;047;01;01;1;00;21;003019;028010;01;1;1;3;2;00;;1;015.1846
4;03;019;047;01;02;1;01;21;028010;003019;00;1;1;1;2;00;;1;015.1846
4;03;019;047;01;03;1;00;21;003019;028010;01;1;1;3;2;00;;1;015.1846
4;03;019;047;01;04;1;01;21;028010;003019;00;1;1;1;2;00;;1;015.1846
4;03;019;047;02;03;1;00;21;003019;059022;01;2;2;2;2;01;;2;015.1846
4;03;019;047;02;04;1;01;21;059022;016005;01;2;2;2;2;02;;1;015.1846
4;03;019;047;02;05;1;01;21;016005;003019;00;2;2;1;2;00;;1;015.1846
4;03;019;047;03;01;1;02;41;003019;017008;01;;;;;;;;015.1846
4;03;019;047;03;01;2;01;32;017008;028002;01;;;;;;;;015.1846
4;03;019;047;03;02;1;01;32;028002;037002;05;;;;;;;;015.1846
4;03;019;047;03;02;2;05;41;031014;003019;02;;;;;;;;015.1846
4;03;019;047;05;05;1;00;22;003019;059022;01;;;;;;;;015.1846
4;03;019;047;05;06;1;01;22;059022;016005;01;;;;;;;;015.1846
4;03;019;047;05;07;1;01;22;016005;003019;00;;;;;;;;015.1846
4;03;025;050;01;01;1;00;21;003025;044045;01;2;1;3;2;00;;2;085.2198
4;03;025;050;01;02;1;01;21;044045;059019;00;2;1;2;2;00;;2;085.2198
4;03;025;050;01;03;1;00;21;059019;003025;00;2;3;3;2;00;;2;085.2198
4;03;025;050;02;01;1;00;21;003025;059019;00;1;3;2;2;00;;2;085.2198
4;03;025;050;02;02;1;00;21;059019;045011;00;1;1;3;2;00;;2;085.2198
4;03;025;050;02;03;1;00;21;045011;003025;00;1;1;1;2;00;;2;085.2198
4;03;011;051;01;01;1;00;21;003011;036005;00;1;2;0;;00;;2;085.2198
4;03;011;051;01;02;1;00;21;036005;018006;00;1;1;3;2;00;;2;085.2198
4;03;011;051;01;03;1;00;21;018006;037001;00;1;1;0;;00;;2;085.2198
4;03;011;051;01;04;1;00;21;037001;003011;00;1;2;1;2;00;;2;085.2198
4;03;011;051;02;01;1;00;22;003011;036005;00;;;;;;;;085.2198
4;03;011;051;02;03;1;00;22;037001;003011;00;;;;;;;;085.2198
4;03;011;051;04;01;1;00;41;003011;037001;00;;;;;;;;085.2198
4;03;011;051;04;01;2;00;32;037001;033001;00;;;;;;;;085.2198
4;03;011;051;04;02;1;00;32;033001;037001;00;;;;;;;;085.2198
4;03;011;051;04;02;2;00;41;037001;003011;00;;;;;;;;085.2198
4;03;016;052;01;01;1;00;21;003016;003015;00;1;2;0;;00;;2;074.2553
4;03;016;052;01;02;1;00;21;003015;003016;00;1;1;2;2;00;;2;074.2553
4;03;016;052;01;03;1;00;21;003016;062039;00;1;1;3;2;00;;1;074.2553
4;03;016;052;01;04;1;00;21;062039;925159;00;1;2;3;2;00;;1;074.2553
4;03;016;052;01;05;1;00;21;925159;062039;00;1;2;0;;00;;1;074.2553
4;03;016;052;01;06;1;00;21;062039;003019;00;1;1;2;2;00;;1;074.2553
4;03;016;052;01;07;1;00;21;003019;003016;00;1;2;1;2;00;;2;074.2553
4;03;016;052;02;01;1;00;22;003016;003015;00;;;;;;;;074.2553
4;03;016;052;02;02;1;00;72;003015;003016;00;;;;;;;;074.2553
4;03;016;052;02;03;1;00;72;003016;003015;00;;;;;;;;074.2553
4;03;016;052;02;04;1;00;22;003015;003019;00;;;;;;;;074.2553
4;03;016;052;02;05;1;00;22;003019;003016;00;;;;;;;;074.2553
4;03;012;053;01;03;1;00;21;003012;007003;00;1;1;3;2;00;;2;077.0890
4;03;012;053;01;04;1;00;21;007003;003012;00;1;1;1;2;00;;2;077.0890
4;03;012;053;02;01;1;00;21;003012;037001;00;2;1;4;3;00;;2;077.0890
4;03;012;053;02;02;1;00;21;037001;020003;00;2;1;2;2;00;;2;077.0890
4;03;012;053;02;03;1;00;21;020003;003012;00;2;1;1;2;00;;2;077.0890
4;03;012;053;03;01;1;02;72;003012;003013;00;;;;;;;;077.0890
4;03;012;053;03;02;1;00;72;003013;003012;02;;;;;;;;077.0890
4;03;004;054;02;01;1;00;21;003004;022002;00;2;1;3;2;00;;2;077.0890
4;03;004;054;02;02;1;00;21;022002;003004;00;2;1;1;2;00;;2;077.0890
4;03;004;054;03;01;1;00;21;003004;004003;00;1;1;3;2;00;;2;077.0890
4;03;004;054;03;02;1;00;21;004003;003004;00;1;1;2;2;00;;2;077.0890
4;03;004;054;03;03;1;00;21;003004;004003;00;1;1;3;2;00;;2;077.0890
4;03;004;054;03;04;1;00;21;004003;003004;00;1;1;1;2;00;;2;077.0890
4;03;013;057;01;01;1;00;21;003013;957631;00;2;1;3;2;00;;1;085.2198
4;03;013;057;01;02;1;00;21;957631;037001;00;2;1;1;2;00;;1;085.2198
4;03;013;057;01;03;1;00;21;037001;003013;00;2;1;2;2;00;;2;085.2198
4;03;013;057;02;01;1;00;21;003013;046015;00;1;1;3;2;00;;2;085.2198
4;03;013;057;02;02;1;00;21;046015;003013;00;1;1;2;2;00;;2;085.2198
4;03;013;057;02;03;1;00;21;003013;046015;00;1;1;3;2;00;;2;085.2198
4;03;013;057;02;04;1;00;21;046015;003013;00;1;1;2;2;00;;2;085.2198
4;03;013;057;03;01;1;05;41;003013;018009;00;;;;;;;;085.2198
4;03;013;057;03;01;2;00;32;018009;028002;05;;;;;;;;085.2198
4;03;013;057;03;02;1;05;32;028002;018009;00;;;;;;;;085.2198
4;03;013;057;03;02;2;00;41;018009;003013;05;;;;;;;;085.2198
4;03;012;060;01;01;1;00;21;003012;016002;00;1;1;3;2;00;;2;074.2553
4;03;012;060;01;02;1;00;21;016002;031009;00;1;1;3;2;00;;2;074.2553
4;03;012;060;01;03;1;00;21;031009;016002;00;1;1;3;2;00;;2;074.2553
4;03;012;060;01;04;1;00;21;016002;003012;00;1;1;1;2;00;;2;074.2553
4;03;012;060;02;01;1;00;21;003012;004013;00;2;1;3;2;00;;2;074.2553
4;03;012;060;02;02;1;00;21;004013;003012;00;2;1;1;2;00;;2;074.2553
4;03;012;060;02;03;1;00;21;003012;024008;00;2;1;3;2;00;;2;074.2553
4;03;012;060;02;04;1;00;21;024008;003012;00;2;1;1;2;00;;2;074.2553
4;03;015;061;02;01;1;00;11;003015;003015;00;;;;;;1;;074.2553
4;03;015;061;02;02;1;00;11;003015;003015;00;;;;;;1;;074.2553
4;03;017;063;01;01;1;00;21;003017;001015;00;1;1;3;2;00;;1;085.2198
4;03;017;063;01;02;1;00;21;001015;003017;00;1;1;1;2;00;;1;085.2198
4;03;017;063;02;01;1;00;21;003017;024002;00;2;1;1;2;00;;1;085.2198
4;03;017;063;02;02;1;00;21;024002;003017;00;2;1;1;2;00;;1;085.2198
4;03;017;063;02;03;1;00;21;003017;024002;00;2;1;1;2;00;;1;085.2198
4;03;017;063;02;04;1;00;21;024002;003017;00;2;1;1;2;00;;1;085.2198
4;03;017;063;03;05;1;00;21;003017;008033;00;3;1;1;2;00;;2;085.2198
4;03;017;063;03;06;1;00;21;008033;003017;00;3;1;1;2;00;;2;085.2198
4;03;017;063;04;01;1;02;41;003017;031014;05;;;;;;;;085.2198
4;03;017;063;04;01;2;05;32;037001;039001;02;;;;;;;;085.2198
4;03;017;063;04;02;1;02;32;039001;037001;05;;;;;;;;085.2198
4;03;017;063;04;02;2;05;41;031014;003017;02;;;;;;;;085.2198
4;03;023;064;01;01;1;00;21;003023;017002;00;1;2;3;2;00;;1;099.6825
4;03;023;064;01;02;1;00;21;017002;003023;00;1;2;1;2;00;;1;099.6825
4;03;023;064;02;01;1;00;21;003023;008006;01;1;1;3;2;00;;2;099.6825
4;03;023;064;02;02;1;01;21;008006;003023;00;1;1;1;2;00;;2;099.6825
4;03;023;064;02;03;1;00;22;003023;017002;00;;;;;;;;099.6825
4;03;023;064;02;04;1;00;22;017002;003023;00;;;;;;;;099.6825
4;03;023;064;02;05;1;00;21;003023;003021;00;1;1;0;;00;;2;099.6825
4;03;023;064;02;06;1;00;21;003021;003023;00;1;2;1;2;00;;2;099.6825
4;03;023;064;05;01;1;03;41;003023;003021;01;;;;;;;;099.6825
4;03;023;064;05;03;1;01;22;003021;003023;00;;;;;;;;099.6825
4;03;004;065;01;03;1;00;21;003004;003004;00;1;2;2;2;00;;2;074.2553
4;03;004;065;01;04;1;00;21;003004;003004;00;1;2;2;2;00;;2;074.2553
4;03;004;065;01;05;1;00;22;003004;003004;00;;;;;;;;074.2553
4;03;004;065;01;06;1;00;22;003004;003004;00;;;;;;;;074.2553
4;03;004;065;01;07;1;00;21;003004;003003;00;1;2;2;2;00;;2;074.2553
4;03;004;065;01;08;1;00;21;003003;003004;00;1;2;2;2;00;;2;074.2553
4;03;004;065;01;09;1;00;21;003004;003004;00;1;1;2;2;00;;2;074.2553
4;03;004;065;02;03;1;00;22;003004;003004;00;;;;;;;;074.2553
4;03;004;065;02;04;1;00;21;003004;003004;00;1;2;2;2;00;;2;074.2553
4;03;014;071;01;01;1;00;21;003014;056004;05;1;1;2;2;00;;2;074.2553
4;03;014;071;01;02;1;05;21;056004;056012;00;1;1;3;2;00;;2;074.2553
4;03;014;071;01;03;1;00;21;056012;056004;05;1;1;2;2;00;;2;074.2553
4;03;014;071;01;04;1;05;21;056004;003014;00;1;1;1;2;00;;2;074.2553
4;03;014;071;01;05;1;00;21;003014;047011;00;1;1;2;2;00;;2;074.2553
4;03;014;071;01;06;1;00;21;047011;047012;00;1;1;2;2;00;;2;074.2553
4;03;014;071;01;07;1;00;21;047012;003014;00;1;1;1;2;00;;2;074.2553
4;03;014;071;02;01;1;00;21;003014;003002;00;2;1;1;2;00;;2;074.2553
4;03;014;071;02;02;1;00;21;033002;003019;00;2;1;2;2;00;;2;074.2553
4;03;014;071;02;03;1;00;21;003019;003014;00;2;1;1;2;00;;2;074.2553
4;03;020;072;01;01;1;00;21;003020;009019;00;1;3;0;;00;;1;085.2198
4;03;020;072;01;02;1;00;21;009019;032010;00;1;1;3;2;00;;1;085.2198
4;03;020;072;01;03;1;00;21;032010;039014;00;1;1;3;2;00;;1;085.2198
4;03;020;072;01;04;1;00;21;039014;032010;00;1;1;3;2;00;;1;085.2198
4;03;020;072;01;05;1;00;21;032010;003020;00;1;1;1;2;00;;1;085.2198
4;03;020;072;02;01;1;00;21;009020;017007;00;2;1;3;2;00;;2;085.2198
4;03;020;072;02;02;1;00;21;017007;003019;00;2;1;0;;00;;2;085.2198
4;03;020;072;02;03;1;00;21;003019;003020;00;2;3;1;2;00;;2;085.2198
4;03;020;072;02;04;1;00;21;003020;003021;00;2;2;0;;00;;2;085.2198
4;03;020;072;02;05;1;00;21;003021;003022;00;2;1;3;2;00;;2;085.2198
4;03;020;072;02;06;1;00;21;003022;003020;00;2;1;1;2;00;;2;085.2198
4;03;020;072;02;07;1;00;21;003020;003021;00;2;2;3;2;00;;2;085.2198
4;03;020;072;02;08;1;00;21;003021;003020;00;2;1;1;2;00;;2;085.2198
4;03;020;072;02;09;1;00;21;003020;003021;00;2;1;3;2;00;;2;085.2198
4;03;020;072;02;10;1;00;21;003021;003020;00;2;3;1;2;00;;2;085.2198
4;03;020;072;03;01;1;00;22;003020;003019;00;;;;;;;;085.2198
4;03;020;072;03;02;1;00;22;003019;003020;00;;;;;;;;085.2198
4;03;020;072;03;03;1;00;22;003020;003021;00;;;;;;;;085.2198
4;03;020;072;03;04;1;00;22;003021;003020;00;;;;;;;;085.2198
4;03;020;072;04;01;1;00;22;003020;003019;00;;;;;;;;085.2198
4;03;020;072;04;02;1;00;22;003019;003020;00;;;;;;;;085.2198
4;03;020;072;04;03;1;00;22;003020;003021;00;;;;;;;;085.2198
4;03;020;072;04;04;1;00;22;003021;003020;00;;;;;;;;085.2198
4;03;020;073;01;01;1;00;11;003020;003013;00;;;;;;8;;074.2553
4;03;020;073;01;02;1;00;11;003013;003020;00;;;;;;1;;074.2553
4;03;020;073;02;01;1;00;21;003020;003022;00;2;1;3;2;00;;2;074.2553
4;03;020;073;02;02;1;00;21;003022;003020;00;2;1;1;2;00;;2;074.2553
4;03;020;073;02;03;1;00;21;003020;003019;00;2;2;3;2;00;;2;074.2553
4;03;020;073;02;04;1;00;21;003019;003022;00;2;2;3;2;00;;2;074.2553
4;03;020;073;02;05;1;00;21;003022;003020;00;2;2;1;2;00;;2;074.2553
4;03;009;077;01;01;1;00;21;003008;028002;00;3;1;1;2;00;;1;085.2198
4;03;009;077;01;02;1;00;21;028002;046014;00;3;1;2;2;00;;1;085.2198
4;03;009;077;01;03;1;00;21;046014;003008;00;3;2;1;2;00;;2;085.2198
4;03;009;077;02;01;1;00;21;003008;003008;00;1;2;0;;00;;2;085.2198
4;03;009;077;02;02;1;00;21;003008;020006;00;1;1;1;2;00;;1;085.2198
4;03;009;077;02;03;1;00;21;020006;003008;00;1;1;1;2;00;;1;085.2198
4;03;009;077;03;01;1;00;41;003008;003021;00;;;;;;;;085.2198
4;03;009;077;03;02;1;00;41;003021;003008;00;;;;;;;;085.2198
4;03;009;077;04;01;1;00;22;003008;003008;00;;;;;;;;085.2198
4;03;009;077;04;02;1;00;22;003008;003008;00;;;;;;;;085.2198
4;03;009;077;04;03;1;00;22;003008;003008;00;;;;;;;;085.2198
4;03;009;077;04;04;1;00;22;003008;046014;00;;;;;;;;085.2198
4;03;009;077;04;05;1;00;22;046014;003008;00;;;;;;;;085.2198
4;03;007;078;01;01;1;00;21;003007;038025;00;1;2;0;;00;;2;077.0890
4;03;007;078;01;02;1;00;21;038025;020004;00;1;1;3;2;00;;1;077.0890
4;03;007;078;01;03;1;00;21;020004;038025;00;1;1;0;;00;;1;077.0890
4;03;007;078;01;04;1;00;21;038025;003007;00;1;2;1;2;00;;2;077.0890
4;03;007;078;02;01;1;00;22;003007;038025;00;;;;;;;;077.0890
4;03;007;078;02;02;1;00;22;038025;003007;00;;;;;;;;077.0890
4;03;007;078;02;03;1;00;21;003007;038025;00;1;1;1;2;00;;2;077.0890
4;03;007;078;02;04;1;00;21;038025;003007;00;1;1;1;2;00;;2;077.0890
4;03;007;078;03;01;1;00;21;003007;028005;00;2;1;1;2;00;;1;077.0890
4;03;007;078;03;02;1;00;21;028005;003007;00;2;1;2;2;00;;1;077.0890
4;03;001;079;01;01;1;00;21;003001;003002;00;4;2;0;;00;;2;099.6825
4;03;001;079;01;02;1;00;21;003004;003001;00;4;2;1;2;00;;2;099.6825
4;03;001;079;01;03;1;00;72;003001;045014;00;;;;;;;;099.6825
4;03;001;079;01;04;1;00;72;045014;003001;00;;;;;;;;099.6825
4;03;001;079;01;05;1;00;72;003001;046005;00;;;;;;;;099.6825
4;03;001;079;01;06;1;00;72;046005;003001;00;;;;;;;;099.6825
4;03;001;079;01;07;1;00;72;003001;046011;00;;;;;;;;099.6825
4;03;001;079;01;08;1;00;72;046011;003001;00;;;;;;;;099.6825
4;03;001;079;01;09;1;00;72;003001;046014;00;;;;;;;;099.6825
4;03;001;079;01;10;1;00;72;045014;003001;00;;;;;;;;099.6825
4;03;001;079;02;01;1;00;22;003001;003004;00;;;;;;;;099.6825
4;03;001;079;02;02;1;00;22;003004;003001;00;;;;;;;;099.6825
4;03;001;079;03;01;1;00;21;003001;003002;00;3;2;0;;00;;2;099.6825
4;03;001;079;03;02;1;00;21;003002;003001;00;3;2;1;2;00;;2;099.6825
4;03;001;079;03;03;1;00;21;003002;003001;40;4;1;2;2;00;;2;099.6825
4;03;001;079;03;04;1;40;21;003002;003001;00;4;1;1;2;00;;2;099.6825
4;03;001;079;03;05;1;00;21;003001;003021;00;4;1;3;2;00;;2;099.6825
4;03;001;079;03;06;1;00;21;003021;003001;00;4;1;1;2;00;;2;099.6825
4;03;001;079;04;01;1;00;22;003001;003002;00;;;;;;;;099.6825
4;03;001;079;04;02;1;00;22;003002;003001;00;;;;;;;;099.6825
4;03;001;079;05;01;1;01;72;003001;003004;00;;;;;;;;099.6825
4;03;001;079;05;02;1;00;72;003004;003001;01;;;;;;;;099.6825
4;03;001;079;05;03;1;01;72;003001;003004;00;;;;;;;;099.6825
4;03;001;079;05;04;1;00;72;003001;003004;01;;;;;;;;099.6825
4;03;001;079;05;05;1;00;22;003001;047013;00;;;;;;;;099.6825
4;03;001;079;05;06;1;00;22;047013;003001;00;;;;;;;;099.6825
4;03;001;079;06;01;1;01;72;003001;003004;00;;;;;;;;099.6825
4;03;001;079;06;02;1;00;72;003004;003001;01;;;;;;;;099.6825
4;03;001;079;06;03;1;01;72;003001;003004;00;;;;;;;;099.6825
4;03;001;079;06;04;1;00;72;003004;003001;01;;;;;;;;099.6825
4;03;001;079;07;01;1;01;72;003001;003004;00;;;;;;;;099.6825
4;03;001;079;07;02;1;00;72;003004;003001;01;;;;;;;;099.6825
4;03;001;079;07;03;1;01;72;003001;003004;00;;;;;;;;099.6825
4;03;001;079;07;04;1;00;72;003004;003001;01;;;;;;;;099.6825
4;03;013;081;01;03;1;00;21;003013;013011;00;1;1;0;;00;;2;076.9660
4;03;013;081;01;04;1;00;21;013011;003013;00;1;2;1;2;00;;2;076.9660
4;03;020;082;01;01;1;00;21;003020;018011;00;1;1;3;2;00;;2;099.6825
4;03;020;082;01;02;1;00;22;018011;017002;00;;;;;;;;099.6825
4;03;020;082;01;03;1;00;22;017002;018011;00;;;;;;;;099.6825
4;03;020;082;01;04;1;00;21;018011;003020;00;1;1;1;2;00;;2;099.6825
4;03;020;082;01;05;1;00;21;003020;003022;00;1;1;3;2;00;;2;099.6825
4;03;020;082;01;06;1;00;21;003022;003020;00;1;1;1;2;00;;2;099.6825
4;03;020;082;02;01;1;00;21;003020;003020;00;2;4;0;;00;;2;099.6825
4;03;020;082;02;02;1;00;21;003020;018011;00;2;1;3;2;00;;2;099.6825
4;03;020;082;02;03;1;00;21;018011;017002;00;2;2;3;2;00;;2;099.6825
4;03;020;082;02;04;1;00;21;017008;018011;00;2;2;3;2;00;;2;099.6825
4;03;020;082;02;05;1;00;21;018011;024014;00;2;1;1;2;00;;1;099.6825
4;03;020;082;02;06;1;00;21;024014;003020;00;2;1;1;2;00;;1;099.6825
4;03;020;082;03;01;1;00;22;003020;003020;00;;;;;;;;099.6825
4;03;020;082;04;01;1;00;22;003020;003020;00;;;;;;;;099.6825
4;03;002;083;01;01;1;00;21;003002;010013;00;1;1;1;2;00;;2;074.2553
4;03;002;083;01;02;1;00;21;010013;003002;00;5;1;1;2;00;;2;074.2553
4;03;002;083;01;03;1;00;21;003002;003022;00;5;1;3;2;00;;2;074.2553
4;03;002;083;01;04;1;00;21;003022;003002;00;5;1;1;2;00;;2;074.2553
4;03;011;085;01;01;1;00;21;003011;030008;01;1;1;1;2;00;;1;074.2553
4;03;011;085;01;02;1;01;21;030008;003011;00;1;1;1;2;00;;1;074.2553
4;03;011;085;02;01;1;00;21;003011;026007;00;2;1;1;2;00;;1;074.2553
4;03;011;085;02;02;1;00;21;026007;003011;00;2;1;1;2;00;;1;074.2553
4;03;002;089;01;01;1;00;21;003002;700999;00;1;1;1;2;00;;1;077.0890
4;03;002;089;01;02;1;00;21;700999;028009;00;5;1;2;2;00;;2;077.0890
4;03;002;089;01;03;1;00;21;028009;003002;00;5;1;1;2;00;;1;077.0890
4;03;002;089;01;04;1;00;21;003002;700999;00;5;1;1;2;00;;1;077.0890
4;03;002;089;01;05;1;00;21;700999;003002;00;1;1;1;2;00;;1;077.0890
4;03;002;089;02;01;1;00;21;003002;003019;00;2;2;2;2;00;;2;077.0890
4;03;002;089;02;02;1;00;21;003019;028009;00;2;1;3;2;03;;1;077.0890
4;03;002;089;02;03;1;00;22;028009;028009;01;;;;;;;;077.0890
4;03;002;089;02;04;1;00;22;028009;028009;00;;;;;;;;077.0890
4;03;002;089;02;05;1;00;21;028009;003019;00;2;1;2;2;00;;1;077.0890
4;03;002;089;02;06;1;00;21;003019;003002;00;2;2;1;2;00;;2;077.0890
