FICHE;SECT1;SECT2;ECH;NUMPERS;P2;P3;P4;P5;P6;P7;P8;P9;P10;Codif_PCS;P14;P15SECTEUR;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P1;P12A1;P12B1;P13A1;P12A2;P12B2;P13A2;P12A3;P12B3;P13A3;L10;L11;L12;P24A;P24B;Coef
2;08;034;056;02;2;2;30;1;1;1;3;2;2;22;2;030001;3;;1;5;5;1;2;5;1;1;1;1;2;1;;;;;;;41;05;6;5;5;066.3454
2;08;032;057;01;2;1;50;1;1;1;5;1;0;36;2;058025;1;3;;5;5;1;5;5;4;1;1;5;;;;;;;;;;83;6;5;5;078.2797
2;08;037;058;01;2;1;52;1;1;1;6;1;0;41;2;017007;1;2;;5;5;1;4;4;3;1;1;5;;;;;;;;;;80;2;5;5;078.2797
2;08;035;060;01;2;1;37;1;2;1;4;1;0;41;2;035011;1;4;;2;5;1;5;5;5;1;1;5;;;;;;;;;;04;2;5;5;078.2797
2;08;032;061;01;1;1;37;1;1;1;6;1;0;41;2;036011;1;2;;2;5;1;3;5;5;1;1;5;;;;;;;;;;97;4;5;5;066.3454
2;08;032;061;02;2;2;33;1;1;1;6;1;0;41;2;036009;1;1;;2;5;1;3;5;5;1;1;5;;;;;;;;;;99;4;5;5;066.3454
2;08;037;062;01;1;1;50;1;2;1;8;6;0;82;;;;;;3;5;2;3;4;4;2;1;5;;;;;;;;;;;;5;5;066.3454
2;08;037;062;02;2;2;45;1;2;1;3;1;0;61;2;012001;1;3;;4;5;1;3;4;4;1;1;5;;;;;;;;;;07;2;5;5;066.3454
2;08;034;063;01;2;1;69;2;2;1;4;7;0;41;;;;;;5;5;4;4;1;1;1;1;1;2;1;;;;;;;29;;;1;5;078.2797
2;08;006;064;01;1;1;32;1;1;1;4;1;0;61;2;014004;1;3;;1;5;1;4;5;4;1;1;5;;;;;;;;;;08;2;5;5;084.3448
2;08;006;064;02;2;2;31;1;1;1;4;1;0;54;2;036002;1;2;;5;5;1;4;5;5;1;1;5;;;;;;;;;;07;2;5;5;084.3448
2;08;006;064;03;2;3;08;2;2;2;0;5;0;83;2;008032;;;;5;5;5;5;5;5;1;1;5;;;;;;;;;;;;5;5;084.3448
2;08;032;065;01;2;4;72;2;2;2;2;7;0;51;;;;;;5;5;5;3;5;5;1;1;5;;;;;;;;;;;;5;5;066.4923
2;08;032;065;02;2;2;47;1;1;1;6;1;0;47;2;011013;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;88;6;5;5;066.4923
2;08;032;065;03;1;1;45;1;1;1;5;1;0;36;2;968185;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;91;6;5;5;066.4923
2;08;032;065;04;1;3;18;1;1;3;0;4;0;86;2;028002;3;;3;5;5;2;2;1;1;1;1;1;2;1;3;2;1;;;;35;;;1;5;066.4923
2;08;032;065;05;1;3;15;2;1;2;0;5;0;84;2;002004;;;;5;5;5;2;1;5;1;1;1;2;1;3;2;1;;;;24;;;1;5;066.4923
2;08;031;066;01;1;1;64;1;1;1;1;7;0;48;;;;;;4;5;1;5;3;4;1;1;5;;;;;;;;;;;;4;5;066.3454
2;08;031;066;02;2;2;61;1;1;2;1;7;0;61;;;;;;4;5;5;1;4;4;1;1;5;;;;;;;;;;;;4;5;066.3454
2;08;002;067;01;1;2;66;2;2;1;6;7;0;36;;;;;;4;5;2;4;5;3;1;1;5;;;;;;;;;;;;5;5;066.3454
2;08;002;067;02;2;1;62;1;1;1;5;7;0;41;;;;;;4;5;1;4;5;3;1;1;5;;;;;;;;;;;;5;5;066.3454
2;08;008;068;01;1;1;62;2;2;1;1;7;0;21;;;;;;4;5;1;5;4;4;1;1;5;;;;;;;;;;;;4;5;066.3454
2;08;008;068;02;2;2;60;1;2;2;1;7;0;32;;;;;;1;5;5;1;4;4;1;1;5;;;;;;;;;;;;4;5;066.3454
2;08;032;070;01;1;1;65;2;2;1;2;7;0;54;;;;;;2;5;2;4;5;5;1;1;5;;;;;;;;;;;;4;5;066.3454
2;08;032;070;02;2;2;59;1;2;1;2;2;0;51;2;008034;2;;2;1;5;2;4;4;4;1;1;5;;;;;;;;;;99;2;4;5;066.3454
2;08;004;071;01;2;1;34;1;1;1;6;1;0;46;2;036012;1;3;;3;5;1;5;4;4;1;1;5;;;;;;;;;;03;2;5;5;078.2797
2;08;003;072;01;2;4;86;2;2;2;1;8;0;82;;;;;;5;5;5;4;5;5;1;1;5;;;;;;;;;;;;5;5;066.3454
2;08;003;072;02;1;1;85;2;2;2;1;7;0;61;;;;;;5;5;5;4;3;4;1;1;1;1;1;;;;;;;00;;;5;5;066.3454
2;08;031;073;01;1;2;46;2;1;1;3;1;0;36;2;008031;2;;3;5;5;2;5;5;4;1;1;5;;;;;;;;;;80;3;5;5;070.2738
2;08;031;073;02;2;1;39;1;1;1;4;2;0;54;2;036007;1;2;;5;5;1;2;5;4;1;1;5;;;;;;;;;;90;1;5;5;070.2738
2;08;031;073;03;2;3;16;1;1;2;0;5;0;85;2;039014;;;;5;5;5;2;1;3;1;1;1;2;1;;;;;;;19;;;1;5;070.2738
2;08;031;073;04;2;3;14;1;1;2;0;5;0;84;2;002004;;;;5;5;5;2;5;5;1;1;1;2;1;;;;;;;19;;;1;5;070.2738
2;08;003;075;01;2;1;40;1;1;2;5;1;0;54;2;036004;3;;1;2;5;5;4;1;5;1;1;1;2;1;;;;;;;39;98;5;4;4;084.3448
2;08;003;075;02;2;3;20;1;1;2;3;6;0;51;;;;;;4;5;5;4;1;5;1;1;5;;;;;;;;;;;;5;4;084.3448
2;08;003;075;03;2;3;13;1;1;2;0;5;0;84;2;008002;;;;1;5;5;4;4;5;1;1;5;;;;;;;;;;;;5;4;084.3448
2;08;002;076;01;1;1;87;2;2;1;2;7;0;61;;;;;;5;5;2;5;4;4;2;1;1;1;1;;;;;;;00;;;5;5;066.3454
2;08;002;076;02;2;2;86;2;2;2;1;8;0;82;;;;;;5;5;5;4;5;5;2;1;5;;;;;;;;;;;;5;5;066.3454
2;08;004;077;01;2;2;51;1;1;1;2;2;1;54;2;019006;3;;3;1;5;4;5;4;5;1;1;5;;;;;;;;;;05;2;5;5;084.3448
2;08;004;077;02;1;1;48;2;2;1;3;1;0;61;2;028008;1;2;;5;5;1;5;5;5;1;1;5;;;;;;;;;;08;6;5;5;084.3448
2;08;004;077;03;1;3;21;1;2;3;2;1;0;61;2;008006;3;;3;5;5;5;5;3;3;1;1;5;;;;;;;;;;08;2;5;5;084.3448
2;08;032;080;01;1;1;68;2;1;1;2;7;0;36;;;;;;2;5;1;3;4;3;1;1;5;;;;;;;;;;;;5;5;066.3454
2;08;032;080;02;2;2;67;1;2;1;2;7;0;54;;;;;;2;5;5;2;2;4;2;1;5;;;;;;;;;;;;2;5;066.3454
2;08;032;082;01;1;1;54;1;1;1;3;1;0;36;2;041030;1;2;;5;5;1;4;4;4;1;1;5;;;;;;;;;;97;2;4;5;084.3448
2;08;032;082;02;2;2;52;1;1;1;3;1;1;46;1;;;;;2;5;1;3;4;4;1;1;5;;;;;;;;;;;;4;5;084.3448
2;08;032;082;03;1;3;26;1;1;1;4;1;0;61;2;057013;1;2;;5;5;1;5;5;5;1;1;5;;;;;;;;;;09;6;5;5;084.3448
2;08;037;083;01;2;1;87;2;2;2;1;7;0;66;;;;;;5;5;5;3;5;5;2;1;5;;;;;;;;;;;;5;5;078.2797
2;08;005;086;01;2;2;44;1;1;1;3;1;0;46;2;008008;1;2;;4;5;1;1;3;3;1;1;1;1;1;;;;;;;00;06;4;5;5;084.3448
2;08;005;086;02;1;1;44;1;1;1;6;1;0;36;2;018013;1;2;;2;5;1;5;1;1;1;1;1;1;1;;;;;;;00;94;3;5;5;084.3448
2;08;005;086;03;1;3;16;1;1;3;0;4;0;85;2;022005;;;;3;5;2;2;1;1;1;1;1;1;1;;;;;;;00;;;5;5;084.3448
2;08;037;088;01;1;2;61;2;1;1;5;1;0;41;2;029005;3;;3;1;5;4;4;5;5;1;1;5;;;;;;;;;;77;1;5;5;084.3448
2;08;037;088;02;2;1;56;1;1;1;2;2;0;55;2;037001;3;;3;1;5;2;5;4;4;1;1;5;;;;;;;;;;00;5;4;5;084.3448
2;08;037;088;03;2;3;19;1;1;2;0;4;0;86;2;031015;3;;3;5;5;5;2;1;4;1;2;1;2;1;;;;;;;22;;;1;5;084.3448
2;08;032;089;01;2;2;48;1;1;1;6;1;0;32;2;031014;1;2;;4;5;1;4;5;5;1;1;5;;;;;;;;;;92;2;5;5;084.3448
2;08;032;089;02;1;1;42;1;1;1;4;1;0;36;2;999999;1;3;;3;5;1;4;5;5;1;1;5;;;;;;;;;;;;5;5;084.3448
2;08;032;089;03;2;2;10;1;1;2;0;5;0;84;2;008002;;;;4;5;5;5;5;5;1;1;5;;;;;;;;;;;;5;5;084.3448
2;08;036;090;01;2;1;80;2;2;1;1;7;0;41;;;;;;5;5;5;3;4;5;1;1;5;;;;;;;;;;;;5;5;078.2797
2;08;002;091;01;1;1;44;1;1;1;4;1;0;47;2;007016;3;;2;5;5;1;5;5;5;1;1;5;;;;;;;;;;88;4;5;5;084.3448
2;08;002;091;02;2;2;43;1;2;1;2;1;0;56;2;014001;1;2;;1;5;4;4;4;4;1;1;5;;;;;;;;;;08;1;5;5;084.3448
2;08;002;091;03;1;3;14;2;1;2;0;5;0;84;2;009022;;;;2;5;5;4;4;4;1;1;1;2;1;;;;;;;40;;;5;5;084.3448
2;08;003;092;01;2;1;43;1;1;1;2;1;0;55;2;037011;2;;1;5;5;1;5;4;1;1;1;5;;;;;;;;;;09;6;5;5;084.3448
2;08;003;092;02;2;3;15;1;1;2;0;5;0;84;2;007011;;;;5;5;5;1;2;2;1;1;1;2;1;;;;;;;23;;;5;5;084.3448
2;08;003;092;03;2;3;12;1;1;2;0;5;0;83;2;007011;;;;5;5;5;1;3;3;1;1;5;;;;;;;;;;;;5;5;084.3448
2;08;032;093;01;1;1;59;1;1;1;6;1;0;36;1;;;;;3;5;1;3;4;4;1;1;4;2;1;;;;;;;60;;;4;4;078.2797
2;08;033;097;01;2;1;78;1;2;1;2;7;0;82;;;;;;5;5;2;1;4;4;1;1;5;;;;;;;;;;;;5;5;070.2738
2;08;033;097;02;1;4;27;1;1;1;5;2;0;46;2;004009;1;2;;5;5;1;4;4;4;1;1;5;;;;;;;;;;09;6;5;5;070.2738
2;08;033;097;03;2;4;25;1;1;1;5;6;0;46;;;;;;5;5;2;1;4;4;1;1;5;;;;;;;;;;;;4;5;070.2738
2;08;033;097;04;2;4;04;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;070.2738
2;08;037;098;01;1;1;38;1;2;1;3;1;0;61;2;019006;1;3;;3;5;1;5;5;4;1;1;5;;;;;;;;;;88;6;5;4;084.3448
2;08;037;098;02;2;2;37;1;1;1;5;2;0;46;1;;;;;3;5;1;2;5;4;1;1;5;;;;;;;;;;;;5;3;084.3448
2;08;037;098;03;1;3;09;2;2;2;0;5;0;83;2;008037;;;;3;5;5;2;5;4;1;1;5;;;;;;;;;;;;5;5;084.3448
2;08;001;101;01;1;1;31;1;1;1;6;6;0;46;;;;;;5;5;1;4;4;4;1;1;5;;;;;;;;;;;;5;5;078.2797
2;08;035;102;01;2;1;47;1;1;1;4;1;0;54;2;035001;3;;1;4;5;4;4;1;5;1;1;1;1;1;3;1;1;;;;00;02;2;1;5;066.3454
2;08;035;102;02;1;2;44;1;1;1;3;6;0;48;;;;;;4;5;1;4;2;5;1;1;1;1;1;3;1;1;;;;00;;;3;5;066.3454
2;08;002;103;01;1;1;65;1;1;1;6;7;0;32;;;;;;3;5;1;5;4;4;1;1;5;;;;;;;;;;;;5;5;070.2738
2;08;002;103;02;1;3;28;2;1;2;4;8;0;81;;;;;;5;5;5;4;1;1;1;1;1;1;1;;;;;;;;;;5;5;070.2738
2;08;002;103;03;1;3;16;1;1;2;0;4;0;85;2;039015;;;;1;5;5;4;4;5;1;1;5;;;;;;;;;;;;5;5;070.2738
2;08;002;103;04;2;3;14;1;1;2;0;5;0;84;2;008002;;;;5;5;5;4;4;4;1;1;5;;;;;;;;;;;;5;5;070.2738
2;08;036;106;01;1;1;51;1;2;1;5;1;0;61;2;002003;1;3;;5;5;1;5;5;4;1;1;5;;;;;;;;;;90;3;5;5;078.2797
2;08;037;107;01;2;4;77;2;2;1;8;7;0;61;;;;;;5;5;5;3;3;5;3;1;1;1;1;;;;;;;00;;;5;5;070.2738
2;08;037;107;02;1;1;46;1;1;1;2;1;0;41;2;019010;1;2;;5;5;2;2;4;4;1;1;5;;;;;;;;;;92;3;5;5;070.2738
2;08;037;107;03;2;2;34;1;1;1;2;1;2;61;2;019006;1;3;;5;5;2;3;4;4;1;1;5;;;;;;;;;;02;3;5;5;070.2738
2;08;037;107;04;2;3;13;1;1;2;0;5;0;84;2;008002;;;;4;5;5;3;1;4;1;1;1;2;1;;;;;;;24;;;5;5;070.2738
2;08;031;112;01;2;1;66;2;2;1;5;7;0;41;;;;;;4;5;2;2;3;3;1;1;5;;;;;;;;;;;;5;5;066.3454
2;08;031;112;02;1;2;64;1;2;1;5;7;0;48;;;;;;4;5;2;2;3;3;1;1;5;;;;;;;;;;;;5;5;066.3454
2;08;004;115;01;1;1;48;1;1;1;5;1;0;48;1;;;;;4;5;1;4;5;5;1;1;5;;;;;;;;;;;;5;5;070.2738
2;08;004;115;02;2;2;45;1;1;1;6;1;0;54;1;;;;;4;5;1;2;4;4;1;1;5;;;;;;;;;;;;5;5;070.2738
2;08;004;115;03;1;3;17;1;1;2;0;5;0;85;2;025010;;;;4;5;5;2;1;1;1;1;1;2;1;;;;;;;22;;;5;5;070.2738
2;08;004;115;04;2;3;13;1;1;2;0;5;0;84;2;008002;;;;1;5;5;2;2;2;2;1;5;;;;;;;;;;;;5;5;070.2738
2;09;017;001;01;1;2;57;1;1;1;7;9;0;46;;;;;;4;5;2;4;4;4;2;1;5;;;;;;;;;;;;5;5;077.0684
2;09;017;001;02;2;1;53;1;1;1;3;2;0;51;2;009013;2;;3;1;5;2;2;3;5;1;1;5;;;;;;;;;;02;6;5;5;077.0684
2;09;014;002;01;1;2;57;1;1;1;6;1;0;36;2;969259;1;2;;5;5;2;5;5;5;1;1;5;;;;;;;;;;05;2;5;5;077.0684
2;09;014;002;02;2;1;55;1;1;1;8;2;0;41;1;;;;;4;5;2;2;4;4;1;1;5;;;;;;;;;;;;5;5;077.0684
2;09;001;003;01;1;1;72;1;1;1;2;7;0;54;;;;;;2;2;2;5;4;4;1;1;5;;;;;;;;;;;;5;5;077.0684
2;09;001;003;02;2;2;69;2;2;2;2;7;0;51;;;;;;5;5;5;2;4;4;2;1;5;;;;;;;;;;;;5;5;077.0684
2;09;012;004;01;1;1;35;1;1;1;0;3;0;87;2;026003;1;3;;4;5;1;5;4;4;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;012;004;02;2;2;34;1;1;1;6;1;0;41;2;019010;1;3;;5;5;1;3;5;4;1;1;5;;;;;;;;;;06;4;5;5;081.6317
2;09;012;004;03;1;3;04;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;081.6317
2;09;012;004;04;2;3;02;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;081.6317
2;09;004;005;01;2;1;69;1;2;1;3;7;0;54;;;;;;5;5;2;4;5;5;1;1;5;;;;;;;;;;;;5;5;090.9315
2;09;013;006;01;1;1;36;1;1;1;2;9;0;21;;;;;;1;5;1;5;4;4;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;013;006;02;2;2;33;2;1;1;6;2;0;54;2;031012;1;1;;4;5;3;1;1;4;1;1;5;;;;;;;;;;03;5;5;5;081.6317
2;09;013;006;03;1;3;06;2;2;2;0;5;0;83;2;009013;;;;1;5;5;1;5;4;1;3;5;;;;;;;;;;;;5;5;081.6317
2;09;013;006;04;1;3;03;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;081.6317
2;09;004;007;01;2;1;84;2;2;1;4;7;0;82;;;;;;5;5;2;3;4;5;1;1;5;;;;;;;;;;;;5;5;090.9315
2;09;013;008;01;1;1;31;1;1;1;5;1;0;21;2;023011;1;3;;4;5;2;2;3;5;1;1;5;;;;;;;;;;06;6;5;5;077.0684
2;09;013;008;02;2;2;31;1;1;1;4;1;0;55;2;018014;1;3;;4;5;1;2;3;4;1;1;5;;;;;;;;;;00;2;5;5;077.0684
2;09;020;010;01;1;1;48;1;1;1;2;1;0;61;2;025005;1;3;;3;5;1;3;5;5;1;1;5;;;;;;;;;;77;2;5;5;097.9769
2;09;020;010;02;2;2;46;1;1;1;4;2;0;54;2;018013;1;2;;4;5;1;4;5;5;1;1;5;;;;;;;;;;81;6;5;5;097.9769
2;09;020;010;03;2;3;18;1;1;1;0;4;0;87;2;036009;2;;1;4;5;2;2;2;5;1;1;1;2;1;;;;;;;23;;;5;5;097.9769
2;09;014;011;01;1;1;53;1;1;1;5;1;0;36;2;037001;1;2;;5;5;1;5;5;5;1;1;5;;;;;;;;;;08;6;5;5;081.6317
2;09;014;011;02;2;2;51;1;1;1;3;1;0;54;2;032001;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;05;6;5;5;081.6317
2;09;014;011;03;2;3;20;1;1;2;4;1;0;54;2;036005;2;;1;5;5;5;1;4;4;1;1;5;;;;;;;;;;08;6;5;5;081.6317
2;09;014;011;04;1;3;20;1;1;1;0;4;0;87;2;033001;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;011;012;01;1;1;75;1;2;1;4;7;0;46;;;;;;3;5;1;5;5;3;1;1;5;;;;;;;;;;;;5;5;077.0684
2;09;011;012;02;2;2;67;1;2;1;2;7;0;82;;;;;;5;5;2;3;5;2;1;1;5;;;;;;;;;;;;5;5;077.0684
2;09;022;013;01;2;1;78;2;2;1;2;7;0;21;;;;;;5;5;2;3;2;4;1;1;5;;;;;;;;;;;;5;5;090.9315
2;09;020;017;01;1;1;55;1;1;1;5;1;0;36;2;009009;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;01;6;5;5;077.0684
2;09;020;017;02;2;2;53;1;1;1;5;1;0;41;2;036011;1;2;;5;5;2;5;1;1;1;1;1;2;1;1;2;1;1;2;1;41;81;4;5;5;077.0684
2;09;014;018;01;1;1;65;2;2;1;2;7;0;48;;;;;;4;5;1;2;3;3;1;1;5;;;;;;;;;;;;5;5;077.0684
2;09;014;018;02;2;2;61;1;2;1;2;7;0;54;;;;;;4;5;1;2;3;3;1;1;5;;;;;;;;;;;;5;5;077.0684
2;09;021;019;01;1;1;35;1;1;1;6;1;0;36;2;041028;1;3;;5;4;1;2;5;5;1;1;5;;;;;;;;;;99;3;5;4;081.6317
2;09;021;019;02;2;2;34;1;1;1;6;1;0;36;2;041028;1;3;;5;5;1;1;2;5;1;1;5;;;;;;;;;;04;3;5;4;081.6317
2;09;021;019;03;2;3;05;2;2;2;0;5;0;83;2;009022;;;;5;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;021;019;04;1;3;02;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;081.6317
2;09;014;020;01;2;2;41;1;1;1;6;1;0;36;2;036006;1;2;;5;5;1;2;5;5;1;1;5;;;;;;;;;;92;2;5;5;081.6317
2;09;014;020;02;1;1;40;1;1;1;4;1;0;46;2;036006;1;2;;5;5;1;2;5;5;1;1;5;;;;;;;;;;85;2;5;5;081.6317
2;09;014;020;03;2;3;08;2;2;2;0;5;0;83;2;009013;;;;5;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;014;020;04;1;3;05;2;2;2;0;5;0;83;2;009013;;;;5;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;024;022;01;1;1;77;2;1;1;2;7;0;48;;;;;;5;5;5;2;3;5;2;1;5;;;;;;;;;;;;5;5;077.0684
2;09;024;022;02;2;2;73;1;1;1;4;7;0;82;;;;;;5;5;1;5;3;5;1;1;5;;;;;;;;;;;;5;5;077.0684
2;09;011;023;01;2;1;63;2;2;1;3;7;0;55;;;;;;5;5;5;2;5;5;2;1;5;;;;;;;;;;;;5;5;090.9315
2;09;022;025;01;1;1;47;1;1;1;6;1;0;36;2;018003;1;3;;5;5;1;4;3;4;1;1;5;;;;;;;;;;01;6;5;5;090.9315
2;09;007;026;01;1;2;52;1;1;1;6;1;0;41;2;009011;1;2;;5;5;1;5;2;5;1;1;5;;;;;;;;;;84;2;5;5;081.6317
2;09;007;026;02;2;1;50;2;2;1;5;2;0;54;2;036006;2;;1;4;5;2;2;1;1;1;1;1;1;1;;;;;;;00;05;5;5;1;081.6317
2;09;007;026;03;1;3;19;1;1;1;0;4;0;85;2;025011;2;;1;4;5;2;2;1;1;1;1;1;2;1;;;;;;;18;;;5;3;081.6317
2;09;007;026;04;2;3;15;1;1;2;0;5;0;85;2;025011;;;;2;5;5;2;1;1;1;1;1;2;1;;;;;;;18;;;5;5;081.6317
2;09;005;029;01;1;1;53;1;1;1;6;1;0;36;2;006013;1;3;;3;5;1;3;3;3;1;1;5;;;;;;;;;;91;2;4;5;097.9769
2;09;005;029;02;2;2;50;1;1;1;6;2;0;41;2;050010;1;3;;2;5;1;2;4;3;1;1;5;;;;;;;;;;84;4;5;5;097.9769
2;09;005;029;03;1;3;16;1;1;3;0;5;0;85;2;031001;;;;2;5;5;2;1;1;1;1;1;2;1;;;;;;;25;;;5;5;097.9769
2;09;019;030;01;1;1;30;1;1;1;5;1;0;10;1;;;;;2;5;1;4;5;5;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;019;030;02;2;2;28;1;1;1;5;2;0;69;1;;;;;2;5;1;5;5;4;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;019;030;03;2;3;02;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;081.6317
2;09;019;030;04;2;3;01;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;081.6317
2;09;017;032;01;1;1;44;1;1;1;6;6;0;41;;;;;;4;5;1;4;4;5;1;1;5;;;;;;;;;;;;5;5;070.4659
2;09;017;032;02;2;2;41;1;1;2;5;6;0;56;;;;;;5;5;5;2;2;2;1;1;1;2;1;;;;;;;23;;;5;4;070.4659
2;09;017;032;03;2;3;19;1;2;2;0;5;0;85;2;036002;3;;1;5;5;5;3;1;1;1;1;1;2;1;;;;;;;17;;;5;5;070.4659
2;09;017;032;04;1;3;16;1;1;2;0;5;0;85;2;011005;;;;3;5;5;3;1;1;1;1;1;2;1;;;;;;;17;;;5;5;070.4659
2;09;017;032;05;1;3;09;2;2;2;0;5;0;83;2;009011;;;;2;5;5;1;4;4;1;1;1;2;1;;;;;;;17;;;5;5;070.4659
2;09;017;032;06;1;3;06;2;2;2;0;5;0;83;2;009011;;;;2;5;5;1;4;4;1;1;1;2;1;;;;;;;17;;;5;5;070.4659
2;09;022;035;01;1;1;50;1;1;1;2;1;0;61;2;009019;1;3;;4;5;1;5;5;5;1;1;5;;;;;;;;;;77;4;5;5;077.0684
2;09;022;035;02;1;3;21;1;1;1;2;1;0;61;2;023004;1;2;;5;5;1;5;5;5;1;1;5;;;;;;;;;;05;3;5;5;077.0684
2;09;005;037;01;2;1;76;2;2;2;2;7;0;56;;;;;;5;5;5;2;3;3;1;1;1;1;1;;;;;;;00;;;5;5;090.9315
2;09;001;039;01;1;1;48;1;1;1;6;1;2;32;2;022005;1;3;;5;5;1;5;3;3;1;1;5;;;;;;;;;;88;1;5;4;081.6317
2;09;001;039;02;2;2;38;1;1;1;6;1;0;31;2;010025;1;3;;4;5;1;5;5;5;1;1;5;;;;;;;;;;97;6;5;5;081.6317
2;09;001;039;03;1;3;12;2;2;2;0;5;0;84;2;009022;;;;4;5;5;1;4;5;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;001;039;04;1;3;07;2;2;2;0;5;0;84;2;009001;;;;4;5;5;1;4;5;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;014;044;01;1;1;50;2;1;1;6;1;0;32;2;024010;1;2;;2;5;1;4;4;4;1;1;5;;;;;;;;;;93;2;5;5;081.6317
2;09;014;044;02;2;2;49;1;1;1;6;2;1;41;2;037012;1;1;;3;5;1;4;5;5;1;1;5;;;;;;;;;;87;4;5;5;081.6317
2;09;014;044;03;2;3;18;1;1;2;0;4;0;85;2;031001;3;;3;3;5;5;1;1;1;1;1;1;2;1;;;;;;;20;;;5;4;081.6317
2;09;014;044;04;2;3;09;2;2;2;0;5;0;83;2;009013;;;;3;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;017;045;01;2;1;77;1;2;1;3;7;0;54;;;;;;4;5;2;4;2;4;1;1;5;;;;;;;;;;;;5;4;090.9315
2;09;006;047;01;1;1;38;1;1;1;6;1;0;32;2;031011;2;;1;4;5;3;4;1;2;1;1;1;2;1;;;;;;;40;00;6;5;5;097.9769
2;09;006;047;02;2;2;30;1;1;1;6;1;0;46;2;058025;1;3;;5;5;1;4;5;5;1;1;5;;;;;;;;;;08;6;5;5;097.9769
2;09;006;047;03;2;3;01;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;097.9769
2;09;013;049;01;2;1;36;1;1;1;6;1;0;36;2;038016;1;3;;4;5;1;5;4;4;1;1;5;;;;;;;;;;08;6;5;5;081.6317
2;09;013;049;02;1;2;34;1;1;1;6;1;0;46;2;019009;1;2;;5;5;1;2;4;4;1;1;5;;;;;;;;;;07;2;5;5;081.6317
2;09;013;049;03;1;3;07;2;1;2;0;5;0;83;2;009013;;;;5;5;5;1;4;4;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;013;049;04;1;3;04;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;081.6317
2;09;007;052;01;2;1;59;1;2;2;2;7;0;51;;;;;;5;5;5;3;3;5;2;1;5;;;;;;;;;;;;3;5;081.6317
2;09;007;052;02;2;3;27;1;2;2;3;2;0;55;2;023011;3;;3;2;1;5;2;4;5;1;1;5;;;;;;;;;;03;4;5;5;081.6317
2;09;007;052;03;1;3;26;1;2;2;3;6;0;66;;;;;;1;5;5;2;4;5;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;007;052;04;1;4;07;2;2;2;0;5;0;83;2;009013;;;;2;5;5;3;4;5;1;1;5;;;;;;;;;;;;5;5;081.6317
2;09;022;053;01;1;1;55;1;1;1;2;1;0;36;2;025005;2;;3;2;2;2;4;1;5;1;1;4;2;1;;;;;;;28;72;3;5;2;077.0684
2;09;022;053;02;2;2;53;1;1;1;2;1;0;54;2;031004;1;1;;5;5;1;2;4;4;1;1;5;;;;;;;;;;72;2;5;5;077.0684
2;09;001;056;01;2;1;48;1;1;1;3;1;0;66;2;037009;1;3;;4;5;1;4;4;4;1;1;4;1;1;;;;;;;00;91;4;5;4;097.9769
2;09;001;056;02;1;2;46;1;1;1;2;1;0;46;2;050040;2;;1;4;5;1;2;5;4;1;1;5;;;;;;;;;;84;3;5;1;097.9769
2;09;001;056;03;2;3;15;1;1;2;0;5;0;85;2;031007;;;;4;5;5;1;1;1;1;1;1;2;1;;;;;;;17;;;5;5;097.9769
2;09;020;057;01;1;1;74;2;2;1;2;7;0;21;;;;;;5;5;2;3;4;4;1;1;5;;;;;;;;;;;;5;5;090.9315
2;09;001;059;01;1;1;64;1;2;1;2;7;0;48;;;;;;1;5;2;2;4;4;1;1;5;;;;;;;;;;;;4;5;077.0684
2;09;001;059;02;2;2;61;2;2;1;2;7;0;56;;;;;;1;5;2;2;4;4;1;1;5;;;;;;;;;;;;4;5;077.0684
