FICHE;SECT1;SECT2;ECH;NUMPERS;P2;P3;P4;P5;P6;P7;P8;P9;P10;Codif_PCS;P14;P15SECTEUR;P16;P17;P18;P19;P20;P21;P22;P23;P24;P25;P1;P12A1;P12B1;P13A1;P12A2;P12B2;P13A2;P12A3;P12B3;P13A3;L10;L11;L12;P24A;P24B;Coef
2;60;037;004;03;1;3;06;2;1;2;0;5;0;83;2;060037;;;;1;5;5;5;5;5;1;1;5;;;;;;;;;;;;5;5;132.0350
2;60;037;004;04;1;3;03;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;132.0350
2;60;002;005;01;1;1;71;1;1;1;3;7;1;46;;;;;;5;5;2;4;4;4;1;1;5;;;;;;;;;;;;5;4;115.0472
2;60;002;005;02;2;2;71;2;1;1;4;7;0;41;;;;;;5;5;1;3;4;4;1;1;5;;;;;;;;;;;;5;4;115.0472
2;60;007;008;01;1;1;79;2;2;2;1;7;0;61;;;;;;1;5;5;5;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;007;008;02;2;2;79;2;2;2;8;7;0;66;;;;;;5;5;5;5;5;5;2;1;5;;;;;;;;;;;;5;5;115.0472
2;60;021;012;01;1;1;51;1;1;1;5;1;0;36;2;049010;1;2;;2;5;1;4;4;4;1;1;5;;;;;;;;;;82;6;5;5;132.0350
2;60;021;012;02;2;2;46;1;1;1;4;2;0;46;2;031004;1;1;;2;5;1;2;3;3;1;1;5;;;;;;;;;;82;2;5;4;132.0350
2;60;021;012;03;2;3;18;1;1;3;0;5;0;85;2;062009;3;;3;1;2;5;2;4;4;1;1;5;;;;;;;;;;;;5;4;132.0350
2;60;021;012;04;2;3;14;1;1;2;0;5;0;84;2;060002;;;;2;5;5;2;4;4;1;1;5;;;;;;;;;;;;5;4;132.0350
2;60;011;013;01;1;1;62;1;2;1;1;7;0;61;;;;;;4;5;1;4;5;4;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;011;013;02;2;2;59;1;2;1;1;2;0;56;2;060012;1;3;;4;5;2;3;5;4;1;1;5;;;;;;;;;;73;2;5;5;115.0472
2;60;024;014;01;1;1;75;1;1;1;2;7;0;54;;;;;;3;5;3;4;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;024;014;02;2;2;70;1;1;1;1;7;0;54;;;;;;3;5;3;4;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;040;015;01;2;1;40;1;1;1;3;1;0;51;2;010004;1;1;;3;5;1;4;5;5;1;1;5;;;;;;;;;;96;3;5;5;119.4376
2;60;040;015;02;1;3;09;2;2;2;0;5;0;83;2;060040;;;;3;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;040;015;03;1;3;06;2;2;2;0;5;0;83;2;060040;;;;3;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;024;017;01;2;2;39;1;1;1;5;1;0;36;2;006013;1;2;;3;5;1;3;4;4;1;1;5;;;;;;;;;;90;2;5;4;119.4376
2;60;024;017;02;1;1;36;1;1;1;4;1;0;36;2;006013;3;;2;1;5;2;3;4;4;1;1;1;2;1;;;;;;;30;95;2;5;1;119.4376
2;60;024;017;03;2;3;06;2;2;2;0;5;0;83;2;060024;;;;2;5;5;1;4;4;1;3;5;;;;;;;;;;;;5;4;119.4376
2;60;002;018;01;2;1;60;1;1;1;4;1;1;22;2;060002;1;2;;4;5;2;3;5;3;1;1;5;;;;;;;;;;80;4;5;4;119.2470
2;60;038;019;01;1;1;53;2;1;1;3;1;0;61;2;010013;1;3;;1;5;1;4;4;2;1;1;5;;;;;;;;;;91;3;4;5;115.0472
2;60;038;019;02;2;2;50;1;1;1;2;8;0;82;;;;;;5;5;1;4;4;2;1;1;5;;;;;;;;;;;;4;5;115.0472
2;60;004;020;01;1;1;55;1;1;1;8;1;0;61;2;001004;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;74;5;5;5;115.0472
2;60;004;020;02;2;2;53;2;2;1;3;2;0;54;2;060014;1;2;;5;5;1;5;5;5;1;1;5;;;;;;;;;;72;3;5;5;115.0472
2;60;044;021;01;2;1;82;2;2;2;2;7;0;10;;;;;;3;5;5;3;5;5;2;1;5;;;;;;;;;;;;5;5;119.2470
2;60;029;024;01;1;1;40;1;1;1;5;1;0;41;2;968066;1;2;;5;5;1;4;5;5;1;1;5;;;;;;;;;;06;6;5;5;132.0350
2;60;029;024;02;2;2;37;1;1;1;5;1;0;47;2;028005;1;3;;4;5;1;5;5;4;1;1;5;;;;;;;;;;99;3;5;5;132.0350
2;60;029;024;03;2;3;16;1;2;2;0;5;0;85;2;062009;;;;5;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;3;132.0350
2;60;029;024;04;1;3;12;1;2;2;0;5;0;84;2;062002;;;;1;5;5;3;5;5;1;1;2;1;1;;;;;;;;;;5;5;132.0350
2;60;050;025;01;2;1;48;1;2;1;5;1;0;32;2;031016;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;08;3;5;5;119.2470
2;60;052;028;01;1;1;34;2;1;1;4;1;0;47;2;062002;1;2;;3;5;1;2;5;5;1;1;5;;;;;;;;;;97;3;5;5;119.4376
2;60;052;028;02;2;2;31;2;1;1;5;2;0;46;2;062010;1;1;;3;5;1;2;5;5;2;1;5;;;;;;;;;;97;6;5;5;119.4376
2;60;052;028;03;1;3;06;2;2;2;0;5;0;83;2;060052;;;;3;5;5;1;5;5;2;1;5;;;;;;;;;;;;5;5;119.4376
2;60;021;030;01;1;1;47;1;1;1;2;9;0;55;;;;;;4;5;1;4;5;5;1;1;5;;;;;;;;;;;;5;5;154.4428
2;60;021;030;02;2;2;38;1;2;1;2;1;0;61;2;062040;1;3;;4;5;1;4;5;5;1;1;5;;;;;;;;;;90;3;5;5;154.4428
2;60;021;030;03;1;3;14;1;1;2;0;5;0;84;2;060004;;;;4;5;5;2;5;5;1;1;2;1;1;;;;;;;00;;;5;5;154.4428
2;60;021;030;04;1;3;10;2;2;2;0;5;0;83;2;060020;;;;1;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;154.4428
2;60;021;030;05;2;3;10;2;1;2;0;5;0;83;2;060020;;;;1;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;154.4428
2;60;047;033;01;1;1;74;2;1;1;2;7;0;36;;;;;;4;5;2;5;5;5;2;1;5;;;;;;;;;;;;5;5;115.0472
2;60;047;033;02;2;2;72;2;2;1;2;7;0;56;;;;;;5;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;014;036;01;1;1;62;1;2;1;2;7;0;51;;;;;;2;5;1;5;5;4;1;1;5;;;;;;;;;;;;5;5;119.2470
2;60;043;037;01;2;2;36;1;1;1;5;1;0;48;2;700999;1;3;;3;5;1;4;5;5;1;1;5;;;;;;;;;;97;3;5;5;115.0472
2;60;043;037;02;1;2;32;1;1;1;2;1;0;47;2;004020;1;3;;3;4;4;4;5;5;1;1;5;;;;;;;;;;03;6;5;5;115.0472
2;60;031;038;01;1;1;39;1;1;1;6;1;0;41;2;033001;3;;2;2;5;4;4;5;2;1;1;4;2;2;;;;;;;86;05;2;5;2;132.0350
2;60;031;038;02;2;2;37;1;1;1;6;9;0;41;;;;;;5;5;1;4;5;5;1;1;5;;;;;;;;;;;;5;5;132.0350
2;60;031;038;03;1;3;06;2;2;2;0;5;0;83;2;060031;;;;5;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;132.0350
2;60;031;038;04;2;3;03;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;132.0350
2;60;044;039;01;1;2;28;1;1;2;5;1;0;61;2;060046;3;;3;4;5;5;2;5;4;1;1;5;;;;;;;;;;03;3;5;5;115.0472
2;60;044;039;02;2;1;29;1;1;1;5;1;0;54;2;001015;1;3;;4;5;1;5;5;4;1;1;5;;;;;;;;;;07;3;5;5;115.0472
2;60;043;046;01;1;1;58;1;2;1;2;7;0;61;;;;;;1;5;1;5;5;5;2;1;5;;;;;;;;;;;;5;5;115.0472
2;60;043;046;02;2;2;57;2;2;1;1;6;0;55;;;;;;1;5;3;5;5;5;2;1;5;;;;;;;;;;;;5;5;115.0472
2;60;003;048;01;2;1;71;2;2;2;8;7;0;56;;;;;;4;5;5;3;5;5;1;1;5;;;;;;;;;;;;5;4;119.2470
2;60;024;049;01;1;1;62;1;2;1;7;7;0;61;;;;;;4;4;1;4;5;5;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;024;049;02;2;2;59;2;2;2;1;8;0;61;;;;;;5;5;5;1;5;5;2;1;5;;;;;;;;;;;;5;5;119.4376
2;60;024;049;03;1;3;33;1;1;1;3;2;0;61;2;999999;1;3;;4;4;1;4;5;5;1;1;5;;;;;;;;;;99;2;5;5;119.4376
2;60;004;050;01;1;1;57;1;1;1;6;1;0;36;2;036002;1;2;;2;5;5;5;5;3;3;1;5;;;;;;;;;;06;2;5;4;119.2470
2;60;025;053;01;1;1;63;1;1;1;1;7;0;51;;;;;;4;5;1;4;5;5;2;1;5;;;;;;;;;;;;5;5;115.0472
2;60;025;053;02;2;2;60;2;1;1;2;7;0;46;;;;;;4;5;2;4;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;029;054;01;2;1;77;2;2;2;3;7;0;10;;;;;;1;5;5;5;5;5;2;1;5;;;;;;;;;;;;5;5;119.2470
2;60;013;056;01;2;1;62;2;2;2;1;7;0;56;;;;;;4;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;013;056;02;1;4;61;1;2;1;2;7;0;61;;;;;;4;5;1;4;4;4;1;1;5;;;;;;;;;;;;4;4;115.0472
2;60;044;058;01;2;1;63;2;2;1;2;7;0;61;;;;;;1;5;2;4;5;5;1;1;5;;;;;;;;;;;;5;5;119.2470
2;60;011;061;01;1;1;46;1;1;1;2;1;0;61;2;060039;1;3;;3;5;1;2;5;5;1;1;5;;;;;;;;;;03;6;5;5;154.4428
2;60;011;061;02;2;2;39;1;2;1;2;2;0;55;2;060012;1;3;;3;5;1;2;5;5;1;2;5;;;;;;;;;;07;2;5;5;154.4428
2;60;011;061;03;2;3;18;1;1;3;0;3;0;89;2;060044;3;;3;3;5;4;3;5;5;1;1;5;;;;;;;;;;;;3;5;154.4428
2;60;011;061;04;1;3;16;1;1;3;0;3;2;89;2;060011;;;;1;5;4;3;5;5;1;1;3;2;1;;;;;;;06;;;3;5;154.4428
2;60;011;061;05;2;3;12;1;1;2;0;5;0;84;2;060034;;;;2;5;5;3;5;5;1;1;5;;;;;;;;;;;;5;5;154.4428
2;60;004;062;01;1;1;67;1;1;1;3;7;0;46;;;;;;1;5;2;4;5;4;1;1;5;;;;;;;;;;;;5;4;115.0472
2;60;004;062;02;2;2;61;2;2;1;2;7;0;55;;;;;;4;5;1;4;5;4;1;1;5;;;;;;;;;;;;5;4;115.0472
2;60;002;063;01;2;1;29;1;1;1;5;1;0;41;2;068018;1;3;;5;5;1;3;5;4;1;1;5;;;;;;;;;;07;3;5;5;119.2470
2;60;002;065;01;2;2;28;1;1;1;4;1;0;47;2;006013;1;2;;4;5;1;2;5;5;1;1;5;;;;;;;;;;00;2;5;5;119.4376
2;60;002;065;02;1;1;27;1;1;1;4;1;0;47;2;006013;1;2;;4;5;1;2;5;5;1;1;5;;;;;;;;;;00;2;5;5;119.4376
2;60;002;065;03;2;3;06;2;2;2;0;5;0;83;2;006002;;;;4;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;031;068;01;1;1;48;1;1;1;5;1;0;36;2;995901;1;2;;4;5;1;2;5;5;1;1;2;2;1;;;;;;;15;99;6;5;5;119.4376
2;60;031;068;02;2;2;41;1;1;1;6;6;2;36;;;;;;4;5;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;031;068;03;1;3;06;2;2;2;0;5;0;83;2;060031;;;;4;5;5;5;5;5;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;004;069;01;2;1;76;1;2;1;7;7;0;82;;;;;;4;5;5;2;5;5;2;1;5;;;;;;;;;;;;5;5;119.2470
2;60;031;070;01;2;4;84;2;2;2;2;7;0;82;;;;;;5;5;5;4;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;031;070;02;1;1;52;1;2;1;4;1;0;51;2;031013;1;2;;1;5;1;2;5;5;1;1;5;;;;;;;;;;80;6;5;5;115.0472
2;60;020;073;01;2;2;75;2;2;1;8;7;0;56;;;;;;4;5;1;4;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;020;073;02;1;1;72;1;1;1;7;7;0;61;;;;;;2;5;2;4;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;043;075;01;1;1;51;2;1;1;4;1;0;47;2;025005;2;;3;2;5;2;5;5;5;1;1;5;;;;;;;;;;78;2;5;5;154.4428
2;60;043;075;02;2;2;48;1;1;1;4;2;0;51;2;062006;1;3;;2;5;1;2;5;5;1;1;5;;;;;;;;;;80;2;5;5;154.4428
2;60;043;075;03;1;3;24;1;1;1;4;1;0;61;2;030009;2;;1;2;5;5;2;5;5;1;1;4;2;1;;;;;;;25;07;2;1;5;154.4428
2;60;043;075;04;1;3;18;1;1;3;0;5;0;85;2;062026;3;;3;2;5;5;2;5;5;1;1;3;2;1;;;;;;;18;;;1;5;154.4428
2;60;043;075;05;2;3;12;2;1;2;0;5;0;84;2;060043;;;;2;5;5;2;5;5;2;1;5;;;;;;;;;;;;5;5;154.4428
2;60;018;076;01;1;1;46;1;1;1;3;1;0;61;2;001019;1;3;;5;5;1;3;5;5;1;1;5;;;;;;;;;;08;4;5;4;119.4376
2;60;018;076;02;2;2;40;1;1;1;3;1;0;36;2;001004;1;3;;5;5;1;3;5;4;1;1;5;;;;;;;;;;04;3;5;4;119.4376
2;60;018;076;03;2;3;10;2;1;2;0;5;0;83;2;060052;;;;1;5;5;2;1;4;1;1;3;1;1;;;;;;;00;;;5;4;119.4376
2;60;041;078;01;2;1;60;1;1;1;2;1;0;41;2;031010;1;3;;5;5;1;5;4;4;1;1;5;;;;;;;;;;97;3;5;5;115.0472
2;60;041;078;02;2;4;81;2;2;2;1;7;0;82;;;;;;5;5;5;3;5;5;2;1;5;;;;;;;;;;;;5;5;115.0472
2;60;021;080;01;2;2;56;1;1;1;7;7;0;61;;;;;;4;5;4;4;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;021;080;02;1;1;54;1;2;1;2;1;0;51;2;027004;1;3;;4;1;1;5;5;5;1;1;5;;;;;;;;;;05;3;5;5;115.0472
2;60;042;081;01;1;1;64;1;1;1;2;7;0;21;;;;;;4;5;1;4;5;4;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;042;081;02;2;2;61;1;1;1;2;7;0;82;;;;;;3;5;2;3;5;4;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;042;081;03;1;3;33;1;1;1;6;1;0;21;2;060042;2;;2;4;5;1;4;5;4;1;1;5;;;;;;;;;;95;1;5;5;119.4376
2;60;031;085;01;2;1;61;1;2;1;2;7;0;66;;;;;;1;5;1;4;4;3;1;1;5;;;;;;;;;;;;4;4;119.2470
2;60;043;088;01;1;1;48;1;1;1;2;1;0;31;2;060042;1;2;;4;5;1;5;5;4;1;1;5;;;;;;;;;;79;6;5;5;119.4376
2;60;043;088;02;2;2;43;1;1;1;3;2;0;55;2;017002;1;3;;1;5;1;5;5;4;1;1;5;;;;;;;;;;84;2;5;5;119.4376
2;60;043;088;03;2;3;12;1;2;2;0;5;0;84;2;060034;;;;2;5;5;1;5;4;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;029;089;01;1;1;84;2;2;1;2;7;0;10;;;;;;1;5;2;4;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;029;089;02;2;2;82;2;2;2;2;7;0;10;;;;;;5;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;013;090;01;1;1;27;1;1;1;5;1;0;36;2;060039;2;;3;1;5;1;2;5;5;1;1;5;;;;;;;;;;05;2;5;5;115.0472
2;60;013;090;02;2;2;23;1;1;1;0;4;0;87;2;062022;1;1;;4;5;1;2;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;029;091;01;2;2;49;2;1;1;2;1;0;56;1;;;;;5;5;5;5;5;5;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;029;091;02;1;1;48;1;1;1;7;1;0;47;2;028002;1;2;;5;5;1;5;5;5;1;1;5;;;;;;;;;;79;3;5;5;119.4376
2;60;029;091;03;1;3;22;1;1;1;2;6;0;21;;;;;;5;5;1;5;5;5;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;038;092;01;1;1;31;1;1;1;4;1;0;61;2;068024;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;06;3;5;5;132.0350
2;60;038;092;02;2;2;27;1;1;2;5;9;0;55;;;;;;3;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;132.0350
2;60;038;092;03;2;3;02;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;132.0350
2;60;038;092;04;2;3;01;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;132.0350
2;60;024;095;01;1;1;75;2;2;1;1;7;0;61;;;;;;5;5;2;5;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;024;095;02;2;2;70;2;2;2;1;7;0;82;;;;;;5;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;011;099;01;1;1;54;1;1;1;2;1;0;51;2;060040;1;3;;4;5;1;4;4;4;1;1;5;;;;;;;;;;08;1;5;5;119.4376
2;60;011;099;02;2;2;52;1;1;1;5;1;0;41;2;028005;1;3;;5;5;1;4;4;4;1;1;5;;;;;;;;;;98;2;4;5;119.4376
2;60;011;099;03;2;3;17;1;1;2;0;5;0;85;2;001009;;;;5;5;5;1;5;5;1;1;3;2;1;;;;;;;05;;;1;5;119.4376
2;60;004;100;01;1;1;54;1;1;1;6;1;0;61;2;051014;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;93;3;5;5;115.0472
2;60;004;100;02;2;2;53;1;1;1;5;1;0;32;2;048003;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;04;3;5;5;115.0472
2;60;032;102;01;2;1;78;2;2;2;2;7;0;54;;;;;;1;5;5;2;4;5;1;1;5;;;;;;;;;;;;4;5;119.2470
2;60;004;105;01;2;1;60;1;1;2;2;7;0;54;;;;;;5;5;5;3;5;4;2;1;5;;;;;;;;;;;;5;4;018.1648
2;60;011;107;01;1;1;35;2;2;1;4;8;0;51;;;;;;5;5;4;5;5;5;1;1;5;;;;;;;;;;;;5;5;132.0350
2;60;011;107;02;2;2;34;1;1;1;5;1;0;54;2;062003;1;1;;5;5;1;5;5;5;1;1;4;2;1;;;;;;;35;99;2;5;1;132.0350
2;60;011;107;03;2;3;06;2;2;2;0;5;0;83;2;060011;;;;5;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;132.0350
2;60;011;107;04;2;3;02;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;132.0350
2;60;043;116;01;1;1;63;1;1;1;1;7;0;61;;;;;;4;5;1;4;4;4;1;1;5;;;;;;;;;;;;4;5;115.0472
2;60;043;116;02;2;2;61;1;1;1;4;7;0;46;;;;;;1;5;1;4;4;4;1;1;5;;;;;;;;;;;;4;5;115.0472
2;60;043;117;01;1;1;28;1;1;1;3;1;0;51;2;025005;2;;3;4;5;2;2;5;5;1;1;5;;;;;;;;;;98;3;5;5;115.0472
2;60;043;117;02;2;2;27;2;1;1;4;1;0;51;1;;;;;4;5;2;2;5;5;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;036;119;01;1;1;43;1;1;1;4;1;0;41;2;010015;1;3;;3;5;1;5;5;5;1;1;5;;;;;;;;;;07;4;5;5;119.4376
2;60;036;119;02;2;2;40;2;1;1;4;1;0;41;2;060034;3;;3;1;5;2;2;5;5;1;1;5;;;;;;;;;;01;4;5;5;119.4376
2;60;036;119;03;2;3;13;1;1;2;0;5;0;84;2;060034;;;;3;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;047;120;01;1;1;88;2;2;1;7;7;0;21;;;;;;4;5;5;3;5;5;2;1;5;;;;;;;;;;;;5;5;115.0472
2;60;047;120;02;2;2;86;2;2;1;8;7;0;55;;;;;;5;5;5;5;5;5;2;1;5;;;;;;;;;;;;5;5;115.0472
2;60;002;122;01;1;1;39;1;1;1;3;1;0;36;2;001015;1;3;;4;5;1;4;5;5;1;1;5;;;;;;;;;;93;2;5;5;115.0472
2;60;002;122;02;2;2;32;1;1;1;5;2;0;41;2;017007;1;1;;2;5;1;4;5;5;1;1;5;;;;;;;;;;01;2;5;5;115.0472
2;60;024;124;01;1;1;31;1;1;1;2;6;0;66;;;;;;4;5;2;4;5;4;1;1;5;;;;;;;;;;;;5;4;018.1939
2;60;024;124;02;2;2;28;2;1;1;3;8;0;82;;;;;;2;5;5;2;5;4;1;1;5;;;;;;;;;;;;5;4;018.1939
2;60;024;124;03;1;3;08;2;2;2;0;5;0;83;2;060024;;;;2;4;5;2;5;4;1;1;5;;;;;;;;;;;;5;4;018.1939
2;60;021;125;01;2;1;78;2;2;2;8;7;0;56;;;;;;5;5;5;4;5;5;2;1;5;;;;;;;;;;;;5;5;119.2470
2;60;004;126;01;2;2;51;1;1;1;5;1;0;51;2;060034;1;2;;5;5;1;4;5;5;1;1;5;;;;;;;;;;04;3;5;5;119.4376
2;60;004;126;02;1;1;48;1;1;1;5;1;0;36;2;999999;1;2;;5;5;1;4;5;5;1;1;5;;;;;;;;;;06;6;5;5;119.4376
2;60;004;126;03;2;3;12;2;1;2;0;5;0;84;2;060034;;;;4;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;119.4376
2;60;004;127;01;2;1;58;1;2;1;2;1;0;54;2;004013;1;3;;5;5;1;4;5;5;1;1;5;;;;;;;;;;88;6;5;5;119.2470
2;60;003;136;01;1;1;59;1;1;1;5;1;0;36;2;030001;2;;3;5;5;1;5;5;5;1;1;4;2;1;;;;;;;52;75;2;5;1;115.0472
2;60;003;136;02;2;2;55;1;1;1;5;2;0;46;2;060005;1;2;;5;5;1;5;5;5;1;1;5;;;;;;;;;;74;5;5;5;115.0472
2;60;031;139;01;2;1;55;2;2;1;2;1;0;66;2;041017;1;3;;4;5;1;5;4;5;1;1;5;;;;;;;;;;78;3;4;5;115.0472
2;60;031;139;02;1;2;51;1;1;1;2;1;0;48;2;060031;2;;1;4;5;2;5;4;5;1;1;5;;;;;;;;;;85;6;4;5;115.0472
2;60;047;140;01;1;1;41;1;1;1;2;1;0;46;2;011003;1;3;;4;4;1;4;5;5;1;1;5;;;;;;;;;;08;3;5;5;154.4428
2;60;047;140;02;2;2;34;1;1;1;3;6;0;82;;;;;;2;5;1;4;5;5;1;1;5;;;;;;;;;;;;5;5;154.4428
2;60;047;140;03;1;3;13;1;1;2;0;5;0;84;2;060004;;;;1;5;5;1;5;5;1;1;3;1;1;;;;;;;00;;;5;5;154.4428
2;60;047;140;04;2;3;11;2;1;2;0;5;0;83;2;060047;;;;1;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;154.4428
2;60;047;140;05;2;3;08;2;1;2;0;5;0;83;2;060047;;;;1;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;154.4428
2;60;011;141;01;1;1;66;1;1;1;2;7;0;47;;;;;;4;5;2;4;5;4;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;011;141;02;2;2;65;2;1;1;3;7;0;54;;;;;;1;5;2;4;5;4;1;1;5;;;;;;;;;;;;5;5;115.0472
2;60;024;142;01;1;1;30;1;1;1;3;1;0;47;2;001014;2;;3;4;5;1;4;5;4;1;1;5;;;;;;;;;;06;2;5;5;119.4376
2;60;024;142;02;2;2;24;1;1;1;6;1;0;36;2;060009;1;2;;4;5;1;4;5;4;1;1;5;;;;;;;;;;05;5;5;5;119.4376
2;60;024;142;03;1;3;03;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;119.4376
2;60;007;144;01;2;1;75;1;2;2;8;7;0;66;;;;;;5;5;5;2;5;5;1;1;5;;;;;;;;;;;;5;5;119.2470
2;61;023;002;01;2;1;45;1;1;1;3;1;0;54;2;061002;1;3;;5;5;1;5;3;3;1;1;5;;;;;;;;;;;;5;5;170.4664
2;61;023;002;02;1;2;45;2;1;1;2;1;0;54;2;061094;1;3;;5;5;1;5;3;3;1;1;5;;;;;;;;;;82;3;5;5;170.4664
2;61;023;002;03;1;3;16;1;1;2;0;5;0;85;2;044038;;;;3;5;5;2;3;3;1;1;3;2;1;;;;;;;20;;;2;3;170.4664
2;61;031;004;01;1;1;32;1;1;1;4;1;0;36;2;044048;1;3;;4;5;1;2;5;5;1;1;5;;;;;;;;;;97;3;5;5;128.1002
2;61;031;004;02;2;2;33;1;1;1;4;1;0;36;2;044048;1;3;;4;5;1;2;5;5;1;1;5;;;;;;;;;;97;3;5;5;128.1002
2;61;031;004;03;2;3;07;2;2;2;0;5;0;83;2;061031;;;;3;5;5;1;5;5;1;1;5;;;;;;;;;;;;4;5;128.1002
2;61;031;004;04;1;3;04;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;128.1002
2;61;055;005;01;2;1;40;1;1;1;4;1;0;51;2;061072;1;3;;5;5;1;4;5;5;3;1;5;;;;;;;;;;02;6;5;5;128.1002
2;61;055;005;02;1;2;36;1;1;1;4;1;0;48;2;044056;1;3;;5;5;1;5;5;5;1;1;5;;;;;;;;;;94;4;5;4;128.1002
2;61;055;005;03;1;3;15;1;1;2;0;5;0;86;2;972154;;;;;;5;;;;3;2;5;;;;;;;;;;;;;;128.1002
2;61;055;005;04;1;3;10;2;1;2;0;5;0;83;2;061008;;;;5;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;128.1002
2;61;087;006;01;2;4;83;2;2;2;1;7;0;56;;;;;;5;5;5;5;5;5;2;1;5;;;;;;;;;;;;5;5;170.4664
2;61;087;006;02;2;1;56;1;2;1;3;1;0;61;2;061075;1;2;;5;5;1;4;5;5;1;1;5;;;;;;;;;;77;3;5;5;170.4664
2;61;087;006;03;1;2;52;1;1;1;3;1;0;48;2;061094;3;;3;3;5;3;3;5;4;1;1;5;;;;;;;;;;82;6;5;4;170.4664
2;61;035;007;01;1;1;36;1;1;1;4;1;0;55;2;044036;1;4;;5;2;1;4;5;4;1;1;5;;;;;;;;;;08;2;5;5;156.4993
2;61;035;007;02;2;2;35;1;2;1;3;1;0;55;2;061061;1;3;;5;5;1;2;5;4;1;1;5;;;;;;;;;;02;4;5;5;156.4993
2;61;002;008;01;1;1;48;1;1;1;2;1;0;46;2;036005;1;1;;5;5;1;2;1;1;1;1;5;;;;;;;;;;09;6;5;4;128.1002
2;61;002;008;02;2;2;45;1;1;1;3;1;0;51;2;061071;1;3;;5;5;1;2;5;5;1;1;5;;;;;;;;;;02;3;5;5;128.1002
2;61;002;008;03;2;3;25;1;1;1;4;1;0;54;2;028002;1;1;;5;5;1;3;5;5;1;1;5;;;;;;;;;;02;6;5;5;128.1002
2;61;002;008;04;1;3;13;1;1;2;0;5;0;84;2;061073;;;;2;5;5;1;5;5;1;1;5;;;;;;;;;;;;5;5;128.1002
2;61;004;009;01;1;1;58;1;1;1;3;1;0;48;2;061004;1;3;;5;4;1;5;5;5;1;1;5;;;;;;;;;;07;5;5;5;170.4664
2;61;004;009;02;2;2;48;2;2;1;2;6;0;66;;;;;;5;5;1;1;5;5;1;1;5;;;;;;;;;;;;5;5;170.4664
