FICHE;DATEJJ;DATEMM;DATEAA;SECT1;SECT2;ECH;JOURSEM_DEP;M1;M2;M3;M4;M5;M6;M7A1 ;M8A1;M9A1;M10A1;M11A1 ;M12A1 ;M13A1 ;M7A2 ;M8A2;M9A2;M10A2;M11A2 ;M12A2 ;M13A2 ;M7A3 ;M8A3;M9A3;M10A3;M11A3 ;M12A3 ;M13A3 ;M7A4 ;M8A4;M9A4;M10A4;M11A4 ;M12A4 ;M13A4 ;Coef;L1 ;L2 ;L3 ;L4 ;L5A1 ;L32A1 ;L5A2;L32A2 ;L5A3 ;L32A3 ;L5A4 ;L32A4 ;L6 ;L7 ;L8 ;L9 ;L31 ;R1 ;R2 ;R3 ;R4 
1;07;02;09;01;028;003;5;1;2;1;1;1;1;1;3;2005;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;1;;3;1996;2006;2;;;;;;;2;4;;;11;;;;
1;17;02;09;01;031;005;1;1;2;1;1;1;3;1;3;1997;07;1;1;2;1;1;1999;07;1;1;2;1;1;1989;05;1;1;2;;;;;;;;115.9820;1;20;3;1991;2008;2;2001;2;2005;2;;;2;3;;;06;000560;;;
1;11;02;09;01;030;009;2;1;2;1;1;1;2;1;1;1999;05;1;1;2;1;3;2007;06;2;1;2;;;;;;;;;;;;;;;111.7186;1;25;3;2007;2003;2;2007;2;;;;;3;4;;;08;001200;;;
1;11;02;09;01;006;015;2;1;1;1;1;1;3;1;3;1999;05;1;2;1;1;3;2003;05;1;1;2;1;3;2008;05;1;2;1;;;;;;;;115.9820;1;;3;1999;2008;2;2003;2;2008;2;;;2;2;1;4;07;;;;
1;07;02;09;01;007;016;5;3;2;1;1;1;1;1;1;2003;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;115.7969;1;25;1;2001;2003;2;;;;;;;1;1;1;2;04;;;;
1;12;03;09;01;019;017;3;5;4;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115.9820;4;;1;2008;;;;;;;;;2;1;1;4;04;;000503;000080;
1;13;03;09;01;004;018;4;2;4;1;2;1;4;1;1;1999;04;1;2;2;1;3;2007;06;1;2;2;1;3;2006;06;1;2;2;3;3;1996;05;3;2;2;128.2149;1;;1;1999;1999;2;2007;2;2009;2;2006;2;4;3;;;07;;000610;000100;000380
1;12;05;09;01;007;019;1;5;3;1;1;1;3;1;3;2002;06;1;1;2;1;3;2000;04;1;1;2;1;1;1985;03;1;3;2;;;;;;;;022.8455;1;;2;1995;2007;2;2009;2;2002;2;;;4;2;1;3;04;;000400;000143;
1;11;03;09;01;029;021;2;2;2;1;1;2;1;1;1;2000;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;2;;3;1980;2001;2;;;;;;;2;4;;;02;000362;;000110;
1;21;03;09;01;011;026;5;1;2;1;2;1;2;1;3;2003;07;1;1;2;1;3;2006;05;1;1;2;;;;;;;;;;;;;;;128.2149;2;16;4;2005;2004;2;2007;2;;;;;6;3;;;08;001050;;000220;
1;11;02;09;01;030;028;2;1;3;1;1;1;3;1;3;2006;06;1;1;2;1;1;1993;07;1;1;2;1;1;1996;08;1;1;2;;;;;;;;017.6675;1;;1;2000;2006;2;1998;2;2003;2;;;3;4;;;07;;000275;000034;
1;10;02;09;01;042;029;1;1;1;1;1;1;1;1;3;2000;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;1;;3;1973;2000;2;;;;;;;3;4;;;04;;;000036;
1;21;03;09;01;012;030;5;5;4;2;;1;1;1;3;1992;05;1;3;2;;;;;;;;;;;;;;;;;;;;;;115.7969;4;;0;2009;2005;2;;;;;;;0;4;;;03;;000480;000020;
1;11;03;09;01;041;031;2;1;1;1;1;2;1;1;3;2000;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;1;;1;1981;2002;2;;;;;;;3;4;;;05;;;000210;
1;12;03;09;01;028;033;3;1;1;1;2;1;2;1;1;;;1;1;2;1;3;2008;06;1;1;2;;;;;;;;;;;;;;;111.7186;1;;2;1986;;2;2008;2;;;;;0;4;;;11;;;000400;
1;21;03;09;01;012;034;5;5;4;1;2;1;1;1;3;2002;06;1;3;2;;;;;;;;;;;;;;;;;;;;;;115.7969;4;;;2005;2004;2;;;;;;;;4;;;03;;000330;000100;
1;10;03;09;01;034;036;1;3;4;1;1;1;2;1;3;2007;06;1;1;2;1;3;2006;08;1;1;2;;;;;;;;;;;;;;;115.9820;1;;2;2000;2007;2;2008;2;;;;;4;3;;;08;;000457;000100;000750
1;09;04;09;01;019;037;3;3;4;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111.7186;3;;1;2006;;;;;;;;;2;2;1;4;02;;000430;000060;
1;13;05;09;01;012;038;2;4;1;1;1;1;1;1;1;2005;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;3;;3;1982;2006;2;;;;;;;3;1;2;;02;;;;000110
1;21;02;09;01;030;040;5;1;2;1;1;1;2;1;3;2000;05;1;2;1;1;3;2000;06;1;2;1;;;;;;;;;;;;;;;111.7186;1;15;2;2007;2003;2;2002;2;;;;;2;4;;;06;000800;;;
1;25;03;09;01;037;042;2;2;1;2;;2;1;1;3;2008;06;2;1;2;;;;;;;;;;;;;;;;;;;;;;115.7969;1;;3;1992;2008;2;;;;;;;2;4;;;04;;;000200;
1;13;02;09;01;040;043;4;1;1;1;1;2;2;1;3;2004;05;1;1;2;1;3;2000;05;1;1;2;;;;;;;;;;;;;;;111.7186;1;;2;1972;2004;2;2006;2;;;;;2;4;;;11;;;;
1;06;05;09;01;022;044;2;1;1;1;1;2;1;1;1;1999;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;1;;4;2004;2000;2;;;;;;;0;3;;;05;;;000250;
1;04;06;09;01;037;046;3;1;1;1;1;1;2;1;3;2005;06;1;1;2;1;1;2001;06;1;1;2;;;;;;;;;;;;;;;115.7969;1;;2;1931;2008;2;2002;2;;;;;1;3;;;02;;;000150;
1;19;02;09;01;034;047;3;1;1;1;1;1;1;1;1;1997;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;1;;1;1990;2004;2;;;;;;;4;3;;;11;;;;
1;10;03;09;01;005;048;1;1;1;1;1;2;2;1;1;1990;06;1;3;2;1;1;2008;06;1;3;2;;;;;;;;;;;;;;;111.7186;2;;0;1984;1990;2;2008;2;;;;;2;3;;;04;;;000150;
1;14;03;09;01;032;049;5;1;1;1;1;1;3;1;3;1999;07;1;1;2;1;3;2001;07;1;1;2;1;3;2006;13;2;1;2;;;;;;;;115.9820;1;;3;1991;2003;2;2005;2;2006;2;;;4;3;;;10;;;000250;
1;18;03;09;01;006;051;2;3;4;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111.7186;3;;1;2000;;;;;;;;;0;3;;;11;;000420;000045;
1;21;02;09;01;006;054;5;1;2;1;1;1;1;1;1;2001;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;2;15;1;1998;2003;2;;;;;;;2;2;2;;08;001200;;000160;
1;17;03;09;01;006;055;1;7;2;1;2;2;1;1;3;2004;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;115.7969;2;17;1;1996;2004;2;;;;;;;1;3;;;11;;;;
1;12;03;09;01;029;057;3;1;1;1;1;1;2;1;3;2007;11;1;1;2;1;3;1994;05;1;1;2;;;;;;;;;;;;;;;111.7186;1;;2;1993;2007;2;1994;2;;;;;3;4;;;11;;;000125;000350
1;17;03;09;01;022;058;1;3;1;1;1;2;1;1;1;1999;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;115.7969;3;;1;2000;2006;2;;;;;;;1;2;1;4;03;;;000220;
1;20;02;09;01;004;059;4;4;4;2;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;111.7186;5;;2;2008;;;;;;;;;1;2;1;1;03;;000540;000060;
1;17;03;09;01;024;061;1;1;4;1;1;1;2;1;1;1999;06;1;1;2;1;3;2001;06;3;1;2;;;;;;;;;;;;;;;115.9820;1;;2;1989;2000;2;2001;2;;;;;3;3;;;07;;000126;000045;
1;25;03;09;01;021;063;2;1;2;1;1;1;2;1;3;1997;05;1;1;2;1;3;2005;06;1;1;2;;;;;;;;;;;;;;;128.2149;2;25;4;2006;1997;2;2005;2;;;;;4;3;;;08;001144;;000153;
1;19;02;09;01;026;064;3;2;1;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115.7969;1;;3;1954;;;;;;;;;0;4;;;11;;;;
1;28;03;09;01;006;066;5;1;2;1;2;1;2;1;1;1999;04;1;2;2;1;1;1995;05;1;2;2;;;;;;;;;;;;;;;115.9820;2;30;1;1987;2008;2;2008;2;;;;;1;4;;;07;000317;;000130;
1;12;03;09;01;040;067;3;4;4;1;2;1;2;1;3;2006;06;1;3;2;1;1;2004;07;1;3;2;;;;;;;;;;;;;;;111.7186;3;;2;2008;2006;2;2008;2;;;;;1;1;1;2;06;;000460;;000320
1;24;03;09;01;005;068;1;1;1;1;1;1;2;1;3;2007;06;1;1;2;1;3;2005;11;1;1;2;;;;;;;;;;;;;;;115.7969;2;;2;1998;2007;2;2005;2;;;;;1;2;1;4;07;;;000250;
1;21;02;09;01;012;069;5;1;1;1;1;1;2;1;1;1985;04;1;1;2;1;1;2004;07;1;1;2;;;;;;;;;;;;;;;111.7186;1;;2;1974;1985;2;2004;2;;;;;1;2;2;;11;;;;
1;11;03;09;01;022;070;2;3;4;1;2;1;1;1;2;1995;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;128.2149;3;;2;2005;2004;2;;;;;;;2;2;2;;05;;000470;000180;
1;10;03;09;01;006;071;1;2;1;1;1;1;1;1;1;2003;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;2;;1;1968;2003;2;;;;;;;2;3;;;11;;;000100;
1;23;03;09;01;040;072;1;1;1;1;2;2;3;1;3;2006;;1;1;2;3;3;1991;;1;1;2;1;3;2003;;1;1;2;;;;;;;;115.9820;1;;3;1980;;2;;2;;2;;;2;3;;;11;;;;
1;21;03;09;01;019;074;5;3;2;2;;1;1;1;1;1993;07;1;3;2;;;;;;;;;;;;;;;;;;;;;;115.7969;3;30;1;2008;1993;2;;;;;;;1;;;;04;000550;;000080;
1;10;03;09;01;007;075;1;4;4;1;1;1;1;1;2;1998;06;1;3;2;;;;;;;;;;;;;;;;;;;;;;115.7969;3;;0;2006;2003;2;;;;;;;0;3;;;04;;000250;000556;
1;27;03;09;01;004;077;4;1;4;1;1;2;1;1;1;2006;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;115.7969;1;;3;2007;2007;2;;;;;;;2;3;;;05;;000500;000080;000120
1;31;03;09;01;037;078;1;1;2;1;1;1;2;1;3;2000;05;1;1;2;1;3;2005;07;1;1;2;;;;;;;;;;;;;;;128.2149;1;20;2;2007;2001;2;2007;2;;;;;3;2;1;4;08;001000;;000400;000250
1;31;03;09;01;024;079;1;2;2;1;1;1;3;1;3;1998;06;1;1;2;1;3;2008;04;1;1;2;3;3;;06;3;2;2;;;;;;;;111.7186;2;04;2;2004;2008;2;2008;2;;2;;;1;4;;;06;;000260;000040;000380
1;04;04;09;01;033;080;5;1;;1;1;1;2;1;3;1998;06;1;1;2;1;1;2002;06;1;1;2;;;;;;;;;;;;;;;115.9820;1;;3;;1998;2;2002;2;;;;;0;3;;;11;;;;
1;03;04;09;01;038;082;4;2;1;1;1;2;1;1;1;1999;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;115.7969;1;;4;1941;1999;2;;;;;;;1;2;2;;03;;;;000150
1;14;03;09;01;006;083;5;1;4;1;1;1;2;1;1;1998;06;1;1;2;1;3;2008;06;1;1;2;;;;;;;;;;;;;;;128.2149;2;;3;1985;2006;2;2008;2;;;;;4;2;1;4;11;;;;
1;18;03;09;01;006;084;2;2;1;1;1;2;1;1;1;1980;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;1;;1;1975;1980;2;;;;;;;2;3;;;02;;;000090;
1;28;03;09;01;026;085;5;1;1;1;1;1;2;1;1;1999;10;1;1;2;1;1;1993;06;1;1;2;;;;;;;;;;;;;;;111.7186;2;;3;1972;2004;2;2003;2;;;;;2;2;2;;11;;;000200;
1;10;03;09;01;006;086;1;1;1;1;1;1;2;1;3;2008;05;1;2;2;1;1;2000;05;1;2;2;;;;;;;;;;;;;;;111.7186;2;;1;1985;2008;2;2000;2;;;;;4;2;2;;08;;;000360;001150
1;26;03;09;01;021;087;3;1;1;1;1;1;2;1;1;2000;07;1;1;2;1;1;2009;04;1;1;2;;;;;;;;;;;;;;;115.9820;1;;3;1986;2000;2;2009;2;;;;;3;2;2;;07;;;000230;
1;02;04;09;01;042;088;3;1;1;1;1;1;1;1;3;2007;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;2;;2;1976;2007;2;;;;;;;2;2;2;;07;;;000185;
1;27;05;09;01;030;089;2;1;2;1;1;1;2;1;3;2006;07;2;2;2;1;1;1995;05;1;2;2;;;;;;;;;;;;;;;115.9820;1;20;1;2008;2006;2;2004;2;;;;;1;3;;;10;002300;;001000;
1;21;05;09;01;026;091;3;2;1;1;1;2;1;1;1;1995;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;1;;2;1990;1995;2;;;;;;;1;4;;;03;;;000250;
1;23;03;09;01;040;095;1;1;2;1;1;1;3;1;3;2005;07;1;1;2;1;3;2004;14;1;1;2;3;3;2008;08;2;2;2;;;;;;;;128.2149;2;17;2;2005;2008;2;2008;2;2008;2;;;1;2;1;3;08;001150;;000150;
1;21;03;09;01;019;096;5;4;4;2;;2;2;1;2;1995;05;1;1;2;3;3;2004;09;2;2;2;;;;;;;;;;;;;;;115.7969;3;;1;2007;1995;2;2004;2;;;;;0;2;2;;04;;000520;000080;
1;18;03;09;01;004;097;2;1;1;1;1;1;3;1;3;2003;06;1;1;2;1;3;2002;04;1;1;2;3;3;1991;04;2;3;2;;;;;;;;111.7186;1;;2;1981;2004;2;2007;2;1991;2;;;2;2;2;;05;;;000100;
1;21;03;09;01;007;098;5;3;2;1;1;1;1;1;1;2008;05;1;3;2;;;;;;;;;;;;;;;;;;;;;;115.7969;1;19;0;2007;2008;2;;;;;;;1;2;1;2;04;000400;;000100;000080
1;23;05;09;01;033;099;5;1;2;1;1;1;4;1;3;1998;08;1;1;2;1;1;1997;06;1;1;2;1;3;2003;06;1;2;2;3;3;1999;06;1;1;2;149.9744;2;18;4;1999;2002;2;2003;2;2008;1;2007;2;5;3;;;07;000650;;000400;
1;10;04;09;01;005;101;4;7;4;2;;2;1;1;3;2005;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;115.9820;1;;0;2007;2005;2;;;;;;;1;3;;;04;;000370;000080;
1;15;05;09;01;004;103;4;1;1;1;1;1;1;1;3;2004;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;1;;1;1970;2004;2;;;;;;;1;3;;;04;;;000050;
1;21;05;09;01;041;105;3;1;2;1;1;1;3;1;1;1994;05;1;1;2;1;3;2001;07;1;1;2;1;1;1999;07;1;1;2;;;;;;;;128.2149;1;25;3;2006;2003;2;2007;2;2009;2;;;5;4;;;04;000800;;000200;
1;05;06;09;01;034;106;4;3;2;1;1;1;2;1;3;2007;07;1;1;2;1;3;2009;07;2;1;2;;;;;;;;;;;;;;;128.2149;3;15;2;2003;2007;2;2009;2;;;;;4;2;1;4;08;001000;;000300;
1;13;05;09;01;030;107;2;2;4;1;1;1;2;1;3;2005;05;1;1;2;1;1;2004;08;1;2;2;;;;;;;;;;;;;;;111.7186;1;;0;2001;2007;2;2008;2;;;;;2;4;;;11;;;;
1;27;05;09;01;034;109;2;1;1;1;1;1;3;1;3;1998;06;1;1;2;1;1;2003;07;1;1;2;1;3;2007;06;1;1;2;;;;;;;;128.2149;2;;3;1987;2002;2;2004;2;2007;2;;;4;3;;;11;;;000400;
1;20;05;09;01;039;111;2;1;1;1;1;1;1;1;3;2003;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;111.7186;1;;1;1974;2006;2;;;;;;;2;4;;;11;;;;
1;30;05;09;01;019;112;5;3;2;1;1;1;2;1;1;2002;05;1;1;2;1;3;2007;05;1;1;2;;;;;;;;;;;;;;;111.7186;3;02;2;2002;2005;2;2007;2;;;;;2;2;1;4;07;000800;;000120;
1;27;05;09;01;028;113;2;1;1;1;1;1;3;1;3;2008;05;1;1;2;1;3;2007;06;1;1;2;1;3;2005;07;1;1;2;;;;;;;;115.9820;1;;2;1981;2008;2;2007;2;2009;2;;;2;4;;;08;;;000100;000105
1;19;05;09;01;030;114;1;1;4;1;1;1;3;1;3;1997;07;1;1;2;1;1;1995;06;1;1;2;1;1;1992;04;1;1;2;;;;;;;;115.9820;1;;3;1992;1999;2;2005;2;2008;2;;;3;4;;;04;;000450;000100;
1;27;05;09;01;007;501;2;5;3;1;1;1;1;1;1;2009;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;017.6675;4;;1;2006;2009;2;;;;;;;0;1;1;3;11;;000400;000200;
1;19;03;09;01;013;502;3;2;3;1;1;1;1;1;1;1996;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;017.0180;1;;2;1987;2007;2;;;;;;;3;2;2;;04;;;;
1;12;05;09;01;006;503;1;6;5;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115.7969;3;;0;2008;;;;;;;;;1;2;1;3;01;;000385;000020;
1;27;03;09;01;006;505;4;5;4;1;2;1;2;1;3;2001;07;1;3;2;1;1;1999;05;1;1;2;;;;;;;;;;;;;;;115.9820;1;;1;2008;2002;2;2001;2;;;;;3;2;1;4;11;;;;
1;30;05;09;01;005;507;5;4;3;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;017.6393;3;;0;1953;;;;;;;;;0;2;1;4;03;;000345;000060;
1;19;03;09;01;007;508;3;3;3;1;1;1;2;1;1;1991;07;1;1;2;1;1;1985;04;1;2;1;;;;;;;;;;;;;;;019.5309;1;;1;1985;2007;2;2009;2;;;;;2;3;;;11;;;;
1;26;03;09;01;012;509;3;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;019.5309;1;;2;2007;;;;;;;;;4;3;;;03;;;;
1;14;05;09;01;007;510;3;3;3;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;017.6393;3;;1;2003;;;;;;;;;3;2;1;4;11;;;;
1;15;05;09;01;007;512;4;5;3;2;;2;1;1;3;1997;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;017.0180;4;;1;1981;2005;2;;;;;;;1;2;2;;03;;000500;000040;
1;28;03;09;01;005;513;5;3;3;1;1;2;1;1;3;2003;05;1;3;2;;;;;;;;;;;;;;;;;;;;;;017.6393;1;;0;1998;2005;2;;;;;;;1;2;2;;03;;;000055;
1;29;05;09;01;004;514;4;3;3;1;1;1;1;1;3;2006;05;1;3;2;;;;;;;;;;;;;;;;;;;;;;019.5309;3;;0;2004;2006;2;;;;;;;7;3;;;04;;000500;000250;
1;12;05;09;01;006;516;1;6;5;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115.7969;3;;0;2009;;;;;;;;;1;1;1;3;01;;000385;000020;
1;15;05;09;01;007;521;4;3;3;1;1;1;2;1;1;1993;05;1;2;2;3;3;1999;05;2;2;2;;;;;;;;;;;;;;;022.8455;3;;0;2009;2005;2;2003;2;;;;;4;3;;;03;;000580;000200;
1;15;04;09;01;006;522;2;5;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;017.6393;4;;0;2006;;;;;;;;;1;2;2;;02;;000225;000040;
1;06;06;09;01;008;524;5;5;3;1;2;1;1;1;1;1994;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;017.0180;4;;1;2008;2007;2;;;;;;;1;2;1;4;07;;000635;000150;
1;09;04;09;01;007;528;3;4;3;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;017.0180;3;;1;1984;;;;;;;;;2;2;1;4;05;;000287;000220;
1;09;04;09;01;007;529;3;4;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;017.6675;3;;0;2007;;;;;;;;;3;3;;;03;;000149;000150;
1;26;03;09;01;006;533;3;4;3;1;1;1;1;1;1;1996;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;017.6393;1;;1;2001;2000;2;;;;;;;2;2;1;4;05;;000373;000250;
1;10;04;09;01;006;539;4;4;3;1;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;017.6393;1;;0;2000;;;;;;;;;1;3;;;11;;;;
1;12;05;09;01;006;542;1;7;6;1;1;2;1;1;1;2008;04;1;2;2;;;;;;;;;;;;;;;;;;;;;;115.7969;3;;0;2005;2008;2;;;;;;;0;3;;;11;;000350;;
1;10;04;09;01;004;547;4;5;4;1;1;1;1;1;3;2004;06;1;1;3;;;;;;;;;;;;;;;;;;;;;;115.9820;1;;1;2008;2007;2;;;;;;;0;4;;;05;;000540;000050;000120
1;10;04;09;01;004;553;4;5;3;2;;1;2;1;3;2000;06;1;3;2;1;3;1991;05;1;3;2;;;;;;;;;;;;;;;022.8455;1;;0;1991;2001;2;2009;2;;;;;1;3;;;11;;;;
1;04;04;09;01;019;554;5;5;4;1;1;1;2;1;3;1997;05;1;1;2;1;1;1993;05;1;2;2;;;;;;;;;;;;;;;111.7186;1;;1;2009;2004;2;2009;2;;;;;0;4;;;06;;000530;000090;
1;09;04;09;01;019;560;3;5;4;1;2;1;1;1;3;2004;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;115.7969;1;;1;2007;2008;2;;;;;;;0;3;;;03;;000477;000060;
1;12;05;09;01;006;561;1;6;5;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115.7969;3;;0;1978;;;;;;;;;0;1;1;4;01;;000350;000100;
1;27;05;09;01;005;563;2;3;3;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;019.5309;1;;1;2007;;;;;;;;;1;4;;;03;;000450;;
1;13;05;09;01;006;573;2;6;5;1;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115.7969;3;;0;;;;;;;;;;0;3;;;01;;000385;000020;
1;19;05;09;01;007;575;1;3;3;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;017.6393;3;;1;2001;;;;;;;;;2;2;2;;11;;;;
1;12;05;09;01;006;577;1;7;6;1;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115.7969;3;;0;1990;;;;;;;;;0;1;1;4;03;;000385;;
1;14;05;09;01;007;578;3;2;3;1;2;1;1;1;3;2005;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;022.8455;2;;1;2003;2005;2;;;;;;;3;2;1;4;01;;000590;000070;
1;19;05;09;01;004;579;1;3;4;1;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;115.7969;3;;0;1995;;;;;;;;;0;2;2;;01;;;;
1;04;06;09;01;004;581;3;3;3;2;;2;2;1;1;2002;05;1;1;2;1;1;1998;04;1;1;2;;;;;;;;;;;;;;;017.0180;3;;1;1988;2007;2;2009;2;;;;;0;2;1;4;07;;000610;000100;
1;14;05;09;01;006;588;3;5;3;1;2;1;2;1;3;2004;08;1;3;2;2;3;1995;10;1;1;2;;;;;;;;;;;;;;;017.6393;4;;0;1999;2007;2;2009;2;;;;;2;3;;;05;;000468;000050;
1;29;05;09;01;007;595;4;4;3;1;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;017.6675;3;;1;2004;;;;;;;;;2;2;1;4;03;;000500;000200;
1;05;06;09;01;008;601;4;3;3;1;1;1;1;1;3;1995;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;022.8455;3;;1;2007;2005;1;;;;;;;0;3;;;04;;000850;000250;
1;06;06;09;01;004;602;5;3;3;1;2;1;2;1;1;1992;05;1;3;2;1;3;2006;04;1;3;2;;;;;;;;;;;;;;;017.6675;3;;2;2009;2008;2;2008;2;;;;;0;2;1;4;05;;000490;000145;000600
1;05;06;09;01;004;682;4;5;3;1;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;017.6393;4;;0;1979;;;;;;;;;1;2;1;4;03;;000265;000180;
1;08;05;09;02;003;003;4;1;1;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;044.7686;1;;1;1993;;;;;;;;;0;2;2;;11;;;;
1;05;02;09;02;009;004;3;4;4;2;;2;1;1;3;1999;06;1;3;2;;;;;;;;;;;;;;;;;;;;;;043.1919;1;;1;2006;2006;2;;;;;;;1;3;;;11;;;;
1;07;02;09;02;007;006;5;1;2;1;2;1;2;1;3;2003;05;1;1;2;1;1;2009;05;1;2;2;;;;;;;;;;;;;;;044.8401;1;20;2;2004;2007;2;2009;2;;;;;1;2;1;4;11;;;;
1;18;04;09;02;004;009;5;1;2;1;2;1;2;1;3;2000;06;1;2;2;1;3;2003;04;1;1;2;;;;;;;;;;;;;;;057.9820;1;15;3;1995;2000;2;2003;2;;;;;5;2;1;3;08;001300;;000300;
1;25;03;09;02;019;011;2;1;1;1;1;1;3;1;1;2007;12;1;1;2;1;1;2003;04;1;1;2;1;1;2007;07;1;1;2;;;;;;;;044.8401;1;;3;1994;2007;2;2003;2;2007;2;;;3;3;1;4;11;;;;
1;05;06;09;02;016;013;4;3;4;1;2;1;2;1;3;2005;08;1;1;2;1;1;2008;06;1;1;2;;;;;;;;;;;;;;;057.9820;1;;2;2005;2005;2;2008;2;;;;;6;2;1;4;08;;000770;000060;000257
1;07;02;09;02;003;014;5;1;1;1;1;2;1;1;1;2001;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;043.1919;1;;2;1967;2001;2;;;;;;;2;2;1;2;11;;;;
1;08;05;09;02;020;015;4;1;1;1;1;1;2;1;3;2005;05;1;1;2;1;3;2008;07;2;1;2;;;;;;;;;;;;;;;044.8401;1;;2;2003;2005;2;2008;2;;;;;3;3;;;11;;;;
1;05;02;09;02;016;016;3;2;2;1;1;2;2;3;1;1997;07;1;1;2;1;1;1998;06;1;1;2;;;;;;;;;;;;;;;049.5695;1;;2;1951;1997;2;1998;2;;;;;3;2;2;;11;;;;
1;07;02;09;02;016;017;5;1;3;1;1;1;2;1;3;2000;06;1;1;2;1;3;2004;07;1;1;2;;;;;;;;;;;;;;;007.5509;1;;2;2008;2008;2;2007;2;;;;;5;2;1;2;11;;;;
1;03;02;09;02;002;018;1;1;4;1;1;1;2;1;3;1997;06;1;1;2;1;3;2001;08;1;1;2;;;;;;;;;;;;;;;057.9820;1;;2;2008;2002;2;2007;2;;;;;5;2;1;4;11;;;;
1;07;02;09;02;016;019;5;1;2;1;1;2;1;1;3;2003;10;1;2;2;;;;;;;;;;;;;;;;;;;;;;049.5695;1;25;1;2007;2007;2;;;;;;;2;2;1;4;11;;;;
1;10;02;09;02;010;020;1;4;4;2;;2;2;1;1;2007;05;1;1;2;1;2;2007;06;2;2;2;;;;;;;;;;;;;;;044.7686;1;;1;2007;2007;2;2007;2;;;;;1;2;1;4;11;;;;
1;12;02;09;02;015;021;3;1;4;1;2;1;2;1;1;2000;12;1;1;2;1;1;2008;05;1;3;2;;;;;;;;;;;;;;;043.1919;1;;1;2001;2007;2;2008;2;;;;;2;2;1;4;11;;;;
1;11;02;09;02;003;023;2;3;4;1;1;1;2;1;3;2001;05;1;3;2;1;1;1996;07;1;3;2;;;;;;;;;;;;;;;049.5695;1;;0;1996;2006;2;2008;2;;;;;3;4;;;01;;;;
1;10;02;09;02;019;024;1;1;1;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;044.7686;1;;1;1966;;;;;;;;;1;3;;;11;;;;
