FICHE;DATEJJ;DATEMM;DATEAA;SECT1;SECT2;ECH;JOURSEM_DEP;M1;M2;M3;M4;M5;M6;M7A1 ;M8A1;M9A1;M10A1;M11A1 ;M12A1 ;M13A1 ;M7A2 ;M8A2;M9A2;M10A2;M11A2 ;M12A2 ;M13A2 ;M7A3 ;M8A3;M9A3;M10A3;M11A3 ;M12A3 ;M13A3 ;M7A4 ;M8A4;M9A4;M10A4;M11A4 ;M12A4 ;M13A4 ;Coef;L1 ;L2 ;L3 ;L4 ;L5A1 ;L32A1 ;L5A2;L32A2 ;L5A3 ;L32A3 ;L5A4 ;L32A4 ;L6 ;L7 ;L8 ;L9 ;L31 ;R1 ;R2 ;R3 ;R4 
1;24;03;09;09;001;003;1;1;1;1;1;1;1;1;3;1993;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;077.0684;1;;4;1978;1997;2;;;;;;;3;1;1;4;07;;;000200;
1;19;03;09;09;012;004;3;3;4;1;1;1;3;1;3;2002;06;1;2;2;1;3;2008;;2;2;2;1;3;2000;05;1;2;2;;;;;;;;081.6317;2;;1;2006;2004;2;2008;2;2002;2;;;2;2;1;3;07;;000700;000030;
1;03;04;09;09;004;005;4;1;2;1;2;2;1;1;2;1989;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;090.9315;2;;2;2005;1994;2;;;;;;;1;;;;11;;;000350;
1;25;03;09;09;013;006;2;3;4;1;1;1;1;1;1;2000;06;1;1;4;;;;;;;;;;;;;;;;;;;;;;081.6317;5;;1;2002;2002;2;;;;;;;4;2;1;4;06;;000663;000304;
1;17;03;09;09;004;007;1;3;4;1;2;1;1;1;3;2008;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;090.9315;3;;2;1997;2008;2;;;;;;;0;1;1;4;04;;000350;000100;
1;03;04;09;09;013;008;4;5;2;1;1;1;2;1;1;2004;05;1;2;2;1;2;;;3;2;2;;;;;;;;;;;;;;;077.0684;4;17;0;2007;2005;2;;2;;;;;2;3;;;07;000720;;000220;
1;19;03;09;09;020;010;3;1;1;1;1;1;3;1;3;2000;08;1;1;2;1;1;2001;04;1;1;2;1;1;2006;06;2;1;2;;;;;;;;097.9769;1;;3;1986;2003;2;2008;2;2006;2;;;3;1;2;;08;;;001500;
1;26;03;09;09;014;011;3;1;2;1;2;1;3;1;1;2003;08;1;1;1;1;3;2008;07;1;1;1;1;1;2001;04;1;1;1;;;;;;;;081.6317;2;20;3;1990;2003;2;2008;2;2008;2;;;5;3;;;08;000600;;000300;
1;21;03;09;09;011;012;5;1;1;1;1;2;2;1;1;2003;04;1;1;2;1;1;1997;07;1;1;2;;;;;;;;;;;;;;;077.0684;2;;2;1981;2003;2;1997;2;;;;;2;2;2;;07;;;000200;
1;13;03;09;09;022;013;4;1;1;1;1;2;1;1;2;1993;04;1;1;1;;;;;;;;;;;;;;;;;;;;;;090.9315;2;;2;1960;2003;2;;;;;;;0;2;2;;03;;;000100;
1;20;02;09;09;020;017;4;1;1;1;1;1;2;1;1;2003;04;1;1;2;1;2;2004;07;1;1;2;;;;;;;;;;;;;;;077.0684;1;;2;1987;2004;1;2004;1;;;;;4;3;;;08;;;000300;
1;17;03;09;09;014;018;1;3;1;1;1;1;1;1;1;1983;09;1;1;2;;;;;;;;;;;;;;;;;;;;;;077.0684;3;;1;1987;1984;2;;;;;;;2;1;2;;08;;;000100;
1;21;03;09;09;021;019;5;1;4;1;2;1;2;1;3;2005;05;1;1;2;1;3;2006;06;2;2;2;;;;;;;;;;;;;;;081.6317;2;;1;2008;2006;2;2007;2;;;;;1;2;1;4;08;;001100;000300;
1;19;02;09;09;014;020;3;1;2;1;1;1;2;1;3;2004;07;1;1;2;1;3;2007;05;1;1;2;;;;;;;;;;;;;;;081.6317;2;20;1;2007;2004;2;2007;2;;;;;4;2;1;4;08;001800;;000350;000300
1;12;02;09;09;024;022;3;2;1;1;1;1;1;1;1;2000;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;077.0684;2;;1;1974;2000;2;;;;;;;0;2;2;;03;;;000600;
1;18;02;09;09;011;023;2;4;1;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;090.9315;3;;1;1986;;;;;;;;;0;3;;;04;;;000300;
1;27;03;09;09;022;025;4;1;1;1;2;1;1;1;3;2008;08;1;1;2;;;;;;;;;;;;;;;;;;;;;;090.9315;1;;2;1995;2008;2;;;;;;;1;1;1;4;08;;;;
1;13;05;09;09;007;026;2;1;1;1;1;1;2;1;1;1999;09;1;1;2;1;1;1999;06;1;1;2;;;;;;;;;;;;;;;081.6317;1;;2;1991;2003;2;2009;2;;;;;4;1;2;;01;;;000250;
1;31;03;09;09;005;029;1;1;2;1;1;1;2;1;3;2004;09;1;1;2;1;3;1995;05;2;2;2;;;;;;;;;;;;;;;097.9769;1;25;2;1992;2004;2;1998;2;;;;;4;2;1;3;09;000300;;;000137
1;26;03;09;09;019;030;3;1;2;1;1;1;2;1;1;2000;07;1;1;2;3;3;1992;06;2;1;2;;;;;;;;;;;;;;;081.6317;2;20;2;2005;2006;2;1992;2;;;;;2;1;1;4;06;000900;;000200;
1;16;05;09;09;017;032;5;1;3;1;2;1;1;1;1;2000;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;070.4659;1;;1;2006;2006;2;;;;;;;2;2;1;4;11;;;;
1;21;02;09;09;022;035;5;4;4;1;1;1;2;1;3;1994;05;1;3;2;1;1;1987;05;1;3;2;;;;;;;;;;;;;;;077.0684;3;;1;2007;2006;2;2006;2;;;;;2;2;1;4;05;;000430;000070;
1;04;06;09;09;005;037;3;1;1;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;090.9315;2;;2;1975;;;;;;;;;0;1;2;;03;;;000180;
1;12;03;09;09;001;039;3;1;2;1;1;1;2;1;3;2002;04;1;1;2;1;3;1995;05;1;2;2;;;;;;;;;;;;;;;081.6317;1;15;1;1998;2004;2;2007;2;;;;;1;2;1;3;08;;;;
1;06;06;09;09;014;044;5;1;2;1;1;1;2;1;3;2005;08;1;1;2;1;3;2004;08;1;1;2;;;;;;;;;;;;;;;081.6317;2;15;3;1997;2005;2;2008;2;;;;;6;3;;;09;002000;;000600;
1;18;02;09;09;017;045;2;1;1;1;1;2;1;1;1;2006;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;090.9315;1;;1;1951;2006;2;;;;;;;3;2;1;4;04;;;000600;
1;04;06;09;09;006;047;3;2;2;1;1;1;2;1;1;1998;06;1;1;2;1;1;1998;05;1;2;2;;;;;;;;;;;;;;;097.9769;1;20;1;2006;2006;2;2008;2;;;;;2;2;1;2;06;001000;;000200;
1;03;06;09;09;013;049;2;3;2;1;2;1;2;1;3;2002;07;1;3;2;1;3;1998;05;1;3;2;;;;;;;;;;;;;;;081.6317;3;25;0;2007;2002;2;1998;2;;;;;3;3;;;07;000500;;000230;
1;12;05;09;09;007;052;1;4;4;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;081.6317;1;;1;2008;;;;;;;;;2;2;1;3;03;;000500;000030;
1;12;05;09;09;022;053;1;1;1;1;2;1;2;1;3;2009;05;1;1;1;1;1;2002;05;1;1;1;;;;;;;;;;;;;;;077.0684;1;;2;1981;2009;2;2003;2;;;;;8;2;2;;08;;;000700;
1;02;04;09;09;001;056;3;1;2;1;1;1;2;1;1;1998;10;1;1;2;1;4;2007;05;2;1;2;;;;;;;;;;;;;;;097.9769;1;30;4;2001;1999;2;2007;2;;;;;3;2;1;2;09;000800;;;
1;19;03;09;09;020;057;3;2;1;1;1;1;1;1;1;2004;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;090.9315;1;;1;1956;2004;2;;;;;;;1;3;;;11;;;;
1;12;03;09;09;001;059;3;1;1;1;1;2;2;1;1;1998;04;1;1;2;1;3;1988;13;1;1;2;;;;;;;;;;;;;;;077.0684;1;;1;1972;1998;2;1999;2;;;;;2;1;2;;04;;;;
1;12;03;09;09;001;060;3;1;6;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;077.0684;1;;1;1957;;;;;;;;;0;3;;;11;;;;
1;27;03;09;09;004;062;4;3;2;1;1;1;2;1;3;2006;07;2;2;2;1;1;2007;04;1;1;2;;;;;;;;;;;;;;;097.9769;2;20;1;1994;2006;2;2007;2;;;;;3;2;1;4;07;000800;;000250;000250
1;02;04;09;09;024;067;3;1;1;1;1;1;2;1;3;2003;07;1;1;1;1;1;2008;04;1;1;1;;;;;;;;;;;;;;;077.0684;2;;4;1980;2003;2;2008;2;;;;;3;1;2;;08;;;000280;000268
1;10;03;09;09;014;068;1;1;1;1;1;2;1;1;1;1999;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;077.0684;1;;2;1973;1999;2;;;;;;;2;2;2;;08;;;000250;
1;28;03;09;09;021;069;5;1;1;1;1;1;3;1;1;1993;06;1;1;1;1;1;2004;06;1;1;1;1;1;2002;05;1;1;1;;;;;;;;097.9769;2;;4;1990;1993;2;2004;2;2002;2;;;2;3;;;11;;;;
1;24;03;09;09;022;070;1;1;4;1;1;2;1;1;1;1996;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;090.9315;2;;2;1950;1996;2;;;;;;;0;2;2;;06;;;000180;
1;24;03;09;09;020;071;1;3;2;1;1;1;1;1;3;2002;07;1;2;2;;;;;;;;;;;;;;;;;;;;;;097.9769;1;17;0;2005;2003;2;;;;;;;2;2;1;4;07;000720;;000150;
1;07;04;09;09;010;072;1;4;2;1;2;2;2;1;3;2005;05;1;1;2;1;3;2006;;1;1;2;;;;;;;;;;;;;;;077.0684;1;10;2;2002;2005;2;2006;2;;;;;0;2;1;3;06;000500;;000120;
1;25;03;09;09;004;073;2;1;2;1;1;1;2;1;1;1993;05;1;1;2;1;1;1998;07;1;1;2;;;;;;;;;;;;;;;077.2390;1;15;2;2000;1993;2;2004;2;;;;;5;3;;;07;000850;;;
1;03;04;09;09;013;074;4;4;2;1;1;1;2;1;1;2003;06;1;3;2;1;1;2000;10;1;3;2;;;;;;;;;;;;;;;097.9769;4;20;0;2005;2003;2;2007;2;;;;;2;1;1;2;05;000370;;000240;000290
1;01;04;09;09;026;077;2;1;1;1;1;1;2;3;3;2006;05;3;1;2;1;3;1999;07;1;1;2;;;;;;;;;;;;;;;077.2390;1;;2;1993;2006;2;2001;2;;;;;4;2;1;4;11;;;;
1;25;03;09;09;014;078;2;1;1;1;1;1;2;1;3;2007;05;1;1;2;1;1;1995;05;1;1;2;;;;;;;;;;;;;;;077.0684;4;;2;;2007;2;2005;2;;;;;2;1;2;;07;;;000120;
1;28;03;09;09;021;080;5;4;1;1;1;1;2;1;3;2003;07;1;1;2;1;1;1996;05;1;1;2;;;;;;;;;;;;;;;077.0684;1;;2;2006;2003;2;2001;2;;;;;0;1;1;3;11;;;;
1;07;04;09;09;013;082;1;5;1;1;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;090.9315;4;;0;2008;;;;;;;;;1;2;1;1;02;;;000500;
1;27;03;09;09;001;083;4;3;1;1;1;2;1;1;1;2001;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;090.9315;1;;1;2007;2001;2;;;;;;;0;2;1;4;04;;;000150;
1;09;04;09;09;013;084;3;5;4;1;2;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;097.9769;4;;1;2009;;;;;;;;;1;4;;;02;;000550;000180;
1;03;04;09;09;012;085;4;3;1;1;1;1;1;1;1;2004;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;090.9315;2;;1;1972;2004;2;;;;;;;2;2;2;1;07;;;000400;
1;07;04;09;09;017;086;1;3;3;2;;2;2;1;1;1997;09;1;2;2;3;2;2005;15;3;2;2;;;;;;;;;;;;;;;074.4734;3;;1;2006;2003;2;2005;2;;;;;3;2;2;;07;;000530;000300;000198
1;03;04;09;09;010;087;4;3;4;1;2;1;1;1;3;2000;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;090.9315;3;;1;2007;2004;2;;;;;;;1;2;1;2;06;;000620;000060;000300
1;25;03;09;09;014;088;2;4;2;1;1;1;1;1;2;2002;04;4;2;2;;;;;;;;;;;;;;;;;;;;;;077.0684;3;30;0;2009;2004;2;;;;;;;1;3;;;05;000850;;000083;
1;05;05;09;09;014;090;1;3;1;1;1;2;1;1;2;1997;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;077.0684;3;;2;1993;1997;2;;;;;;;1;2;2;;11;;;000180;
1;29;05;09;09;004;091;4;1;2;1;1;1;2;1;1;2002;08;1;1;2;1;1;2004;05;1;1;2;;;;;;;;;;;;;;;077.0684;1;25;2;1989;2006;2;2004;2;;;;;2;3;;;08;000570;;000200;
1;15;05;09;09;012;093;4;1;4;1;1;1;3;1;1;2001;10;1;1;2;1;3;1996;;1;2;2;1;1;2001;;1;1;2;;;;;;;;081.6317;1;;3;1996;2004;2;2008;2;2009;2;;;3;3;;;08;;000705;000040;
1;13;05;09;09;012;095;2;1;1;1;1;2;1;1;1;2006;09;1;1;2;;;;;;;;;;;;;;;;;;;;;;077.0684;1;;1;2006;2006;2;;;;;;;0;1;1;2;02;;;000200;
1;06;05;09;09;014;097;2;3;4;1;1;1;1;1;1;2001;05;1;3;2;;;;;;;;;;;;;;;;;;;;;;097.9769;2;;1;2005;2006;2;;;;;;;4;1;1;3;07;;000500;000050;
1;06;05;09;09;024;098;2;2;1;1;1;2;1;1;1;2006;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;077.0684;2;;3;1960;2006;2;;;;;;;1;4;;;11;;;;
1;06;05;09;09;024;101;2;1;1;1;2;2;2;1;1;1996;07;1;1;1;1;1;1991;06;1;1;1;;;;;;;;;;;;;;;077.0684;2;;2;1996;1996;2;1991;2;;;;;0;3;;;11;;;000280;
1;05;05;09;09;011;102;1;1;1;1;2;1;3;1;1;1991;10;1;1;2;1;1;2000;12;1;1;2;1;1;2005;05;1;1;2;;;;;;;;077.0684;2;;3;1981;1991;2;2000;2;2005;2;;;2;2;2;;08;;;000400;
1;05;05;09;09;004;104;1;4;1;1;1;1;2;1;3;2007;05;2;1;2;1;1;1999;05;1;1;2;;;;;;;;;;;;;;;077.0684;1;;2;2009;2007;2;2005;2;;;;;2;3;;;05;;;;
1;12;05;09;09;020;105;1;3;2;1;1;1;1;1;6;1996;08;1;1;2;;;;;;;;;;;;;;;;;;;;;;090.9315;3;25;1;2004;2001;2;;;;;;;2;3;;;05;000530;;000040;
1;26;05;09;09;026;106;1;2;2;1;1;1;2;1;1;1994;07;1;2;2;2;3;2000;10;1;1;2;;;;;;;;;;;;;;;097.9769;1;15;2;1995;2007;2;2000;2;;;;;0;3;;;04;000350;;000200;
1;26;05;09;09;022;108;1;1;1;1;1;2;1;1;1;1992;09;1;1;2;;;;;;;;;;;;;;;;;;;;;;077.0684;1;;1;1970;1992;2;;;;;;;2;2;2;;07;;;000230;
1;28;05;09;09;020;109;3;3;4;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;090.9315;3;;1;1998;;;;;;;;;1;2;1;3;05;;000560;000030;
1;27;05;09;09;021;110;2;2;1;1;1;1;1;1;3;2007;08;1;1;2;;;;;;;;;;;;;;;;;;;;;;077.0684;2;;3;1990;2007;2;;;;;;;2;2;2;;07;;;000300;000620
1;26;05;09;09;021;112;1;1;1;1;1;1;2;1;1;2001;14;1;1;2;1;1;1995;05;1;1;2;;;;;;;;;;;;;;;077.0684;2;;2;1988;2006;2;1999;2;;;;;2;4;;;08;;;000250;000250
1;23;05;09;09;024;114;5;1;1;1;1;2;1;1;1;2001;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;077.0684;2;;1;1967;2001;2;;;;;;;2;2;2;;04;;;000380;
1;10;02;09;10;024;001;1;1;1;1;1;1;2;1;1;1991;04;1;1;2;1;3;2002;06;1;1;2;;;;;;;;;;;;;;;091.7970;1;;2;1975;1991;2;2002;2;;;;;6;2;2;;07;;;;
1;14;02;09;10;017;004;5;5;2;1;1;1;2;1;2;1967;04;1;1;2;1;1;2001;04;1;1;3;;;;;;;;;;;;;;;116.7013;4;20;1;2005;2004;2;2001;2;;;;;2;1;1;4;08;001100;;;
1;14;02;09;10;027;005;5;1;1;1;2;1;3;1;1;2007;09;1;1;2;1;1;2001;09;1;1;2;1;1;2003;32;1;1;2;;;;;;;;091.7970;2;;3;1998;2008;2;2003;2;2005;2;;;0;2;1;4;10;;;;000050
1;06;05;09;10;002;006;2;2;4;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108.3095;1;;1;2009;;;;;;;;;0;1;2;;03;;000545;000015;
1;06;05;09;10;003;007;2;1;1;1;1;2;1;1;1;1963;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;091.7970;2;;1;1964;1966;2;;;;;;;2;1;2;;11;;;;
1;03;02;09;10;014;008;1;2;1;1;1;1;2;1;3;2006;07;1;1;2;1;3;1998;07;1;1;2;;;;;;;;;;;;;;;091.7970;1;;2;1966;2006;2;2009;2;;;;;2;2;2;;05;;;;
1;12;06;09;10;017;009;4;7;4;1;1;1;1;1;3;2004;06;1;3;2;;;;;;;;;;;;;;;;;;;;;;108.3095;3;;1;2005;2008;2;;;;;;;1;1;1;4;06;;000630;000150;
1;13;05;09;10;012;011;2;1;1;1;2;1;3;1;3;2003;06;1;1;2;1;2;2007;06;1;1;2;1;2;2003;05;1;1;2;;;;;;;;097.2324;1;;4;1986;2003;2;2007;2;2005;2;;;3;1;1;4;11;;;;
1;12;03;09;10;005;013;3;1;1;1;1;1;3;1;3;2008;04;1;2;2;1;1;2002;23;1;2;2;1;1;2001;13;1;1;2;;;;;;;;091.7970;2;;1;1985;2008;2;2002;2;2001;2;;;1;1;2;;11;;;;
1;11;03;09;10;025;015;2;1;2;1;1;1;2;1;3;2000;04;1;1;2;1;3;1989;04;1;1;2;;;;;;;;;;;;;;;116.7013;2;20;2;2007;2000;2;2005;2;;;;;7;3;;;08;001350;;000350;
1;10;02;09;10;016;017;1;1;1;1;1;1;1;1;3;2006;05;1;1;1;;;;;;;;;;;;;;;;;;;;;;091.7970;2;;2;1983;2006;2;;;;;;;4;3;;;06;;;;
1;10;03;09;10;025;019;1;1;1;1;1;1;4;1;3;2003;04;1;1;2;3;3;1997;08;1;1;2;3;3;2001;07;1;1;2;1;1;2000;04;1;1;2;097.2324;1;;4;1953;2008;2;2007;2;2001;2;2007;2;1;2;2;;06;;;000400;
1;06;02;09;10;026;020;4;3;2;2;;2;1;1;1;2004;09;1;1;2;;;;;;;;;;;;;;;;;;;;;;108.3095;3;20;2;1996;2006;2;;;;;;;2;1;1;4;03;000395;;;000530
1;14;05;09;10;012;023;3;2;2;1;1;1;2;1;3;2007;07;1;1;2;1;3;2007;07;2;1;2;;;;;;;;;;;;;;;097.2324;1;20;2;2007;2007;2;2007;2;;;;;3;1;1;4;08;001700;;000200;
1;04;02;09;10;015;024;2;1;1;1;1;1;2;1;2;2007;07;1;1;2;1;2;2009;05;1;1;2;;;;;;;;;;;;;;;091.7970;2;;2;1974;2007;2;2009;2;;;;;2;4;;;11;;;;
1;06;02;09;10;005;027;4;1;1;1;1;2;1;1;3;2008;09;1;1;1;;;;;;;;;;;;;;;;;;;;;;116.7013;1;;1;1971;2008;2;;;;;;;4;1;1;4;04;;;;
1;16;04;09;10;014;028;3;1;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;092.0002;2;;3;2007;;;;;;;;;6;2;1;2;02;;;000370;
1;17;04;09;10;016;029;4;1;4;1;2;1;3;1;3;2004;06;1;1;2;1;3;1996;04;1;2;2;1;1;1983;06;1;1;2;;;;;;;;116.7013;1;;2;2006;2006;2;2009;2;2000;2;;;3;2;1;3;11;;000900;000300;
1;05;02;09;10;025;030;3;1;2;1;1;1;2;1;1;1997;11;1;1;2;1;1;1997;07;1;1;2;;;;;;;;;;;;;;;097.2324;1;15;2;1999;2007;2;1997;2;;;;;4;4;;;11;;;;
1;13;05;09;10;002;031;2;3;4;1;2;1;1;1;3;2005;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;091.7970;1;;1;1993;2006;2;;;;;;;2;2;1;4;06;;000250;000130;
1;11;03;09;10;015;032;2;1;1;1;1;1;3;1;2;2008;04;1;3;4;1;2;2006;07;1;1;2;1;3;2003;09;1;1;2;;;;;;;;091.7970;2;;3;1982;2008;2;2006;2;2003;2;;;3;2;1;4;09;;;000300;
1;11;03;09;10;012;035;2;1;2;1;1;1;2;1;1;1996;10;1;1;2;1;3;2002;04;1;1;2;;;;;;;;;;;;;;;092.0002;1;15;4;2002;1996;2;2004;2;;;;;2;2;1;4;09;001900;;000450;
1;13;03;09;10;016;036;4;2;1;1;1;1;2;1;3;2005;07;1;1;2;1;3;2006;05;2;2;2;;;;;;;;;;;;;;;116.7013;2;;1;1992;2005;2;2006;2;;;;;4;1;1;2;08;;;000100;
1;13;02;09;10;003;037;4;1;1;1;1;1;1;1;1;2006;07;1;1;2;;;;;;;;;;;;;;;;;;;;;;108.3095;2;;2;1985;2006;2;;;;;;;2;2;1;4;05;;;000070;
1;11;03;09;10;024;038;2;4;4;1;1;2;1;1;1;2003;05;1;1;3;;;;;;;;;;;;;;;;;;;;;;108.3095;1;;1;2002;2003;2;;;;;;;1;3;;;04;;000468;000100;
1;16;04;09;10;016;040;3;3;1;1;1;1;1;1;1;1996;04;1;1;2;;;;;;;;;;;;;;;;;;;;;;108.3095;2;;2;1975;1996;2;;;;;;;1;1;2;;04;;;000250;
1;26;05;09;10;012;041;1;1;2;1;1;1;2;1;2;1997;04;1;2;2;1;2;1989;20;1;1;2;;;;;;;;;;;;;;;091.7970;1;15;4;2005;2008;2;2008;2;;;;;1;1;1;4;10;001200;;;
1;28;05;09;10;012;043;3;1;2;1;1;1;1;1;2;1988;09;1;1;2;;;;;;;;;;;;;;;;;;;;;;108.3095;1;;1;2001;2009;2;;;;;;;1;3;;;06;000700;;000180;
1;10;03;09;10;025;045;1;1;1;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108.3095;2;;1;1950;;;;;;;;;1;1;1;4;01;;;000070;
1;13;03;09;10;004;047;4;1;1;1;1;1;2;1;1;2004;05;1;3;2;1;1;2000;11;1;1;2;;;;;;;;;;;;;;;116.7013;2;;1;1978;2004;2;2000;2;;;;;3;2;2;;05;;;000300;
1;15;04;09;10;025;048;2;1;1;1;1;1;4;1;1;2004;07;1;1;2;1;2;1987;05;1;1;2;1;1;2003;05;1;1;2;3;3;2008;;2;1;2;097.2324;2;;4;1982;2004;2;1987;2;2005;2;1999;2;4;3;;;11;;;;
1;06;05;09;10;003;052;2;2;2;1;2;1;2;1;1;2007;;1;1;2;1;3;2007;;1;1;2;;;;;;;;;;;;;;;116.7013;2;15;3;2008;2007;2;2007;2;;;;;3;1;1;3;09;001800;;000250;
1;06;02;09;10;025;053;4;2;1;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;091.7970;1;;2;1959;;;;;;;;;1;2;2;;01;;;000300;
1;14;03;09;10;005;055;5;1;2;1;1;1;2;1;1;2002;06;1;1;2;1;3;2007;06;1;1;2;;;;;;;;;;;;;;;097.2324;2;20;2;2000;2002;2;2008;2;;;;;6;2;1;4;08;001200;;000200;
1;21;02;09;10;025;057;5;1;1;1;1;1;3;1;3;2008;05;1;1;2;1;2;2000;04;1;2;2;1;3;2008;05;1;2;2;;;;;;;;116.7013;1;;2;1986;2008;2;2004;2;2008;2;;;3;2;2;;07;;;000500;
1;08;05;09;10;025;058;4;1;1;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108.3095;1;;2;1919;;;;;;;;;2;2;2;;11;;;000250;
1;28;05;09;10;025;060;3;1;2;1;1;1;2;1;3;2003;08;1;1;2;1;3;1990;10;1;1;2;;;;;;;;;;;;;;;097.2324;2;15;4;1998;2006;2;2004;2;;;;;4;2;1;4;09;001500;;001500;000190
1;10;04;09;10;004;062;4;1;1;1;1;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108.3095;2;;2;1976;;;;;;;;;0;1;1;1;04;;;000250;
1;12;05;09;10;003;063;1;5;2;1;2;1;1;1;3;2008;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;091.7970;4;20;2;2007;2008;2;;;;;;;4;2;1;3;08;001200;;000300;
1;12;05;09;10;017;064;1;5;4;2;;1;2;1;1;2002;06;1;1;2;3;3;2008;08;3;1;2;;;;;;;;;;;;;;;108.3095;2;;2;2002;2007;2;2008;2;;;;;1;2;1;4;11;;;;
1;09;04;09;10;023;065;3;2;2;1;1;1;2;1;3;2001;05;1;1;1;1;1;2000;04;1;1;2;;;;;;;;;;;;;;;097.2324;1;;2;2006;2004;2;2006;2;;;;;4;2;1;4;11;;;;
1;19;05;09;10;003;066;1;1;2;2;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;108.3095;1;;3;1964;;;;;;;;;1;1;2;;03;;;000250;
1;23;05;09;10;026;068;5;2;2;1;1;1;1;1;3;2007;06;1;1;2;;;;;;;;;;;;;;;;;;;;;;108.3095;2;08;2;1967;2007;2;;;;;;;1;3;;;09;002300;;000086;
1;24;03;09;10;005;070;1;3;3;1;1;1;2;1;3;2007;07;1;1;2;1;1;1995;04;1;1;2;;;;;;;;;;;;;;;106.4677;2;;2;1999;2007;2;1996;2;;;;;1;2;1;4;07;;000700;000050;000460
1;21;03;09;10;004;072;5;3;3;1;1;2;1;1;1;1995;07;1;3;2;;;;;;;;;;;;;;;;;;;;;;083.7473;2;;1;2004;2004;2;;;;;;;3;1;1;4;06;;000450;000050;
1;20;05;09;10;016;073;2;7;6;1;2;1;1;1;3;1999;05;1;1;2;;;;;;;;;;;;;;;;;;;;;;108.3095;1;;2;2001;2006;2;;;;;;;3;1;1;4;03;;;;
1;28;03;09;10;003;077;5;1;2;1;1;1;2;1;1;1994;09;1;1;2;1;3;2006;07;1;1;2;;;;;;;;;;;;;;;097.2324;2;12;2;2004;2004;2;2006;2;;;;;4;3;;;10;001680;;000600;000150
1;21;05;09;10;016;079;3;2;1;1;2;1;1;1;1;1994;06;1;2;2;;;;;;;;;;;;;;;;;;;;;;116.7013;2;;2;1984;1994;2;;;;;;;3;3;;;11;;;;
1;25;03;09;10;022;082;2;3;2;1;1;1;2;1;1;2000;10;1;1;2;1;3;2003;05;1;1;2;;;;;;;;;;;;;;;091.7970;3;20;2;2006;2007;2;2003;2;;;;;2;2;1;2;07;000810;;000300;
1;12;05;09;10;026;084;1;2;1;1;1;2;1;1;1;2005;09;1;1;2;;;;;;;;;;;;;;;;;;;;;;116.7013;2;;2;1971;2005;2;;;;;;;2;2;2;;11;;;000750;
1;16;05;09;10;003;085;5;2;1;1;1;1;1;1;3;2007;08;2;1;2;;;;;;;;;;;;;;;;;;;;;;116.7013;2;;1;1987;2007;2;;;;;;;2;3;;;05;;;;
1;21;05;09;10;026;087;3;1;1;1;1;1;2;1;3;2000;07;2;2;2;1;3;2008;07;2;2;2;;;;;;;;;;;;;;;097.2324;1;;2;2001;2000;2;2008;2;;;;;3;;;;03;;;;
1;20;05;09;10;022;089;2;1;2;1;2;1;2;1;3;2008;16;1;1;2;1;3;2007;06;1;1;2;;;;;;;;;;;;;;;116.7013;2;15;1;1997;2008;2;2007;2;;;;;3;4;;;07;001000;;;
1;17;04;09;10;025;090;4;1;2;1;1;1;1;1;2;2000;07;1;3;2;;;;;;;;;;;;;;;;;;;;;;116.7013;1;15;0;1997;2003;2;;;;;;;0;3;;;11;;;;
1;07;05;09;10;003;093;3;4;4;1;1;1;1;1;3;2008;06;2;1;2;;;;;;;;;;;;;;;;;;;;;;108.3095;3;;2;2008;2008;2;;;;;;;1;2;1;3;07;;000610;000040;
