FICHE;SECT1;SECT2;ECH;NUMPERS;NUMDEP;D2A;D2B;D3;D4;D5A;D5B;D6;D7;D8;D9;D10;D11;Coef
3;01;028;003;01;01;01;;001028;1400;32;;;006007;1420;020;1;1;111.7186
3;01;028;003;01;02;32;;006007;1520;01;;;001028;1535;015;1;1;111.7186
3;01;028;003;02;01;01;;001028;1400;32;;;006007;1420;020;1;1;111.7186
3;01;028;003;02;02;32;;006007;1520;01;;;001028;1535;015;1;1;111.7186
3;01;031;005;01;01;01;;001031;0715;61;11;;014007;0745;030;1;1;115.9820
3;01;031;005;01;02;63;11;014007;0745;11;;;001035;0815;030;1;1;115.9820
3;01;031;005;01;03;11;;001035;1200;01;;;001031;1205;005;1;1;115.9820
3;01;031;005;01;04;01;;001031;1305;11;;;001035;1310;005;1;1;115.9820
3;01;031;005;01;05;11;;001035;1645;64;11;;014007;1715;030;1;1;115.9820
3;01;031;005;01;06;62;11;014007;1715;01;;;001031;1745;030;1;1;115.9820
3;01;031;005;02;01;01;;001031;1300;33;;;800009;1325;025;1;1;115.9820
3;01;031;005;02;02;33;;800009;1630;01;;;001031;1650;020;1;1;115.9820
3;01;031;005;03;01;01;;001031;0715;28;;;014007;0745;030;1;1;115.9820
3;01;031;005;03;02;28;;014007;1715;01;;;001031;1745;030;1;1;115.9820
3;01;030;009;01;01;01;;001030;0800;11;;;013009;0825;025;1;3;111.7186
3;01;030;009;01;02;11;;013009;1200;53;;;013008;1205;005;1;3;111.7186
3;01;030;009;01;03;53;;013008;1315;11;;;013009;1320;005;1;3;111.7186
3;01;030;009;01;04;11;;013009;1900;01;;;001030;1920;020;1;3;111.7186
3;01;030;009;02;01;01;;001030;0820;11;;;011012;0900;040;1;1;111.7186
3;01;030;009;02;02;11;;011012;1300;41;;;007011;1320;020;1;1;111.7186
3;01;030;009;02;03;41;;007011;1430;33;;;012003;1450;020;1;1;111.7186
3;01;030;009;02;04;33;;012003;1505;01;;;001030;1525;020;1;1;111.7186
3;01;006;015;01;01;01;;001006;0545;11;;;001015;0555;010;1;1;115.9820
3;01;006;015;01;02;11;;001015;1305;01;;;001006;1315;010;1;1;115.9820
3;01;006;015;01;03;01;;001006;1630;54;;;001019;1635;005;1;1;115.9820
3;01;006;015;01;04;54;;001019;1650;01;;;001006;1655;005;1;1;115.9820
3;01;006;015;01;05;01;;001006;1730;32;;;001004;1735;005;1;1;115.9820
3;01;006;015;01;06;32;;001004;1750;54;;;001019;1755;005;1;1;115.9820
3;01;006;015;01;07;54;;001019;1900;01;;;001006;1905;005;1;1;115.9820
3;01;006;015;02;01;01;;001006;0545;11;;;001015;0555;010;1;1;115.9820
3;01;006;015;02;02;11;;001015;1305;01;;;001006;1315;010;1;1;115.9820
3;01;006;015;02;03;01;;001006;1630;54;;;001019;1635;005;1;1;115.9820
3;01;006;015;02;04;54;;001019;1650;01;;;001006;1655;005;1;1;115.9820
3;01;006;015;03;01;01;;001006;0800;25;;;024012;0900;060;1;1;115.9820
3;01;006;015;03;02;25;;024012;1600;32;;;006007;1645;045;1;1;115.9820
3;01;006;015;03;03;32;;006007;1710;01;;;001006;1735;025;1;1;115.9820
3;01;007;016;01;01;01;;001007;0730;11;;;011013;0820;050;1;1;115.7969
3;01;007;016;01;02;11;;011013;1630;32;;;011009;1645;015;1;1;115.7969
3;01;007;016;01;03;32;;011009;1745;32;;;001004;1815;030;1;1;115.7969
3;01;007;016;01;04;32;;001004;1830;33;;;001004;1840;010;1;1;115.7969
3;01;007;016;01;05;33;;001004;1850;01;;;001007;1855;005;1;1;115.7969
3;01;007;016;01;06;01;;001007;1945;53;;;001026;2000;015;1;1;115.7969
3;01;007;016;01;07;53;;001026;2255;54;;;001028;2305;010;1;1;115.7969
3;01;007;016;01;08;54;;001028;2445;01;;;001007;2500;015;1;1;115.7969
3;01;019;017;01;01;01;;001019;0530;33;;;001004;0535;005;0;;115.9820
3;01;019;017;01;02;33;;001004;0536;01;;;001019;0540;004;0;;115.9820
3;01;019;017;02;01;01;;001019;1045;33;;;001019;1050;005;0;;115.9820
3;01;019;017;02;02;33;;001019;1140;01;;;001019;1145;005;0;;115.9820
3;01;019;017;02;03;01;;001019;1500;54;;;001007;1505;005;1;;115.9820
3;01;019;017;02;04;54;;001007;1520;42;;;001007;1522;002;1;;115.9820
3;01;019;017;02;05;42;;001007;1522;41;;;001004;1530;008;1;;115.9820
3;01;019;017;02;06;41;;001004;1615;01;;;001019;1620;005;1;;115.9820
3;01;019;017;02;07;01;;001019;1840;11;;;001004;1845;005;0;;115.9820
3;01;019;017;02;08;11;;001004;2030;01;;;001019;2035;005;0;;115.9820
3;01;004;018;01;01;01;;001004;0400;11;;;026015;0430;030;1;1;128.2149
3;01;004;018;01;02;11;;026015;1300;01;;;001004;1330;030;1;1;128.2149
3;01;004;018;02;01;01;;001004;0750;61;22;;001004;0752;002;1;1;128.2149
3;01;004;018;02;02;63;22;001004;0752;11;;;001031;0800;008;1;1;128.2149
3;01;004;018;02;03;11;;001031;1600;64;32;;001004;1605;005;1;1;128.2149
3;01;004;018;02;04;62;32;001004;1605;32;;;001006;1610;005;1;1;128.2149
3;01;004;018;02;05;32;;001006;1730;61;01;;001004;1735;005;1;1;128.2149
3;01;004;018;02;06;63;01;001004;1735;01;;;001004;1740;005;1;1;128.2149
3;01;004;018;02;07;01;;001004;1820;51;;;001019;1825;005;1;3;128.2149
3;01;004;018;02;08;51;;001019;1945;01;;;001004;1950;005;1;3;128.2149
3;01;004;018;03;01;01;;001004;0725;11;;;001004;0730;005;1;3;128.2149
3;01;004;018;03;02;11;;001004;0745;12;;;001007;0750;005;1;3;128.2149
3;01;004;018;03;03;12;;001007;1155;01;;;001004;1200;005;1;3;128.2149
3;01;004;018;03;04;01;;001004;1255;11;;;001004;1300;005;1;3;128.2149
3;01;004;018;03;05;11;;001004;1305;12;;;001007;1310;005;1;3;128.2149
3;01;004;018;03;06;12;;001007;1705;11;;;001004;1710;005;1;3;128.2149
3;01;004;018;03;07;11;;001004;1715;01;;;001004;1720;005;1;3;128.2149
3;01;004;018;03;08;01;;001004;1910;51;;;001008;1915;005;1;1;128.2149
3;01;004;018;03;09;51;;001008;2700;01;;;001004;2705;005;1;1;128.2149
3;01;004;018;04;01;01;;001004;0750;22;;;001004;0805;015;1;1;128.2149
3;01;004;018;04;02;22;;001004;1205;53;;;001004;1206;001;0;;128.2149
3;01;004;018;04;03;53;;001004;1300;22;;;001004;1301;001;0;;128.2149
3;01;004;018;04;04;22;;001004;1700;01;;;001004;1715;015;0;;128.2149
3;01;007;019;01;01;01;;001007;0900;32;;;001006;0905;005;1;1;022.8455
3;01;007;019;01;02;32;;001006;0935;01;;;001007;0940;005;1;1;022.8455
3;01;007;019;02;01;01;;001007;1200;41;;;036011;1330;090;2;1;022.8455
3;01;007;019;02;02;41;;036011;1600;01;;;001007;1730;090;2;1;022.8455
3;01;007;019;03;01;01;;001007;0730;11;;;001015;0740;010;1;3;022.8455
3;01;007;019;03;02;11;;001015;1615;01;;;001007;1700;045;0;;022.8455
3;01;007;019;04;01;01;;001007;0800;25;;;033009;0825;025;1;1;022.8455
3;01;007;019;04;02;25;;033009;1730;01;;;001007;1750;020;1;1;022.8455
3;01;007;019;05;01;01;;001007;1200;61;41;;036011;1330;090;2;1;022.8455
3;01;007;019;05;02;61;41;036011;1600;01;;;001007;1730;090;2;1;022.8455
3;01;007;019;06;01;01;;001007;1200;61;41;;036011;1330;090;2;1;022.8455
3;01;007;019;06;02;61;41;036011;1600;01;;;001007;1730;090;2;1;022.8455
3;01;007;019;07;01;01;;001007;0740;23;;;001006;0750;010;1;;022.8455
3;01;007;019;07;02;23;;001006;1200;01;;;001007;1210;010;1;;022.8455
3;01;007;019;07;03;01;;001007;1325;23;;;001006;1335;010;1;;022.8455
3;01;007;019;07;04;23;;001006;1650;01;;;001007;1700;010;1;;022.8455
3;01;029;021;01;01;01;;001029;0745;41;;;031003;0830;045;1;1;111.7186
3;01;029;021;01;02;41;;031003;0930;33;;;031001;0935;005;0;;111.7186
3;01;029;021;01;03;33;;031001;0935;01;;;001029;1000;025;1;1;111.7186
3;01;011;026;01;01;01;;001011;0725;11;;;029005;0750;025;1;1;128.2149
3;01;011;026;01;02;11;;029005;1205;12;;;018013;1215;010;1;3;128.2149
3;01;011;026;01;03;12;;018013;1330;11;;;029005;1340;010;1;3;128.2149
3;01;011;026;01;04;11;;029005;1800;01;;;001011;1830;030;1;1;128.2149
3;01;011;026;02;01;01;;001011;0740;61;22;;001004;0750;010;1;1;128.2149
3;01;011;026;02;02;63;22;001004;0750;61;22;;001006;0755;005;1;1;128.2149
3;01;011;026;02;03;63;22;001006;0755;11;;;012006;0830;035;1;1;128.2149
3;01;011;026;02;04;11;;012006;1200;52;;;012002;1230;030;0;;128.2149
3;01;011;026;02;05;52;;012002;1230;11;;;012006;1300;030;0;;128.2149
3;01;011;026;02;06;11;;012006;1720;64;22;;001004;1750;030;1;1;128.2149
3;01;011;026;02;07;62;22;001004;1750;61;55;;001004;1755;005;1;1;128.2149
3;01;011;026;02;08;63;55;001004;1755;64;54;;001006;1800;005;1;1;128.2149
3;01;011;026;02;09;62;54;001006;1810;01;;;001011;1815;005;1;1;128.2149
3;01;011;026;02;10;01;;001011;1850;64;55;;001004;1905;015;1;1;128.2149
3;01;011;026;02;11;62;55;001004;1905;33;;;001012;1915;010;1;1;128.2149
3;01;011;026;02;12;33;;001012;1916;01;;;001011;1921;005;1;1;128.2149
3;01;011;026;03;01;01;;001011;0740;22;;;001004;0750;010;1;1;128.2149
3;01;011;026;03;02;22;;001004;1230;53;;;001004;1235;005;0;;128.2149
3;01;011;026;03;03;53;;001004;1300;22;;;001004;1305;005;0;;128.2149
3;01;011;026;03;04;22;;001004;1750;55;;;001004;1755;005;1;1;128.2149
3;01;011;026;03;05;55;;001004;1905;33;;;001012;1915;010;1;1;128.2149
3;01;011;026;03;06;33;;001012;1915;01;;;001011;1920;005;1;1;128.2149
3;01;011;026;04;01;01;;001011;0740;61;22;;001004;0750;010;1;1;128.2149
3;01;011;026;04;02;63;22;001004;0750;22;;;001006;0755;005;1;1;128.2149
3;01;011;026;04;03;22;;001006;1130;54;;;001006;1145;015;0;;128.2149
3;01;011;026;04;04;54;;001006;1315;22;;;001006;1330;015;0;;128.2149
3;01;011;026;04;05;22;;001006;1550;54;;;001006;1605;015;0;;128.2149
3;01;011;026;04;06;54;;001006;1630;57;;;001006;1635;005;0;;128.2149
3;01;011;026;04;07;57;;001006;1800;01;;;001011;1815;015;1;1;128.2149
3;01;030;028;01;01;01;;001030;0730;11;;;001004;0745;015;1;2;017.6675
3;01;030;028;01;02;11;;001004;1135;54;;;001004;1140;005;1;1;017.6675
3;01;030;028;01;03;54;;001004;1150;01;;;001030;1205;015;1;2;017.6675
3;01;030;028;01;04;01;;001030;1310;11;;;001004;1325;015;1;2;017.6675
3;01;030;028;01;05;11;;001004;1630;01;;;001030;1645;015;1;2;017.6675
3;01;030;028;02;01;01;;001030;0735;61;21;;001030;0740;005;0;;017.6675
3;01;030;028;02;02;63;21;001030;0745;11;;;001030;0750;005;0;;017.6675
3;01;030;028;02;03;11;;001030;1715;62;21;;001030;1720;005;0;;017.6675
3;01;030;028;02;04;62;21;001030;1730;01;;;001030;1735;005;0;;017.6675
3;01;012;030;01;01;01;;001012;1400;11;;;011006;1430;030;1;1;115.7969
3;01;012;030;01;02;11;;011006;1445;32;;;011009;1455;010;1;1;115.7969
3;01;012;030;01;03;32;;011009;1700;01;;;001012;1745;045;1;1;115.7969
3;01;041;031;01;01;01;;001041;0515;11;;;800001;0555;040;1;1;111.7186
3;01;041;031;01;02;11;;800001;1430;01;;;001041;1600;090;1;1;111.7186
3;01;041;031;01;03;01;;001041;1700;61;41;;001007;1715;015;1;1;111.7186
3;01;041;031;01;04;61;41;001007;1815;01;;;001041;1830;015;1;1;111.7186
3;01;041;031;02;01;01;;001041;1700;41;;;001007;1715;015;1;1;111.7186
3;01;041;031;02;02;41;;001007;1815;01;;;001041;1830;015;1;1;111.7186
3;01;028;033;01;01;01;;001028;0400;11;;;027001;0430;030;1;1;111.7186
3;01;028;033;01;02;11;;027001;1230;01;;;001028;1300;030;1;3;111.7186
3;01;028;033;02;01;01;;001028;0815;11;;;011009;0845;030;1;1;111.7186
3;01;028;033;02;02;11;;011009;1520;01;;;001028;1700;100;1;1;111.7186
3;01;028;033;02;03;01;;001028;1950;51;;;001035;1955;005;1;1;111.7186
3;01;028;033;02;04;51;;001035;2120;01;;;001028;2125;005;1;1;111.7186
3;01;012;034;01;01;01;;001012;1000;32;;;001006;1010;010;1;1;115.7969
3;01;012;034;01;02;32;;001006;1040;01;;;001012;1050;010;1;1;115.7969
3;01;012;034;01;03;01;;001012;1350;51;;;001019;1400;010;1;1;115.7969
3;01;012;034;01;04;51;;001019;1730;01;;;001012;1740;010;1;1;115.7969
3;01;012;034;01;05;01;;001012;2030;64;54;;006009;2050;020;1;1;115.7969
3;01;012;034;01;06;62;54;006009;2050;01;;;001012;2110;020;1;1;115.7969
3;01;034;036;01;01;01;;001034;0700;11;;;025006;0730;030;1;1;115.9820
3;01;034;036;01;02;11;;025006;1200;53;;;033001;1210;010;0;;115.9820
3;01;034;036;01;03;53;;033001;1300;11;;;025006;1310;010;0;;115.9820
3;01;034;036;01;04;11;;025006;1730;33;;;037009;1745;015;0;;115.9820
3;01;034;036;01;05;33;;037009;1815;33;;;036005;1825;010;0;;115.9820
3;01;034;036;01;06;33;;036005;1830;01;;;001034;1915;045;1;1;115.9820
3;01;034;036;01;07;01;;001034;1915;64;21;;001034;1916;001;0;;115.9820
3;01;034;036;01;08;62;21;001034;1930;01;;;001034;1931;001;0;;115.9820
3;01;034;036;02;01;01;;001034;0825;61;21;;001034;0826;001;0;;115.9820
3;01;034;036;02;02;63;21;001034;0840;01;;;001034;0841;001;0;;115.9820
3;01;034;036;02;03;01;;001034;0845;64;01;;001035;0847;002;1;1;115.9820
3;01;034;036;02;04;62;01;001035;0847;33;;;060002;0857;010;1;1;115.9820
3;01;034;036;02;05;33;;060002;0902;11;;;060002;0904;002;0;;115.9820
3;01;034;036;02;06;11;;060002;1205;61;01;;001035;1217;012;1;1;115.9820
3;01;034;036;02;07;63;01;001035;1217;01;;;001034;1219;002;1;1;115.9820
3;01;034;036;02;08;01;;001034;1240;54;;;001034;1241;001;0;;115.9820
3;01;034;036;02;09;54;;001034;1359;01;;;001034;1400;001;0;;115.9820
3;01;034;036;02;10;01;;001034;1412;64;01;;001035;1414;002;1;1;115.9820
3;01;034;036;02;11;62;01;001035;1414;11;;;060002;1424;010;1;1;115.9820
3;01;034;036;02;12;11;;060002;1903;61;01;;001035;1913;010;1;1;115.9820
3;01;034;036;02;13;63;01;001035;1913;01;;;001034;1915;002;1;1;115.9820
3;01;034;036;02;14;01;;001034;1915;64;21;;001034;1916;001;0;;115.9820
3;01;034;036;02;15;62;21;001034;1930;01;;;001034;1931;001;0;;115.9820
3;01;019;037;01;01;01;;001019;0745;61;22;;001004;0748;003;0;;111.7186
3;01;019;037;01;02;63;22;001004;0748;01;;;001019;0751;003;0;;111.7186
3;01;019;037;01;03;01;;001019;0900;34;;;001004;0910;010;0;;111.7186
3;01;019;037;01;04;34;;001004;1000;01;;;001019;1010;010;0;;111.7186
3;01;019;037;01;05;01;;001019;1150;64;22;;001004;1153;003;0;;111.7186
3;01;019;037;01;06;62;22;001004;1200;01;;;001019;1203;003;0;;111.7186
3;01;019;037;01;07;01;;001019;1345;61;22;;001004;1348;003;0;;111.7186
3;01;019;037;01;08;63;22;001004;1348;01;;;001019;1351;003;0;;111.7186
3;01;019;037;01;09;01;;001019;1555;64;22;;001004;1558;003;0;;111.7186
3;01;019;037;01;10;62;22;001004;1558;01;;;001019;1601;003;0;;111.7186
3;01;019;037;02;01;01;;001019;0745;22;;;001004;0748;003;0;;111.7186
3;01;019;037;02;02;22;;001004;1200;01;;;001019;1203;003;0;;111.7186
3;01;019;037;02;03;01;;001019;1345;22;;;001004;1348;003;0;;111.7186
3;01;019;037;02;04;22;;001004;1558;01;;;001019;1601;003;0;;111.7186
3;01;012;038;01;01;01;;001012;1600;33;;;006003;1615;015;1;1;111.7186
3;01;012;038;01;02;33;;006003;1700;32;;;006006;1715;015;1;1;111.7186
3;01;012;038;01;03;32;;006006;1810;01;;;001012;1830;020;1;1;111.7186
3;01;012;038;02;01;01;;001012;1600;33;;;006003;1615;015;1;1;111.7186
3;01;012;038;02;02;33;;006003;1700;32;;;006006;1715;015;1;1;111.7186
3;01;012;038;02;03;32;;006006;1810;01;;;001012;1830;020;1;1;111.7186
3;01;030;040;01;01;01;;001030;1500;41;;;014007;1515;015;1;1;111.7186
3;01;030;040;01;02;41;;014007;1630;32;;;006014;1645;015;1;1;111.7186
3;01;030;040;01;03;32;;006014;1745;01;;;001030;1800;015;1;1;111.7186
3;01;030;040;01;04;01;;001030;2100;11;;;014007;2120;020;1;1;111.7186
3;01;030;040;02;01;01;;001030;1400;11;;;014007;1415;015;1;1;111.7186
3;01;030;040;02;02;11;;014007;1800;12;;;921231;2200;240;1;3;111.7186
3;01;030;040;02;03;12;;921231;2330;11;;;014007;2730;240;1;3;111.7186
3;01;030;040;02;04;11;;014007;2730;01;;;001030;2745;015;1;1;111.7186
3;01;037;042;01;01;01;;001037;0815;11;;;028005;0905;050;1;3;115.7969
3;01;037;042;01;02;11;;028005;1200;54;;;011015;1210;010;1;3;115.7969
3;01;037;042;01;03;54;;011015;1300;11;;;028005;1310;010;1;3;115.7969
3;01;037;042;01;04;11;;028005;1825;33;;;007013;1840;015;1;3;115.7969
3;01;037;042;01;05;33;;007013;1842;01;;;001037;1900;018;1;3;115.7969
3;01;040;043;02;01;01;;001040;0800;32;;;001006;0810;010;1;1;111.7186
3;01;040;043;02;02;32;;001006;0915;01;;;001040;0925;010;1;1;111.7186
3;01;022;044;01;01;01;;001022;1430;61;54;;011003;1450;020;1;1;111.7186
3;01;022;044;01;02;63;54;011003;1450;32;;;025017;1505;015;1;1;111.7186
3;01;022;044;01;03;32;;025017;1530;32;;;028005;1600;030;1;1;111.7186
3;01;022;044;01;04;32;;028005;1700;64;54;;011003;1730;030;1;1;111.7186
3;01;022;044;01;05;62;54;011003;1800;01;;;001022;1830;030;1;1;111.7186
3;01;022;044;02;01;01;;001022;1430;54;;;011003;1450;020;1;1;111.7186
3;01;022;044;02;02;54;;011003;1800;01;;;001022;1830;030;1;1;111.7186
3;01;037;046;01;01;01;;001037;1400;32;;;001004;1415;015;1;1;115.7969
3;01;037;046;01;02;32;;001004;1445;01;;;001037;1500;015;1;1;115.7969
3;01;034;047;01;01;01;;001034;0820;11;;;001017;0830;010;1;1;111.7186
3;01;034;047;01;02;11;;001017;1645;01;;;001034;1655;010;1;1;111.7186
3;01;034;047;01;03;01;;001034;1950;51;;;001032;1955;005;1;1;111.7186
3;01;034;047;01;04;51;;001032;2200;01;;;001034;2210;010;0;;111.7186
3;01;005;048;01;01;01;;001005;1000;33;;;001006;1010;010;0;;111.7186
3;01;005;048;01;02;33;;001006;1050;01;;;001005;1100;010;0;;111.7186
3;01;032;049;01;01;01;;001032;0900;11;;;968063;1000;060;1;3;115.9820
3;01;032;049;01;02;11;;968063;1805;01;;;001032;1905;060;1;3;115.9820
3;01;032;049;01;03;01;;001032;1950;64;51;;001033;1952;002;1;1;115.9820
3;01;032;049;01;04;62;51;001033;1953;51;;;048001;2015;022;1;1;115.9820
3;01;032;049;01;05;51;;048001;2350;53;;;006002;2410;020;1;1;115.9820
3;01;032;049;01;06;53;;006002;2558;61;01;;001033;2610;012;1;1;115.9820
3;01;032;049;01;07;63;01;001033;2610;01;;;001032;2612;002;1;1;115.9820
3;01;032;049;02;01;01;;001032;0930;61;24;;028002;1000;030;1;1;115.9820
3;01;032;049;02;02;63;24;028002;1000;54;;;001034;1030;030;1;1;115.9820
3;01;032;049;02;03;54;;001034;1032;01;;;001032;1034;002;1;1;115.9820
3;01;032;049;02;04;01;;001032;1550;54;;;001034;1552;002;1;1;115.9820
3;01;032;049;02;05;54;;001034;1745;01;;;001032;1747;002;1;1;115.9820
3;01;032;049;02;06;01;;001032;1750;33;;;001006;1800;010;1;1;115.9820
3;01;032;049;02;07;33;;001006;1825;33;;;001004;1830;005;1;1;115.9820
3;01;032;049;02;08;33;;001004;1850;01;;;001032;1900;010;1;1;115.9820
3;01;032;049;02;09;01;;001032;1905;54;;;001034;1908;003;1;1;115.9820
3;01;032;049;02;10;54;;001034;1913;01;;;001032;1915;002;1;1;115.9820
3;01;032;049;02;11;01;;001032;1945;54;;;041010;2000;015;1;1;115.9820
3;01;032;049;02;12;54;;041010;2330;01;;;001032;2350;020;1;1;115.9820
3;01;032;049;03;01;01;;001032;0930;24;;;028002;1000;030;1;1;115.9820
3;01;032;049;03;02;24;;028002;1700;01;;;001032;1730;030;1;3;115.9820
3;01;032;049;03;03;01;;001032;1830;55;;;001034;1832;002;1;;115.9820
3;01;032;049;03;04;55;;001034;2015;01;;;001032;2017;002;1;;115.9820
3;01;032;049;03;05;01;;001032;2030;51;;;018003;2100;030;1;3;115.9820
3;01;032;049;03;06;51;;018003;2230;57;;;037007;2300;030;1;3;115.9820
3;01;032;049;03;07;57;;037007;2500;01;;;001032;2530;030;1;3;115.9820
3;01;006;051;01;01;01;;001006;1600;32;;;001006;1615;015;0;;111.7186
3;01;006;051;01;02;32;;001006;1645;32;;;001019;1710;025;0;;111.7186
3;01;006;051;01;03;32;;001019;1740;42;;;001019;1800;020;0;;111.7186
3;01;006;051;01;04;42;;001019;1800;01;;;001006;1810;010;0;;111.7186
3;01;006;054;01;01;01;;001006;1130;54;;;043015;1215;045;1;1;111.7186
3;01;006;054;01;02;54;;043015;1800;01;;;001006;1845;045;1;1;111.7186
3;01;006;054;02;01;01;;001006;1130;54;;;043015;1215;045;1;1;111.7186
3;01;006;054;02;02;54;;043015;1800;01;;;001006;1845;045;1;1;111.7186
3;01;006;055;01;01;01;;001006;1000;52;;;001004;1130;090;0;;115.7969
3;01;006;055;01;02;52;;001004;1130;01;;;001006;1300;090;0;;115.7969
3;01;029;057;01;01;01;;001029;0630;11;;;032012;0650;020;1;1;111.7186
3;01;029;057;01;02;11;;032012;1840;01;;;001029;1900;020;1;1;111.7186
3;01;029;057;02;01;01;;001029;0900;64;01;;001039;0915;015;1;1;111.7186
3;01;029;057;02;02;62;01;001039;0930;61;33;;001004;0935;005;1;1;111.7186
3;01;029;057;02;03;61;33;001004;0945;32;;;001006;0950;005;1;1;111.7186
3;01;029;057;02;04;32;;001006;1100;61;01;;001039;1115;015;1;1;111.7186
3;01;029;057;02;05;63;01;001039;1200;01;;;001029;1215;015;1;1;111.7186
3;01;022;058;01;01;01;;001022;0900;41;;;036011;1000;060;1;1;115.7969
3;01;022;058;01;02;41;;036011;1145;01;;;001022;1245;060;1;1;115.7969
3;01;004;059;01;01;01;;001004;1500;32;;;001006;1520;020;0;;111.7186
3;01;004;059;01;02;32;;001006;1550;01;;;001004;1610;020;0;;111.7186
3;01;024;061;01;01;01;;001024;0640;11;;;001023;0645;005;1;3;115.9820
3;01;024;061;01;02;11;;001023;1200;01;;;001024;1205;005;1;3;115.9820
3;01;024;061;01;03;01;;001024;1320;11;;;001023;1325;005;1;3;115.9820
3;01;024;061;01;04;11;;001023;1700;01;;;001024;1705;005;1;3;115.9820
3;01;024;061;01;05;01;;001024;1715;61;41;;001021;1720;005;1;1;115.9820
3;01;024;061;01;06;63;41;001021;1720;42;;;001023;1725;005;1;1;115.9820
3;01;024;061;01;07;42;;001023;1730;64;41;;001021;1735;005;1;1;115.9820
3;01;024;061;01;08;62;41;001021;1735;01;;;001024;1740;005;1;1;115.9820
3;01;024;061;02;01;01;;001024;0850;33;;;001022;0900;010;1;1;115.9820
3;01;024;061;02;02;33;;001022;0901;33;;;001037;0910;009;1;1;115.9820
3;01;024;061;02;03;33;;001037;0911;54;;;001037;0915;004;1;1;115.9820
3;01;024;061;02;04;54;;001037;1045;01;;;001024;1055;010;1;1;115.9820
3;01;024;061;02;05;01;;001024;1715;41;;;001021;1720;005;1;1;115.9820
3;01;024;061;02;06;41;;001021;1735;01;;;001024;1740;005;1;1;115.9820
3;01;021;063;01;01;01;;001021;0615;11;;;027008;0640;025;1;1;128.2149
3;01;021;063;01;02;11;;027008;0815;12;;;027011;0820;005;1;3;128.2149
3;01;021;063;01;03;12;;027011;0835;12;;;028013;0850;015;1;3;128.2149
3;01;021;063;01;04;12;;028013;0920;11;;;027008;0930;010;1;3;128.2149
3;01;021;063;01;05;11;;027008;1030;12;;;028012;1040;010;1;3;128.2149
3;01;021;063;01;06;12;;028012;1115;11;;;027008;1125;010;1;3;128.2149
3;01;021;063;01;07;11;;027008;1130;32;;;011009;1135;005;1;1;128.2149
3;01;021;063;01;08;32;;011009;1215;11;;;027008;1230;015;1;1;128.2149
3;01;021;063;01;09;11;;027008;1315;12;;;028013;1325;010;1;3;128.2149
3;01;021;063;01;10;12;;028013;1345;12;;;032008;1400;015;1;3;128.2149
3;01;021;063;01;11;12;;032008;1415;11;;;027008;1430;015;1;3;128.2149
3;01;021;063;01;12;11;;027008;1700;01;;;001021;1725;025;1;1;128.2149
3;01;021;063;01;13;01;;001021;1825;61;55;;001022;1829;004;1;1;128.2149
3;01;021;063;01;14;63;55;001022;1830;01;;;001021;1834;004;1;1;128.2149
3;01;021;063;02;01;01;;001021;0745;11;;;060041;0800;015;1;1;128.2149
3;01;021;063;02;02;11;;060041;1150;01;;;001021;1205;015;1;1;128.2149
3;01;021;063;02;03;01;;001021;1320;11;;;060041;1335;015;1;1;128.2149
3;01;021;063;02;04;11;;060041;1845;01;;;001021;1900;015;1;1;128.2149
3;01;021;063;02;05;01;;001021;1900;64;55;;001022;1905;005;1;1;128.2149
3;01;021;063;02;06;62;55;001022;1905;01;;;001021;1910;005;1;1;128.2149
3;01;021;063;03;01;01;;001021;0745;23;;;001022;0755;010;1;;128.2149
3;01;021;063;03;02;23;;001022;1205;01;;;001021;1215;010;1;;128.2149
3;01;021;063;03;03;01;;001021;1345;23;;;001022;1355;010;1;;128.2149
3;01;021;063;03;04;23;;001022;1710;01;;;001021;1720;010;1;;128.2149
3;01;021;063;03;05;01;;001021;1825;55;;;001022;1829;004;1;1;128.2149
3;01;021;063;03;06;55;;001022;1905;01;;;001021;1910;005;1;1;128.2149
3;01;026;064;01;01;01;;001026;1330;32;;;001006;1345;015;1;1;115.7969
3;01;026;064;01;02;32;;001006;1530;01;;;001026;1545;015;1;1;115.7969
3;01;006;066;01;01;01;;001006;1445;61;11;;001014;1500;015;1;1;115.9820
3;01;006;066;01;02;63;11;001014;1500;01;;;001006;1515;015;1;1;115.9820
3;01;006;066;02;01;01;;001006;1200;25;;;062009;1230;030;1;1;115.9820
3;01;006;066;02;02;25;;062009;1700;01;;;001006;1730;030;1;1;115.9820
3;01;006;066;02;03;01;;001006;1745;33;;;006009;1800;015;1;3;115.9820
3;01;006;066;02;04;33;;006009;1820;01;;;001006;1845;025;1;3;115.9820
3;01;006;066;02;05;01;;001006;2010;54;;;001007;2015;005;1;1;115.9820
3;01;006;066;02;06;54;;001007;2045;53;;;001004;2050;005;1;3;115.9820
3;01;006;066;02;07;53;;001004;2330;57;;;700099;2400;030;1;3;115.9820
3;01;006;066;03;01;01;;001006;1445;11;;;001014;1500;015;1;1;115.9820
3;01;006;066;03;02;11;;001014;2200;01;;;001006;2215;015;1;3;115.9820
3;01;040;067;01;01;01;;001040;0700;11;;;001040;0705;005;1;;111.7186
3;01;040;067;01;02;11;;001040;1200;01;;;001040;1205;005;1;;111.7186
3;01;040;067;01;03;01;;001040;1245;11;;;001040;1250;005;1;1;111.7186
