FICHE;SECT1;SECT2;ECH;NUMPERS;NUMDEP;D2A;D2B;D3;D4;D5A;D5B;D6;D7;D8;D9;D10;D11;Coef
3;22;002;031;04;02;51;;023001;1930;01;;;022002;1940;010;1;1;041.0746
3;22;005;033;01;01;01;;022005;1600;33;;;021001;1605;005;0;;056.7647
3;22;005;033;01;02;33;;021001;1620;32;;;021001;1622;002;0;;056.7647
3;22;005;033;01;03;32;;021001;1720;01;;;022005;1730;010;0;;056.7647
3;22;003;042;01;01;01;;022003;1300;57;;;022003;1305;005;0;;033.2020
3;22;003;042;01;02;57;;022003;1600;01;;;022003;1605;005;0;;033.2020
3;22;003;042;02;01;01;;022003;1300;57;;;022003;1305;005;0;;033.2020
3;22;003;042;02;02;57;;022003;1600;01;;;022003;1605;005;0;;033.2020
3;22;003;044;01;01;01;;022003;1130;31;;;030001;1140;010;1;1;045.7343
3;22;003;044;01;02;31;;030001;1200;53;;;037004;1205;005;0;;045.7343
3;22;003;044;01;03;53;;037004;1333;01;;;022003;1345;012;1;1;045.7343
3;22;003;044;01;04;01;;022003;1400;32;;;009018;1420;020;1;1;045.7343
3;22;003;044;01;05;32;;009018;1450;33;;;009032;1455;005;0;;045.7343
3;22;003;044;01;06;33;;009032;1525;32;;;009018;1530;005;0;;045.7343
3;22;003;044;01;07;32;;009018;1600;01;;;022003;1620;020;1;1;045.7343
3;22;005;045;01;01;01;;022005;1000;41;;;021003;1020;020;1;1;030.1061
3;22;005;045;01;02;41;;021003;1130;01;;;022005;1150;020;1;1;030.1061
3;22;005;045;02;01;01;;022005;0630;11;;;033001;0650;020;1;1;030.1061
3;22;005;045;02;02;11;;033001;1300;01;;;022005;1330;030;1;1;030.1061
3;22;005;045;02;03;01;;022005;1500;52;;;022005;1630;090;0;;030.1061
3;22;005;045;02;04;52;;022005;1630;01;;;022005;1800;090;0;;030.1061
3;22;005;045;03;01;01;;022005;0750;22;;;022005;0753;003;0;;030.1061
3;22;005;045;03;02;22;;022005;1200;01;;;022005;1203;003;0;;030.1061
3;22;005;045;03;03;01;;022005;1400;52;;;022005;1530;090;0;;030.1061
3;22;005;045;03;04;52;;022005;1530;01;;;022005;1700;090;0;;030.1061
3;22;005;047;01;01;01;;022005;0730;12;;;034007;0755;025;1;1;037.3672
3;22;005;047;01;02;12;;034007;0800;52;;;021007;0830;030;1;3;037.3672
3;22;005;047;01;03;52;;021007;0830;12;;;034007;0900;030;1;3;037.3672
3;22;005;047;01;04;12;;034007;0900;52;;;021007;0930;030;1;3;037.3672
3;22;005;047;01;05;52;;021007;0930;12;;;034007;1000;030;1;3;037.3672
3;22;005;047;01;06;12;;034007;1000;52;;;021007;1030;030;1;3;037.3672
3;22;005;047;01;07;52;;021007;1030;12;;;034007;1100;030;1;3;037.3672
3;22;005;047;01;08;12;;034007;1100;52;;;021007;1130;030;1;3;037.3672
3;22;005;047;01;09;52;;021007;1130;12;;;034007;1200;030;1;3;037.3672
3;22;005;047;01;10;12;;034007;1200;52;;;021007;1230;030;1;3;037.3672
3;22;005;047;01;11;52;;021007;1230;12;;;034007;1300;030;1;3;037.3672
3;22;005;047;01;12;12;;034007;1330;64;12;;037010;1415;045;1;1;037.3672
3;22;005;047;01;13;62;42;037010;1455;61;11;;020007;1505;010;1;1;037.3672
3;22;005;047;01;14;63;11;020007;1505;01;;;022005;1510;005;1;1;037.3672
3;22;005;047;02;01;01;;022005;0810;11;;;020007;0825;015;0;;037.3672
3;22;005;047;02;02;11;;020007;1200;42;;;020009;1215;015;0;;037.3672
3;22;005;047;02;03;42;;020009;1225;42;;;023002;1240;015;1;1;037.3672
3;22;005;047;02;04;42;;023003;1250;11;;;020007;1305;015;2;1;037.3672
3;22;005;047;02;05;11;;020007;1330;42;;;037010;1415;045;1;1;037.3672
3;22;005;047;02;06;42;;037010;1455;11;;;020007;1510;015;1;1;037.3672
3;22;005;047;02;07;11;;020007;2200;01;;;022005;2220;020;0;;037.3672
3;22;004;049;01;01;01;;022004;1400;54;;;025001;1420;020;1;3;037.8993
3;22;004;049;01;02;54;;025001;1940;01;;;022004;2000;020;1;3;037.8993
3;22;004;049;03;01;01;;022004;1500;54;;;022001;1530;030;1;3;037.8993
3;22;004;049;03;02;54;;022001;2100;01;;;022004;2130;030;1;3;037.8993
3;22;004;049;04;01;01;;022004;1400;54;;;025001;1420;020;1;3;037.8993
3;22;004;049;04;02;54;;025001;1940;01;;;022004;2000;020;1;3;037.8993
3;22;004;049;05;01;01;;022004;1400;54;;;025001;1420;020;1;3;037.8993
3;22;004;049;05;02;54;;025001;1940;01;;;022004;2000;020;1;3;037.8993
3;22;004;050;01;01;01;;022004;0630;42;;;022004;0631;001;0;;045.7343
3;22;004;050;01;02;42;;022004;0631;01;;;022004;0632;001;0;;045.7343
3;22;004;050;01;03;01;;022004;1030;91;;;022004;1031;001;0;;045.7343
3;22;004;050;01;04;91;;022004;1031;01;;;022004;1032;001;0;;045.7343
3;22;004;050;01;05;01;;022004;1100;91;;;022004;1101;001;0;;045.7343
3;22;004;050;01;06;91;;022004;1110;01;;;022004;1111;001;0;;045.7343
3;22;004;050;01;07;01;;022004;1500;41;;;022003;1520;020;0;;045.7343
3;22;004;050;01;08;41;;022003;1610;01;;;022004;1630;020;0;;045.7343
3;22;004;051;01;01;01;;022004;0840;61;22;;022004;0842;002;1;1;033.2020
3;22;004;051;01;02;63;22;022004;0850;11;;;020010;0910;020;1;1;033.2020
3;22;004;051;01;03;11;;020010;1600;64;22;;022004;1620;020;1;1;033.2020
3;22;004;051;01;04;62;22;022004;1625;01;;;022004;1627;002;1;1;033.2020
3;22;004;051;02;01;01;;022004;0840;22;;;022004;0842;002;1;1;033.2020
3;22;004;051;02;02;22;;022004;1625;01;;;022004;1627;002;1;1;033.2020
3;22;005;053;01;01;01;;022005;0800;61;22;;019008;0815;015;1;1;037.3672
3;22;005;053;01;02;63;22;019008;0830;31;;;011009;0845;015;1;1;037.3672
3;22;005;053;01;03;31;;011009;0945;01;;;022005;1000;015;1;1;037.3672
3;22;005;053;01;04;01;;022005;1600;64;22;;019008;1615;015;1;1;037.3672
3;22;005;053;01;05;62;22;019008;1630;01;;;022005;1645;015;1;1;037.3672
3;22;005;053;02;01;01;;022005;0700;11;;;036011;0725;025;1;1;037.3672
3;22;005;053;02;02;11;;036011;1500;01;;;022005;1525;025;1;1;037.3672
3;22;005;053;03;01;01;;022005;0800;22;;;019008;0815;015;1;1;037.3672
3;22;005;053;03;02;22;;019008;1250;51;;;020001;1258;008;0;;037.3672
3;22;005;053;03;03;51;;020001;1350;22;;;019008;1358;008;0;;037.3672
3;22;005;053;03;04;22;;019008;1630;01;;;022005;1645;015;1;1;037.3672
3;22;005;055;01;01;01;;022005;0745;11;;;019007;0805;020;1;1;037.3672
3;22;005;055;01;02;11;;019007;1230;01;;;022005;1245;015;1;1;037.3672
3;22;005;055;01;03;01;;022005;1400;11;;;019007;1415;015;1;1;037.3672
3;22;005;055;01;04;11;;019007;1730;55;;;035002;1750;020;1;1;037.3672
3;22;005;055;01;05;55;;035002;1930;01;;;022005;1955;025;1;1;037.3672
3;22;005;055;02;01;01;;022005;0900;32;;;021001;0915;015;0;;037.3672
3;22;005;055;02;02;32;;021001;1010;01;;;022005;1025;015;0;;037.3672
3;22;005;055;03;01;01;;022005;1230;41;;;029002;1300;030;1;1;037.3672
3;22;005;055;03;02;41;;029002;1625;01;;;022005;1655;030;1;1;037.3672
3;22;005;055;03;03;01;;022005;1700;31;;;030001;1715;015;1;1;037.3672
3;22;005;055;03;04;31;;030001;1800;01;;;022005;1820;020;1;1;037.3672
3;22;003;056;01;01;01;;022003;1400;32;;;020007;1417;017;1;1;033.2020
3;22;003;056;01;02;32;;020007;1430;01;;;022003;1447;017;1;1;033.2020
3;22;005;058;01;01;01;;022005;0900;41;;;021001;0905;005;0;;056.7647
3;22;005;058;01;02;41;;021001;1000;01;;;022005;1005;005;0;;056.7647
3;22;005;058;01;03;01;;022005;1030;33;;;022005;1035;005;0;;056.7647
3;22;005;058;01;04;33;;022005;1040;01;;;022005;1045;005;0;;056.7647
3;22;005;058;01;05;01;;022005;1330;55;;;023005;1350;020;1;1;056.7647
3;22;005;058;01;06;55;;023005;1755;01;;;022005;1815;020;1;1;056.7647
3;22;003;061;01;01;01;;022003;0600;11;;;014001;0700;060;1;1;033.0931
3;22;003;061;01;02;11;;014001;1145;53;;;007008;1150;005;1;3;033.0931
3;22;003;061;01;03;53;;007008;1200;11;;;014001;1210;010;1;3;033.0931
3;22;003;061;01;04;11;;014001;1640;01;;;022003;1730;050;1;1;033.0931
3;22;003;061;02;01;01;;022003;0820;61;22;;022004;0830;010;0;;033.0931
3;22;003;061;02;02;63;22;022004;0830;01;;;022003;0845;015;0;;033.0931
3;22;003;061;02;03;01;;022003;1140;64;22;;022004;1150;010;0;;033.0931
3;22;003;061;02;04;62;22;022004;1200;01;;;022003;1210;010;0;;033.0931
3;22;003;061;02;05;01;;022003;1340;61;22;;022004;1350;010;0;;033.0931
3;22;003;061;02;06;63;22;022004;1350;01;;;022003;1400;010;0;;033.0931
3;22;003;061;02;07;01;;022003;1400;42;;;031017;1415;015;1;2;033.0931
3;22;003;061;02;08;42;;031017;1440;42;;;035001;1510;030;2;1;033.0931
3;22;003;061;02;09;42;;035001;1540;01;;;022003;1600;020;1;1;033.0931
3;22;003;061;03;01;01;;022003;0820;22;;;022004;0830;010;0;;033.0931
3;22;003;061;03;02;22;;022004;1200;01;;;022003;1210;010;0;;033.0931
3;22;003;061;03;03;01;;022003;1340;22;;;022004;1350;010;0;;033.0931
3;22;003;061;03;04;22;;022004;1620;01;;;022003;1630;010;0;;033.0931
3;22;005;064;01;01;01;;022005;0900;33;;;036003;0920;020;1;1;045.7343
3;22;005;064;01;02;33;;036003;1100;11;;;037011;1110;010;1;1;045.7343
3;22;005;064;01;03;11;;037011;2000;53;;;037003;2030;030;1;1;045.7343
3;22;005;064;01;04;53;;037003;2400;01;;;022005;2405;005;1;1;045.7343
3;22;004;065;01;01;01;;022004;1400;33;;;022003;1405;005;1;1;037.8993
3;22;004;065;01;02;33;;022003;1410;64;11;;025004;1430;020;1;1;037.8993
3;22;004;065;01;03;62;11;025004;1435;01;;;022004;1500;025;1;1;037.8993
3;22;004;065;02;01;01;;022004;0800;11;;;025004;0945;105;2;1;037.8993
3;22;004;065;02;02;11;;025004;1435;01;;;022004;1500;025;1;1;037.8993
3;22;004;065;03;01;01;;022004;1400;43;;;020004;1420;020;1;1;037.8993
3;22;004;065;03;02;43;;020004;1540;01;;;022004;1600;020;1;1;037.8993
3;22;004;065;04;01;01;;022004;0800;24;;;021004;0820;020;0;;037.8993
3;22;004;065;04;02;24;;021004;1130;01;;;022004;1150;020;0;;037.8993
3;22;004;065;04;03;01;;022004;1230;24;;;021004;1250;020;0;;037.8993
3;22;004;065;04;04;24;;021004;1735;01;;;022004;1800;025;0;;037.8993
3;22;004;065;05;01;01;;022004;0700;28;;;037001;0745;045;1;1;037.8993
3;22;004;065;05;02;28;;037001;1200;01;;;022004;1245;045;1;1;037.8993
3;22;004;065;05;03;01;;022004;1310;28;;;037001;1350;040;1;1;037.8993
3;22;004;065;05;04;28;;037001;1710;01;;;022004;1750;040;1;1;037.8993
3;22;004;065;05;05;01;;022004;2130;55;;;800009;2200;030;1;3;037.8993
3;22;004;065;05;06;55;;800009;2300;01;;;022004;2330;030;1;3;037.8993
3;22;004;065;06;01;01;;022004;0800;22;;;022004;0805;005;0;;037.8993
3;22;004;065;06;02;22;;022004;1630;01;;;022004;1635;005;0;;037.8993
3;22;005;068;01;01;01;;022005;0830;11;;;037004;0850;020;1;1;041.2098
3;22;005;068;01;02;11;;037004;1200;01;;;022005;1220;020;1;1;041.2098
3;22;005;068;01;03;01;;022005;1300;11;;;037004;1325;025;1;1;041.2098
3;22;005;068;01;04;11;;037004;1810;01;;;022005;1830;020;1;1;041.2098
3;22;005;068;02;01;01;;022005;0735;55;;;031001;0800;025;1;1;041.2098
3;22;005;068;02;02;55;;031001;1200;01;;;022005;1220;020;1;1;041.2098
3;22;005;070;01;01;01;;022005;1100;42;;;022003;1110;010;1;1;033.0931
3;22;005;070;01;02;42;;022003;1130;11;;;009028;1150;020;1;1;033.0931
3;22;005;070;01;03;11;;009028;1600;32;;;009028;1605;005;0;;033.0931
3;22;005;070;01;04;32;;009023;1700;11;;;009028;1705;005;0;;033.0931
3;22;005;070;01;05;11;;009028;2330;01;;;022005;2350;020;1;1;033.0931
3;22;005;072;01;01;01;;022005;0605;12;;;021003;0630;025;0;;030.1061
3;22;005;072;01;02;12;;021003;1400;01;;;022005;1430;030;0;;030.1061
3;22;005;072;01;03;01;;022005;1730;64;02;;018008;1745;015;1;1;030.1061
3;22;005;072;01;04;62;01;018008;1800;53;;;019007;1830;030;1;1;030.1061
3;22;005;072;01;05;53;;019007;1945;01;;;022005;2015;030;1;1;030.1061
3;22;005;072;02;01;02;;018008;0815;23;;;018006;0830;015;0;;030.1061
3;22;005;072;02;02;23;;018006;1200;02;;;018008;1210;010;0;;030.1061
3;22;005;072;02;03;02;;018008;1320;23;;;018006;1330;010;0;;030.1061
3;22;005;072;02;04;23;;018006;1450;02;;;018008;1500;010;0;;030.1061
3;22;005;072;02;05;02;;018008;1800;53;;;019007;1830;030;1;1;030.1061
3;22;005;072;02;06;53;;019007;1945;01;;;022005;2015;030;1;1;030.1061
3;22;005;072;03;01;02;;018008;0825;22;;;018008;0830;005;0;;030.1061
3;22;005;072;03;02;22;;018008;1200;02;;;018008;1205;005;0;;030.1061
3;22;005;072;03;03;02;;018008;1325;22;;;018008;1330;005;0;;030.1061
3;22;005;072;03;04;22;;018008;1600;02;;;018008;1605;005;0;;030.1061
3;22;005;072;03;05;02;;018008;1800;53;;;019007;1830;030;1;1;030.1061
3;22;005;072;03;06;53;;019007;1945;01;;;022005;2035;050;1;1;030.1061
3;22;003;073;01;01;01;;022003;1630;41;;;024008;1645;015;1;1;045.7343
3;22;003;073;01;02;41;;024008;1700;33;;;024001;1703;003;1;1;045.7343
3;22;003;073;01;03;33;;024001;1710;33;;;024008;1713;003;1;1;045.7343
3;22;003;073;01;04;33;;024008;1725;01;;;022003;1735;010;1;1;045.7343
3;22;003;074;02;01;01;;022003;0700;11;;;036005;0740;040;2;1;030.1061
3;22;003;074;02;02;11;;036005;1700;01;;;022003;1740;040;2;1;030.1061
3;22;003;076;03;01;01;;022003;0720;11;;;029004;0750;030;2;1;033.0931
3;22;003;076;03;02;11;;029004;1740;01;;;022003;1810;030;2;1;033.0931
3;22;003;076;03;03;01;;022003;2200;54;;;031010;2220;020;1;1;033.0931
3;22;003;076;04;01;01;;022003;0850;27;;;031005;0905;015;0;;033.0931
3;22;003;076;04;02;27;;031005;1500;32;;;019004;1520;020;0;;033.0931
3;22;003;076;04;03;32;;019004;1630;54;;;019003;1635;005;0;;033.0931
3;22;001;077;01;01;01;;022001;1000;33;;;020006;1001;001;0;;045.7343
3;22;001;077;01;02;33;;020006;1029;01;;;022001;1030;001;0;;045.7343
3;22;001;077;01;03;01;;022001;1330;54;;;025013;1345;015;1;1;045.7343
3;22;001;077;01;04;54;;025013;1800;01;;;022001;1820;020;1;1;045.7343
3;22;003;078;01;01;01;;022003;0730;61;23;;024009;0740;010;1;1;033.0931
3;22;003;078;01;02;63;23;024009;0800;01;;;022003;0810;010;1;1;033.0931
3;22;003;078;01;03;01;;022003;1550;64;23;;024009;1600;010;1;1;033.0931
3;22;003;078;01;04;62;23;024009;1600;01;;;022003;1610;010;1;1;033.0931
3;22;003;078;02;01;01;;022003;0730;23;;;024009;0740;010;1;1;033.0931
3;22;003;078;02;02;23;;024009;1140;01;;;022003;1200;020;1;1;033.0931
3;22;003;078;02;03;01;;022003;1250;51;;;024018;1310;020;1;;033.0931
3;22;003;078;02;04;51;;024018;1600;01;;;022003;1620;020;1;;033.0931
3;22;003;078;03;01;01;;022003;0730;23;;;024009;0740;010;1;1;033.0931
3;22;003;078;03;02;23;;024009;1140;01;;;022003;1200;020;1;;033.0931
3;22;003;078;03;03;01;;022003;1250;51;;;024018;1310;020;1;;033.0931
3;22;003;078;03;04;51;;024018;1600;01;;;022003;1620;020;1;;033.0931
3;22;003;078;04;01;01;;022003;0730;23;;;024009;0740;010;1;1;033.0931
3;22;003;078;04;02;23;;024009;1250;51;;;024018;1310;020;0;;033.0931
3;22;003;078;04;03;51;;024018;1500;23;;;024009;1520;020;0;;033.0931
3;22;003;078;04;04;23;;024009;1600;01;;;022003;1610;010;1;1;033.0931
3;22;004;082;02;01;12;;022004;1600;12;;;032005;1612;012;1;1;033.2020
3;22;004;082;02;02;11;;032005;1900;01;;;022004;1915;015;1;1;033.2020
3;22;005;083;01;01;01;;022005;0700;64;01;;021004;0720;020;1;1;045.7343
3;22;005;083;01;02;62;01;021004;0810;61;22;;021004;0815;005;0;;045.7343
3;22;005;083;01;03;63;22;021004;0815;53;;;030002;0845;030;1;1;045.7343
3;22;005;083;01;04;53;;030002;1030;33;;;023005;1055;025;1;1;045.7343
3;22;005;083;01;05;33;;023005;1110;54;;;021004;1115;005;0;;045.7343
3;22;005;083;01;06;54;;021004;1155;64;22;;021004;1200;005;0;;045.7343
3;22;005;083;01;07;62;22;021004;1200;61;01;;021004;1205;005;0;;045.7343
3;22;005;083;01;08;61;01;021004;1320;61;22;;021004;1325;005;0;;045.7343
3;22;005;083;01;09;63;22;021004;1325;53;;;030002;1345;020;1;1;045.7343
3;22;005;083;01;10;53;;030002;1530;64;22;;021004;1605;035;1;1;045.7343
3;22;005;083;01;11;62;22;021004;1610;61;01;;021004;1615;005;0;;045.7343
3;22;005;083;01;12;63;01;021004;1620;52;;;036010;2035;255;1;1;045.7343
3;22;005;083;01;13;52;;036010;2035;01;;;022005;2450;255;1;1;045.7343
3;22;004;084;01;01;01;;022004;0930;42;;;024001;0933;003;1;1;033.2020
3;22;004;084;01;02;42;;024001;0935;41;;;024008;0945;010;1;1;033.2020
3;22;004;084;01;03;41;;024008;1100;01;;;022004;1110;010;1;1;033.2020
3;22;004;084;01;04;01;;022004;1300;41;;;036011;1355;055;1;1;033.2020
3;22;004;084;01;05;41;;036011;1420;01;;;022004;1520;060;1;1;033.2020
3;22;004;084;02;01;01;;022004;0930;42;;;024001;0933;003;1;1;033.2020
3;22;004;084;02;02;42;;024001;0935;41;;;024008;0945;010;1;1;033.2020
3;22;004;084;02;03;41;;024008;1100;01;;;022004;1110;010;1;1;033.2020
3;22;005;089;01;01;01;;022005;0630;11;;;013007;0650;020;1;1;047.0400
3;22;005;089;01;02;11;;013007;0930;01;;;022005;0950;020;1;1;047.0400
3;22;005;089;01;03;01;;022005;1630;11;;;013007;1650;020;1;1;047.0400
3;22;005;089;01;04;11;;013007;2010;64;12;;031007;2030;020;1;1;047.0400
3;22;005;089;01;05;62;12;031007;2030;01;;;022005;2040;010;1;1;047.0400
3;22;005;089;02;01;01;;022005;0800;11;;;031007;0820;020;1;1;047.0400
3;22;005;089;02;02;11;;031007;1400;01;;;022005;1415;015;1;1;047.0400
3;22;005;089;02;03;01;;022005;1730;12;;;031007;1755;025;1;1;047.0400
3;22;005;089;02;04;12;;031007;2030;01;;;022005;2045;015;1;1;047.0400
3;22;005;089;03;01;01;;022005;0620;11;;;031007;0630;010;1;1;047.0400
3;22;005;089;03;02;11;;031007;1515;01;;;022005;1525;010;1;1;047.0400
3;22;005;089;03;03;01;;022005;1720;53;;;036001;1730;010;1;1;047.0400
3;22;005;089;03;04;53;;036001;1830;01;;;022005;1850;020;1;1;047.0400
3;22;005;089;04;01;01;;022005;0620;11;;;031007;0630;010;1;1;047.0400
3;22;005;089;04;02;11;;031007;1515;01;;;022005;1525;010;1;1;047.0400
3;22;004;091;01;01;01;;022004;0715;11;;;025001;0735;020;1;1;033.2020
3;22;004;091;01;02;11;;025001;1200;12;;;957540;1230;030;1;1;033.2020
3;22;004;091;01;03;12;;957540;1235;11;;;025001;1310;035;1;1;033.2020
3;22;004;091;01;04;11;;025001;1800;01;;;022004;1820;020;1;1;033.2020
3;22;004;091;02;01;01;;022004;0730;42;;;020007;0740;010;1;2;033.2020
3;22;004;091;02;02;42;;020007;0800;12;;;020010;0810;010;1;2;033.2020
3;22;004;091;02;03;12;;020010;0955;12;;;019011;1000;005;1;2;033.2020
3;22;004;091;02;04;12;;019011;1210;01;;;022004;1225;015;1;2;033.2020
3;22;003;093;01;01;01;;022003;0730;11;;;025001;0745;015;1;1;030.1061
3;22;003;093;01;02;11;;025001;1200;01;;;022003;1215;015;1;1;030.1061
3;22;003;093;01;03;01;;022003;1330;11;;;025001;1345;015;1;1;030.1061
3;22;003;093;01;04;11;;025001;1730;01;;;022003;1745;015;1;1;030.1061
3;22;003;093;02;01;01;;022003;1430;31;;;030001;1455;025;1;1;030.1061
3;22;003;093;02;02;31;;030001;1700;01;;;022003;1730;030;1;1;030.1061
3;22;003;093;03;01;01;;022003;0900;43;;;033002;0930;030;2;1;030.1061
3;22;003;093;03;02;43;;033002;1200;01;;;022003;1230;030;2;1;030.1061
3;22;004;099;01;01;01;;022004;0645;11;;;035001;0705;020;1;1;033.2020
3;22;004;099;01;02;11;;035001;1530;01;;;022004;1555;025;1;1;033.2020
3;22;004;099;02;01;01;;022004;1030;43;;;020004;1045;015;1;1;033.2020
3;22;004;099;02;02;43;;020004;1115;54;;;050014;1210;055;3;1;033.2020
3;22;004;100;01;01;01;;022004;1030;41;;;017007;1110;040;2;1;037.8993
3;22;004;100;01;02;41;;017007;1530;01;;;022004;1600;030;2;1;037.8993
3;22;004;100;02;01;01;;022004;0700;11;;;007015;0725;025;1;1;037.8993
3;22;004;100;02;02;11;;007015;1730;01;;;022004;1755;025;1;1;037.8993
3;22;004;100;03;01;01;;022004;0700;28;;;011014;0750;050;3;1;037.8993
3;22;004;100;03;02;28;;011014;1700;01;;;022004;1750;050;3;1;037.8993
3;22;004;100;04;01;01;;022004;0745;24;;;020007;0805;020;1;1;037.8993
3;22;004;100;04;02;24;;020007;1600;01;;;022004;1620;020;1;1;037.8993
3;22;004;100;05;01;01;;022004;1000;22;;;022004;1003;003;0;;037.8993
3;22;004;100;05;02;22;;022004;1500;01;;;022004;1503;003;0;;037.8993
3;22;004;101;01;01;01;;022004;1000;41;;;024008;1015;015;1;3;030.1061
3;22;004;101;01;02;41;;024008;1400;01;;;022004;1415;015;1;3;030.1061
3;22;004;101;03;01;01;;022004;1400;31;;;017002;1410;010;1;1;030.1061
3;22;004;101;03;02;31;;017002;1600;01;;;022004;1610;010;1;1;030.1061
3;22;004;102;01;01;01;;022004;0800;12;;;017007;0830;030;1;1;033.2020
3;22;004;102;01;02;12;;017007;1200;11;;;031015;1220;020;1;1;033.2020
3;22;004;102;01;03;11;;031015;1740;42;;;031001;1800;020;1;1;033.2020
3;22;004;102;01;04;42;;031001;1815;01;;;022004;1835;020;1;1;033.2020
3;22;004;102;02;01;01;;022004;0745;12;;;044037;0815;030;1;1;033.2020
3;22;004;102;02;02;12;;044037;1715;01;;;022004;1815;060;1;1;033.2020
3;22;003;108;01;01;01;;022003;0800;54;;;024007;0810;010;1;1;033.2020
3;22;003;108;01;02;54;;024007;0930;01;;;022003;0940;010;1;1;033.2020
3;22;003;108;02;01;01;;022003;0815;61;22;;022004;0817;002;1;1;033.2020
3;22;003;108;02;02;63;22;022004;0820;11;;;025006;0835;015;1;1;033.2020
3;22;003;108;02;03;11;;025006;1345;01;;;022003;1400;015;1;1;033.2020
3;22;003;108;02;04;01;;022003;1600;64;22;;022004;1602;002;1;1;033.2020
3;22;003;108;02;05;62;22;022004;1605;01;;;022003;1607;002;1;1;033.2020
3;22;004;115;02;01;01;;022004;0900;54;;;957630;1020;080;1;1;033.2020
3;22;004;115;02;02;54;;957630;2230;01;;;022004;2340;070;1;1;033.2020
3;22;002;122;01;01;01;;022002;1400;33;;;039013;1430;030;1;1;041.2098
3;22;002;122;01;02;33;;039013;1700;01;;;022002;1730;030;1;1;041.2098
3;22;002;122;02;01;01;;022002;1400;33;;;039013;1430;030;1;1;041.2098
3;22;002;122;02;02;33;;039013;1700;01;;;022002;1730;030;1;1;041.2098
3;22;004;126;01;01;01;;022004;0830;32;;;022001;0833;003;1;1;033.2020
3;22;004;126;01;02;32;;022001;0900;01;;;022004;0903;003;1;1;033.2020
3;22;004;126;02;01;01;;022004;0830;61;32;;022001;0833;003;1;1;033.2020
3;22;004;126;02;02;61;32;022001;0900;01;;;022004;0903;003;1;1;033.2020
3;22;004;126;02;03;01;;022004;1250;11;;;024001;1255;005;0;;033.2020
3;22;004;126;02;04;11;;024001;1730;01;;;022004;1735;005;0;;033.2020
3;22;004;129;01;01;01;;022004;1030;54;;;022004;1033;003;0;;045.7343
3;22;004;129;01;02;54;;022004;2330;01;;;022004;2333;003;0;;045.7343
3;22;005;131;01;01;01;;022005;1000;33;;;022005;1003;003;0;;033.2020
3;22;005;131;01;02;33;;022005;1027;01;;;022005;1030;003;0;;033.2020
3;22;005;131;02;01;01;;022005;1325;57;;;021003;1345;020;0;;033.2020
3;22;005;131;02;02;57;;021003;1630;01;;;022005;1700;030;0;;033.2020
3;22;005;131;02;03;01;;022005;1710;41;;;022005;1715;005;0;;033.2020
3;22;005;131;02;04;41;;022005;1730;01;;;022005;1735;005;0;;033.2020
3;22;004;132;01;01;01;;022004;1500;61;21;;022004;1510;010;0;;033.2020
3;22;004;132;01;02;63;21;022004;1515;54;;;017006;1600;045;2;1;033.2020
3;22;004;132;01;03;54;;017006;1900;01;;;022004;1930;030;1;3;033.2020
3;22;004;132;02;01;01;;022004;1520;11;;;036011;1545;025;1;1;033.2020
3;22;004;132;02;02;11;;036011;1900;64;21;;022004;1920;020;1;1;033.2020
3;22;004;132;02;03;62;21;022004;2030;01;;;022004;2035;005;1;1;033.2020
3;22;005;133;01;01;01;;022005;0930;32;;;022001;0940;010;0;;030.1061
3;22;005;133;01;02;32;;022001;1010;01;;;022005;1030;020;1;3;030.1061
3;22;005;133;01;03;01;;022005;1600;61;21;;022005;1602;002;0;;030.1061
3;22;005;133;01;04;63;21;022005;1605;11;;;007005;1630;025;1;1;030.1061
3;22;005;133;01;05;11;;007005;2200;01;;;022005;2220;020;1;1;030.1061
3;22;002;134;01;01;01;;022002;0900;52;;;010021;1330;270;1;1;056.7647
3;22;002;134;01;02;52;;010021;1330;01;;;022002;1800;270;1;1;056.7647
3;22;001;136;01;01;01;;022001;1000;32;;;017002;1100;060;2;1;041.2098
3;22;001;136;01;02;32;;017002;1138;01;;;022001;1210;032;2;1;041.2098
3;22;001;136;01;03;01;;022001;1220;11;;;013002;1305;045;2;1;041.2098
3;22;001;136;01;04;11;;013002;1900;01;;;022001;2000;060;2;1;041.2098
3;22;001;136;02;01;01;;022001;0715;11;;;039013;0745;030;2;1;041.2098
3;22;001;136;02;02;11;;039013;1530;32;;;037001;1600;030;1;1;041.2098
3;22;001;136;02;03;32;;037001;1645;01;;;022001;1715;030;1;1;041.2098
3;22;005;138;01;01;01;;022005;0740;11;;;016004;0755;015;1;1;041.2098
3;22;005;138;01;02;11;;016004;1202;01;;;022005;1220;018;1;1;041.2098
3;22;005;138;01;03;01;;022005;1315;11;;;016004;1330;015;1;1;041.2098
3;22;005;138;01;04;11;;016004;1805;01;;;022005;1835;030;1;1;041.2098
3;22;005;138;01;05;01;;022005;1900;54;;;021003;1915;015;1;1;041.2098
3;22;005;138;01;06;54;;021003;2230;01;;;022005;2245;015;1;1;041.2098
3;22;005;138;02;01;01;;022005;0815;11;;;019009;0830;015;1;1;041.2098
3;22;005;138;02;02;11;;019009;1200;01;;;022005;1215;015;1;1;041.2098
3;22;005;138;02;03;01;;022005;1315;11;;;019009;1330;015;1;1;041.2098
