,code_emd,CODE_IRIS,AREA,PERCENTAGE,Home,persons_EMD,persons_IRIS
863,015001,674821404,21738.8968203,22.7800224417,015001,3.0,1.0
865,015002,674821404,475.44827054800004,0.18346039521,015002,18.0,0.0
864,015002,674821403,258243.467118,99.64795640930001,015002,18.0,18.0
866,015003,674821401,2291.1145094,0.9873903197799998,015003,14.0,0.0
868,015003,674821403,99187.8330445,42.7464911885,015003,14.0,6.0
867,015003,674821402,130268.927762,56.1413572794,015003,14.0,8.0
869,015004,673650102,4619.13103861,1.93344923845,015004,43.0,1.0
870,015004,674821401,207432.391652,86.8258545424,015004,43.0,37.0
871,015004,674821403,28334.1015528,11.8599248672,015004,43.0,5.0
873,015005,674821402,138924.793477,94.63700036030001,015005,9.0,9.0
872,015005,674821401,6822.37322124,4.6474709145699995,015005,9.0,0.0
876,015006,674821405,388920.843635,70.61968276399999,015006,41.0,29.0
874,015006,674821302,13777.5776326,2.50171256592,015006,41.0,1.0
875,015006,674821404,136510.349957,24.7873513743,015006,41.0,10.0
878,015007,674821405,189177.54772,95.4198043032,015007,6.0,6.0
877,015007,674820301,564.300482936,0.28462913437,015007,6.0,0.0
881,015008,674821605,6385.66677769,2.15132377058,0,0.0,0.0
879,015008,671180102,3736.60694153,1.25885856787,0,0.0,0.0
880,015008,674821404,286474.888762,96.51305953239999,0,0.0,0.0
884,015009,674821405,12733.1038328,12.835581514300001,015009,5.0,1.0
883,015009,674821404,83611.9822572,84.284902403,015009,5.0,4.0
882,015009,674821403,6391.13316805,6.442569841919999,015009,5.0,0.0
885,016001,674821502,306787.653114,99.3184027647,016001,22.0,22.0
886,016002,674821501,267935.904964,95.5035486452,016002,28.0,27.0
887,016002,674821604,8120.57761489,2.8945130716,016002,28.0,1.0
888,016002,674821606,3262.83900001,1.16301211366,016002,28.0,0.0
889,016003,674821503,480431.395746,100.94852053700001,016003,7.0,7.0
890,016004,674821502,121626.664191,97.11602024700001,016004,1.0,1.0
893,016005,674821606,241861.829677,98.8708738878,016005,17.0,17.0
891,016005,674821601,734.655814999,0.30032048684,016005,17.0,0.0
892,016005,674821604,3229.92709612,1.3203642551299999,016005,17.0,0.0
894,016006,674821606,154802.910211,100.03817072700001,016006,16.0,16.0
895,016007,674821606,153455.077557,100.81168635799999,016007,32.0,32.0
898,016008,674821606,2849.73108997,0.6920905422600001,016008,4.0,0.0
897,016008,674821605,393234.212346,95.50153002709999,016008,4.0,4.0
896,016008,674821404,10154.4613741,2.46612977046,016008,4.0,0.0
900,016009,674821606,2261.01893037999,0.60103180105,0,0.0,0.0
899,016009,674821604,370876.22551,98.5875893343,0,0.0,0.0
902,016010,674821603,36970.4987677,15.351898930399999,016010,11.0,2.0
901,016010,674821601,206000.18895,85.5410174549,016010,11.0,9.0
903,016011,674820301,1978.74894468,0.44425126982,016011,3.0,0.0
904,016011,674821503,442557.94645,99.3592088607,016011,3.0,3.0
905,017002,671180101,8890.42440103,1.4403239749899999,0,0.0,0.0
909,017002,674821706,137096.487144,22.2107908929,0,0.0,0.0
908,017002,674821705,1656.45423,0.26835960055,0,0.0,0.0
906,017002,673430000,9938.25801572,1.6100818863100002,0,0.0,0.0
907,017002,674821701,463692.465196,75.1221026712,0,0.0,0.0
910,017003,674821701,124991.965652,98.8627974782,017003,35.0,35.0
911,017004,674821705,52306.5567506,105.73276273299999,0,0.0,0.0
912,017005,674821702,1810.90602856,1.4298462900100002,017005,17.0,0.0
913,017005,674821705,128634.498085,101.566595369,017005,17.0,17.0
915,017006,674821705,1358.738015,0.6962933151899999,017006,37.0,1.0
914,017006,674821704,192411.248975,98.6022801662,017006,37.0,36.0
918,017007,674821905,4249.31922032,1.29244910563,0,0.0,0.0
916,017007,674821704,143343.308525,43.598496911000005,0,0.0,0.0
917,017007,674821705,184611.48726,56.150394740299994,0,0.0,0.0
919,017008,674821905,70542.8185208,105.742596971,0,0.0,0.0
922,017009,674821905,866.02747,0.63887351173,017009,15.0,0.0
921,017009,674821705,106151.557683,78.308622743,017009,15.0,12.0
920,017009,674821703,23045.0136165,17.0004408487,017009,15.0,3.0
925,017010,674821703,170073.521994,90.8063443684,017010,38.0,35.0
924,017010,674821701,14281.3492515,7.62515589126,017010,38.0,3.0
923,017010,673430000,7374.81987956,3.9375937288,017010,38.0,0.0
927,017011,674821703,572.180369993,0.4445463594,017011,28.0,0.0
926,017011,674821702,118947.818629,92.41459949120001,017011,28.0,26.0
928,017011,674821705,2058.04539088,1.59896535074,017011,28.0,2.0
929,017012,674821905,20642.3781467,101.985517804,0,0.0,0.0
930,018001,674821904,62013.02759,102.013681553,018001,7.0,7.0
932,018002,674821903,54074.3235829,61.4600360127,018002,16.0,10.0
931,018002,674821902,33874.5282937,38.5012625383,018002,16.0,6.0
933,018003,674820303,23478.0812729,2.59377023069,018003,12.0,0.0
934,018003,674821502,14777.6710501,1.63258158974,018003,12.0,0.0
935,018003,674821905,871734.237188,96.3059241173,018003,12.0,12.0
936,018004,673430000,684.5435459930001,0.15461051897,018004,28.0,0.0
937,018004,674821801,445901.182997,100.71092440299999,018004,28.0,28.0
938,018005,674821801,110308.652683,100.94297303200001,0,0.0,0.0
939,018006,674821803,56037.329087,27.04097602,018006,10.0,3.0
940,018006,674821804,3322.64988901,1.60335436102,018006,10.0,0.0
941,018006,674821805,148111.377338,71.471575611,018006,10.0,7.0
942,018007,674821804,476000.683917,99.9428393932,018007,11.0,11.0
943,018008,674821802,83163.3867191,58.8621511013,018008,28.0,16.0
944,018008,674821803,14776.4366431,10.4586030072,018008,28.0,3.0
945,018008,674821804,39193.3670507,27.740643864099997,018008,28.0,8.0
948,018009,674821904,100971.923857,20.3673645023,018009,21.0,4.0
947,018009,674821903,254234.365109,51.282413817700004,018009,21.0,11.0
946,018009,674821902,135856.166583,27.403974877399996,018009,21.0,6.0
949,018010,674821801,78115.2502205,103.821007957,018010,1.0,1.0
950,018011,674821904,104193.356315,98.1249888318,018011,2.0,2.0
951,018012,674821902,34428.0687717,96.0787967547,0,0.0,0.0
952,018013,674821901,920986.150678,100.686924727,0,0.0,0.0
953,018014,674821901,103495.793749,99.16414711110001,0,0.0,0.0
954,019001,674470402,222937.838703,102.717319815,019001,29.0,29.0
956,019002,674470402,180265.93679,99.8392666176,019002,1.0,1.0
955,019002,670430202,4719.1407259,2.61366932393,019002,1.0,0.0
958,019003,674470401,91020.0121112,65.736478659,019003,37.0,24.0
957,019003,674470302,47449.0833071,34.2686798195,019003,37.0,13.0
959,019004,674470401,155269.73704,99.2982401866,019004,3.0,3.0
962,019005,674821901,6290.45022123,1.72167151795,019005,12.0,0.0
961,019005,674470502,279854.995175,76.5952129664,019005,12.0,9.0
960,019005,674470402,81397.5291395,22.2781840127,019005,12.0,3.0
963,019006,670430202,2419.94709622,0.51423445951,019006,2.0,0.0
964,019006,674470502,458681.505542,97.46900519340001,019006,2.0,2.0
967,019007,674470502,138393.355961,62.0191733305,019007,41.0,25.0
965,019007,674470301,4461.12019584,1.99919269789,019007,41.0,1.0
966,019007,674470501,80238.7839643,35.9579621141,019007,41.0,15.0
969,019008,674470501,118623.442415,93.8573509948,019008,8.0,8.0
968,019008,674470103,2724.59439,2.1557561201700004,019008,8.0,0.0
971,019009,674470502,750242.321229,98.09289975940001,0,0.0,0.0
970,019009,673260000,14084.5829831,1.84153512488,0,0.0,0.0
972,019010,672960000,5795.27190212,1.06264515679,0,0.0,0.0
973,019010,674470502,497583.433944,91.2389677495,0,0.0,0.0
974,019010,674821805,41629.9599324,7.6334425798300005,0,0.0,0.0
975,019011,674470502,276050.613823,94.0170779157,019011,11.0,10.0
977,019011,674821804,4968.07797251,1.6920236740799999,019011,11.0,0.0
976,019011,674821802,11853.5408505,4.0370686313099995,019011,11.0,1.0
978,020001,674470301,81769.5484179,100.183946975,020001,6.0,6.0
979,020002,674470103,164896.400187,104.404257021,020002,12.0,12.0
980,020003,674470301,282456.077231,100.020049968,020003,12.0,12.0
981,020004,674470103,219270.643661,97.5565818819,020004,13.0,13.0
982,020004,674820501,4543.05041196,2.0212667875099997,020004,13.0,0.0
983,020005,674470102,869.844525764,2.6465643070200002,0,0.0,0.0
984,020005,674470201,13524.3076991,41.1486753936,0,0.0,0.0
985,020005,674470203,18237.1889199,55.4879542562,0,0.0,0.0
986,020006,674470203,109166.095908,99.2482949655,020006,6.0,6.0
988,020007,674470202,148616.496068,99.1045962433,020007,19.0,19.0
987,020007,674470103,501.843999935,0.33465361051,020007,19.0,0.0
990,020008,674470201,106327.571895,97.5363542338,020008,13.0,13.0
989,020008,670430103,1210.10848887,1.11005610425,020008,13.0,0.0
993,020009,674470203,81321.2184656,57.35787882939999,020009,16.0,9.0
992,020009,674470202,59469.8953886,41.9455969556,020009,16.0,7.0
991,020009,674470103,1335.11701146,0.94169124875,020009,16.0,0.0
995,020010,674470302,48545.0284685,20.8633464004,020010,12.0,3.0
994,020010,674470301,183294.168857,78.77489948350001,020010,12.0,9.0
996,020011,674470201,104728.62222,99.2791536174,020011,18.0,18.0
997,020012,674470301,105817.045702,103.890868023,020012,3.0,3.0
998,020013,674470301,9064.22513291,14.9886872574,020013,11.0,1.0
999,020013,674470302,53309.2406341,88.15265773719999,020013,11.0,10.0
1000,021001,670430102,131938.38735,98.8269488801,021001,12.0,12.0
1001,021002,670430103,199945.603562,97.1014027077,021002,10.0,10.0
1002,021002,670430104,4768.16363294,2.31560668927,021002,10.0,0.0
1005,021003,674470201,3447.06598876,1.7983964041,021003,28.0,1.0
1003,021003,670430103,121264.759662,63.266008957,021003,28.0,18.0
1004,021003,670430104,63635.7351715,33.1999090467,021003,28.0,9.0
1006,021004,670430102,282145.802093,93.3296351181,021004,7.0,7.0
1008,021004,674470101,7491.90716002,2.47821146513,021004,7.0,0.0
1007,021004,672040104,11890.843297,3.93331411605,021004,7.0,0.0
1009,021005,670430104,109221.524013,103.40058824200001,021005,5.0,5.0
1010,021006,670430104,149009.242256,98.8266186967,021006,13.0,13.0
1012,021007,670430204,10452.5261006,5.740456372330001,021007,10.0,1.0
1011,021007,670430201,164718.704713,90.4623943546,021007,10.0,9.0
1013,021007,674470302,4568.82429412,2.50916728462,021007,10.0,0.0
1014,021008,670430201,17645.3545157,3.5291656190400005,021008,11.0,1.0
1017,021008,672040101,1340.13873797,0.26803494113000004,021008,11.0,0.0
1016,021008,670430204,4267.24802576,0.8534725106800001,021008,11.0,0.0
1015,021008,670430203,475156.297256,95.0338099726,021008,11.0,10.0
1020,021009,674470401,3095.32480518,1.99813333145,021009,37.0,1.0
1019,021009,674470302,2441.42502788,1.5760196526899999,021009,37.0,0.0
1018,021009,670430204,150524.450789,97.1684528281,021009,37.0,36.0
1021,021010,670430202,278098.779896,100.139945766,021010,16.0,16.0
1022,021010,674470402,414.73842252,0.14934219830999998,021010,16.0,0.0
1023,021011,670430201,273174.879733,100.674434574,021011,12.0,12.0
1025,021012,672040101,26601.1403566,7.726283351839999,0,0.0,0.0
1024,021012,670430202,318679.6361,92.56028628719999,0,0.0,0.0
1027,022001,674820603,6518.16442012,3.85299274449,022001,4.0,0.0
1026,022001,674470102,161537.868613,95.487655053,022001,4.0,4.0
1029,022002,670430102,4684.17803723,0.26228918989,022002,7.0,0.0
1030,022002,674470101,1751420.67831,98.0702926346,022002,7.0,7.0
1028,022002,670430101,26849.2408637,1.50341545074,022002,7.0,0.0
1032,022003,674822002,438622.335722,95.2953876706,022003,25.0,24.0
1033,022003,674822103,7689.57819639,1.67064300098,022003,25.0,1.0
1031,022003,674822001,692.7675819839999,0.15051115713,022003,25.0,0.0
1034,022004,674470101,425.435549317,0.14985675925,022004,43.0,0.0
1035,022004,674822001,288893.900276,101.760898286,022004,43.0,43.0
1036,022004,674822002,776.172998905,0.27340162433000004,022004,43.0,0.0
1038,022005,674470102,317466.032264,99.5683452912,022005,50.0,50.0
1037,022005,670430102,2191.3262123,0.6872758115100001,022005,50.0,0.0
1039,023001,672040101,2955.59796908,3.08504374816,023001,16.0,1.0
1040,023001,672040102,92652.9866062,96.71089237059999,023001,16.0,15.0
1041,023002,672040101,4617.57891,2.73826698545,023002,13.0,1.0
1042,023002,672040102,159255.183402,94.43979615079999,023002,13.0,12.0
1043,023003,670430104,4422.70972468,1.8198585983000002,023003,19.0,0.0
1044,023003,672040102,250748.446704,103.178084286,023003,19.0,19.0
1050,023004,674470101,75477.6328882,6.88284496227,023004,18.0,1.0
1049,023004,673890000,779.817598768,0.07111197617000001,023004,18.0,0.0
1048,023004,672040105,935177.643481,85.2793401959,023004,18.0,15.0
1046,023004,672040103,3440.97665547,0.31378446743,023004,18.0,0.0
1045,023004,670430101,8751.52932296,0.7980565527500001,023004,18.0,1.0
1051,023004,674710102,1665.17460695,0.15184814648,023004,18.0,0.0
1047,023004,672040104,63035.0675046,5.74820089367,023004,18.0,1.0
1053,023005,672040104,140021.5917,70.9182527537,023005,32.0,23.0
1052,023005,672040103,56969.1292871,28.8537721996,023005,32.0,9.0
1055,023006,672040103,293982.010489,98.5698869358,023006,17.0,17.0
1054,023006,670430101,8504.44055779,2.8514729280199997,023006,17.0,0.0
1056,023007,672040101,122536.891727,100.34632029,023007,3.0,3.0
1057,023008,670430203,516.041932397,0.24877619065,023008,4.0,0.0
1058,023008,672040101,202581.044036,97.6613280219,023008,4.0,4.0
1059,023009,672040101,849798.952253,99.00167293700001,023009,24.0,24.0
1062,023009,674710101,6713.77630925,0.7821556905600001,023009,24.0,0.0
1061,023009,674470101,7403.51470469,0.86251029074,023009,24.0,0.0
1060,023009,672040105,368.790556599,0.042964141069999996,023009,24.0,0.0
1063,023009,674710102,2355.17418241,0.27437805554,023009,24.0,0.0
1066,023010,673260000,10657.5088484,5.7776436685500006,0,0.0,0.0
1064,023010,670430202,525.5708445509999,0.28492221828000003,0,0.0,0.0
1067,023010,674710101,591.873921991,0.32086641134,0,0.0,0.0
1065,023010,672040101,170886.475936,92.64089570799999,0,0.0,0.0
1068,023011,670430101,1585100.52809,97.4165164974,0,0.0,0.0
1070,023011,674470101,14500.21947,0.89114907489,0,0.0,0.0
1071,023011,675190102,13644.5476303,0.83856151441,0,0.0,0.0
1069,023011,672040105,8841.91324754,0.54340300346,0,0.0,0.0
1073,024001,674822102,574270.025331,99.9159230138,024001,9.0,9.0
1072,024001,674820603,3297.83139132,0.5737821109800001,024001,9.0,0.0
1074,024002,674822101,7959.57461652,2.3435558477900003,024002,8.0,0.0
1075,024002,674822102,327237.450707,96.34927469969999,024002,8.0,8.0
1076,024003,674822103,682048.296403,100.75390994,024003,18.0,18.0
1078,024004,674822106,179094.467033,2.50582792095,0,0.0,0.0
1077,024004,674822103,6955166.93374,97.31429332309999,0,0.0,0.0
1079,024004,675190102,11215.0429246,0.15691700677,0,0.0,0.0
1080,024005,674822103,628429.047164,100.262686571,024005,2.0,2.0
1081,024006,674822103,605189.06343,100.064432932,024006,1.0,1.0
1082,024007,674822106,530367.2356,99.9297723098,024007,6.0,6.0
1083,024008,674822102,1513.20322581,0.49796981695,024008,19.0,0.0
1084,024008,674822104,160668.793108,52.873406643900005,024008,19.0,10.0
1085,024008,674822105,140409.089925,46.2062779242,024008,19.0,9.0
1086,024009,674822102,93436.5795986,100.38050678399999,024009,1.0,1.0
1087,024010,674822101,315853.265572,96.53870949200001,024010,15.0,14.0
1088,024010,674822102,7022.44842748,2.14637042753,024010,15.0,1.0
1090,024011,674822105,6041.70872528,3.3712124979299998,024011,12.0,0.0
1089,024011,674822101,176126.495483,98.27680707379999,024011,12.0,12.0
1091,024012,674822105,431836.644602,43.2090611701,024012,20.0,9.0
1092,024012,674822106,568657.072434,56.899150488400004,024012,20.0,11.0
1094,024013,674822101,1083.07410226,0.19308694599,0,0.0,0.0
1093,024013,674820701,7841.55539117,1.39796711891,0,0.0,0.0
1096,024013,674822106,40046.8375126,7.139420595289999,0,0.0,0.0
1095,024013,674822105,510787.312807,91.06150915709999,0,0.0,0.0
1098,024014,674822106,163856.175214,95.2489817452,024014,9.0,9.0
1097,024014,674822103,4706.13128576,2.73565651305,024014,9.0,0.0
1099,024015,674822104,176414.757551,99.6394835527,024015,3.0,3.0
1100,024016,674822102,60314.5018548,100.19889014799999,0,0.0,0.0
1101,024017,674822104,78570.4934473,100.044124846,024017,14.0,14.0
1102,024017,674822106,1464.73100905,1.8650478762,024017,14.0,0.0
1103,024018,674822103,13489.2178819,0.5182102706,0,0.0,0.0
1104,024018,674822106,2602074.82595,99.9629416231,0,0.0,0.0
1106,025001,674822202,428704.589354,97.1523645874,0,0.0,0.0
1105,025001,674821001,4436.78915408,1.0054582297399999,0,0.0,0.0
1107,025002,674820701,650.080057927,0.08154266831,0,0.0,0.0
1108,025002,674822105,1218.06515053,0.15278777027,0,0.0,0.0
1110,025002,674822203,759406.967103,95.2560683463,0,0.0,0.0
1109,025002,674822106,20199.5159196,2.53372243388,0,0.0,0.0
1113,025003,674822203,1092707.38215,99.61982559020001,0,0.0,0.0
1112,025003,674822202,840.718094993,0.07664649417000001,0,0.0,0.0
1111,025003,674822106,16559.4339884,1.5096886437700001,0,0.0,0.0
1114,025004,674822202,177492.826142,100.452666005,025004,8.0,8.0
1116,025005,674822206,9755130.66417,99.7984643135,0,0.0,0.0
1115,025005,672180201,26678.6777763,0.27293238437,0,0.0,0.0
1117,025006,674820803,39591.784438,47.440556496000006,025006,5.0,2.0
1118,025006,674820804,45929.8834432,55.0351357301,025006,5.0,3.0
1119,025007,674820602,1221.34647501,0.9423519271899999,025007,5.0,0.0
1120,025007,674820804,130205.545212,100.462439587,025007,5.0,5.0
1121,025008,674820804,116044.477143,101.096922834,025008,16.0,16.0
1123,025009,674820901,71511.2947861,95.3856613094,025009,6.0,6.0
1122,025009,674820804,443.35899999199995,0.5913763907999999,025009,6.0,0.0
1124,025010,674820802,88433.6523249,103.780923933,025010,24.0,24.0
1125,025010,674820803,416.839717995,0.48918041863000006,025010,24.0,0.0
1126,025011,674820801,123360.373396,100.29284764799999,025011,13.0,13.0
1127,025012,674820803,53778.9337044,101.938573854,025012,10.0,10.0
1129,025013,674820901,647.414797935,0.41412338236999996,025013,20.0,0.0
1131,025013,674820903,62449.1390924,39.94602655,025013,20.0,8.0
1128,025013,674820701,12327.8087992,7.885568716489999,025013,20.0,2.0
1130,025013,674820902,78275.5893454,50.0695256277,025013,20.0,10.0
1132,025014,674820701,40711.5779988,18.6818795069,025014,15.0,3.0
1133,025014,674820902,176694.733982,81.0823331353,025014,15.0,12.0
1134,025014,674820903,1359.04655165,0.62364430883,025014,15.0,0.0
1135,025015,674820902,2900.23744405,3.6917912180199997,025015,18.0,1.0
1136,025015,674820903,71623.5294384,91.1715409809,025015,18.0,16.0
1137,025016,674822202,1200268.43888,93.5810400802,0,0.0,0.0
1138,025016,674822204,9214.94088347,0.7184590748399999,0,0.0,0.0
1139,025016,674822206,77608.9094675,6.05091513882,0,0.0,0.0
1142,025017,674822206,683.5526122780001,0.06323421767000001,0,0.0,0.0
1140,025017,674822201,6484.45109168,0.59986485963,0,0.0,0.0
1141,025017,674822205,1090982.98074,100.924865243,0,0.0,0.0
1144,025018,674822206,4578375.03654,97.93593448889999,0,0.0,0.0
1143,025018,674822205,98433.9130126,2.10559798604,0,0.0,0.0
1145,026001,674822201,255857.280992,100.142487497,026001,6.0,6.0
1146,026002,674822201,169517.61491,100.70836595700001,026002,4.0,4.0
1149,026003,674822801,1681.08794358,0.06285206588,0,0.0,0.0
1148,026003,674822206,1607.20702075,0.060089825720000004,0,0.0,0.0
1147,026003,674822201,2660774.88687,99.4803389841,0,0.0,0.0
1150,026003,674822901,13261.0919099,0.49580215335,0,0.0,0.0
1151,026004,674822201,152604.598598,99.444255647,026004,16.0,16.0
1153,026005,674822204,741646.21521,95.7530244225,0,0.0,0.0
1152,026005,674822202,33928.0444521,4.38040780416,0,0.0,0.0
1156,026006,674822402,374.06285496099997,0.24956167476,026006,15.0,0.0
1154,026006,674822301,145049.166699,96.7717389847,026006,15.0,15.0
1155,026006,674822302,312.401736596,0.20842352976,026006,15.0,0.0
1157,026007,674822301,34356.8697024,12.813625379100001,026007,25.0,3.0
1158,026007,674822302,234116.250307,87.3152284413,026007,25.0,22.0
1160,026008,674822305,5167.38455299,5.99196725545,026008,12.0,1.0
1159,026008,674822303,79192.4062431,91.8294932809,026008,12.0,11.0
1161,026009,674822303,36899.4367379,49.2716583679,026009,20.0,10.0
1162,026009,674822304,35924.6961383,47.9700914588,026009,20.0,10.0
1164,026010,674822404,3721.07471012,2.38532219382,026010,22.0,1.0
1163,026010,674822304,147789.499145,94.7375690594,026010,22.0,21.0
1165,026011,674822302,26026.6065251,96.3151559414,026011,19.0,18.0
1166,026012,674822305,285329.484842,101.556824995,0,0.0,0.0
1168,026013,674822305,213698.449706,94.908524479,0,0.0,0.0
1167,026013,674821001,15943.0098842,7.08066692079,0,0.0,0.0
1169,026014,674822303,56845.1256577,95.7031771108,026014,4.0,4.0
1171,026014,674822305,594.675147151,1.0011817244299999,026014,4.0,0.0
1170,026014,674822304,1587.31340872,2.6723652121,026014,4.0,0.0
1172,026015,674822204,363226.665268,82.6826593286,0,0.0,0.0
1173,026015,674822206,70729.4675356,16.100416153199998,0,0.0,0.0
1175,027001,674822801,180674.557678,83.4888139144,0,0.0,0.0
1174,027001,674822201,35000.1244149,16.173383302,0,0.0,0.0
1176,027002,674822804,188071.147648,101.18053103700001,027002,5.0,5.0
1178,027003,674822802,78915.9546207,51.0504845197,027003,14.0,7.0
1177,027003,674822801,72779.2493573,47.0806690551,027003,14.0,7.0
1179,027004,674822804,172851.490721,100.036929482,027004,1.0,1.0
1181,027005,674822801,83300.9225634,48.3923908675,027005,4.0,2.0
1180,027005,674822201,522.145304916,0.30333229102,027005,4.0,0.0
1182,027005,674822802,89405.6195145,51.9388207496,027005,4.0,2.0
1183,027006,674822801,2123.45146552,2.46586602784,027006,15.0,0.0
1184,027006,674822901,84998.837019,98.7052202577,027006,15.0,15.0
1185,027007,674822901,85897.3326742,84.69042367520001,027007,16.0,14.0
1186,027007,674822902,13106.8467511,12.9226876998,027007,16.0,2.0
1188,027008,674822901,15465.4834298,3.20028334289,027008,13.0,1.0
1187,027008,674822205,6715.03496874,1.3895469000299998,027008,13.0,0.0
1189,027008,674822902,445122.772937,92.1095678796,027008,13.0,12.0
1190,027008,674823001,6535.75773506,1.3524489362099998,027008,13.0,0.0
1191,027008,674823003,5783.2797774,1.19673814419,027008,13.0,0.0
1193,027009,674823003,220326.882733,95.0967072401,027009,5.0,5.0
1192,027009,674822804,11453.8742977,4.94368057744,027009,5.0,0.0
1194,027010,674823003,262500.581941,100.129045064,027010,6.0,6.0
1196,027011,674823002,534096.713911,98.3916536594,027011,10.0,10.0
1195,027011,672180201,10530.2407898,1.9398879973599996,027011,10.0,0.0
1198,027012,674822206,2303.22134495,0.31310094238,027012,16.0,0.0
1200,027012,674823002,689800.222248,93.7717515139,027012,16.0,15.0
1197,027012,672180201,934.412045676,0.12702439247000002,027012,16.0,0.0
1199,027012,674823001,38320.3138088,5.2092806417199995,027012,16.0,1.0
1202,027013,674823002,104358.897463,97.5444368932,027013,4.0,4.0
1201,027013,672180201,3109.40261048,2.90636384713,027013,4.0,0.0
1204,027014,674823001,345289.45628,98.06664631049999,027014,22.0,22.0
1203,027014,674822205,2367.98542501,0.6725383150800001,027014,22.0,0.0
1206,028001,674822503,230840.24384,89.1310883127,028001,16.0,14.0
1205,028001,674822502,21908.5384295,8.45923501499,028001,16.0,1.0
1207,028002,674822501,368615.455038,100.676608206,0,0.0,0.0
1209,028003,674822503,3337.28507998,0.84142531118,028003,9.0,0.0
1210,028003,674822804,37212.0214009,9.382218161319999,028003,9.0,1.0
1208,028003,674822502,356749.20318,89.946708808,028003,9.0,8.0
1211,028004,674822601,3860.64850612,1.75716037509,028004,51.0,1.0
1212,028004,674822602,215195.460242,97.9454449267,028004,51.0,50.0
1213,028005,674822501,333129.651511,100.15393271,028005,4.0,4.0
1215,028006,674822602,513.679747669,0.44482003057999997,028006,16.0,0.0
1214,028006,674822601,115529.61551,100.042657585,028006,16.0,16.0
1216,028007,674822501,164832.664666,99.99999999959999,0,0.0,0.0
1217,028008,674822501,533593.927068,102.52146542,028008,3.0,3.0
1218,028009,674822501,355038.876192,100.70639364899999,0,0.0,0.0
1220,028010,674822602,49090.7146516,16.839535454500002,028010,13.0,2.0
1219,028010,674822601,243016.084798,83.36154820760001,028010,13.0,11.0
1223,028011,674822804,3464.71359497,0.82987275242,028011,4.0,0.0
1221,028011,672180201,12739.919946,3.05148236393,028011,4.0,0.0
1222,028011,674822703,401708.683329,96.2177916202,028011,4.0,4.0
1226,028012,674822703,62706.5225475,18.4878817096,028012,25.0,4.0
1227,028012,674822804,129570.24988,38.2014399068,028012,25.0,10.0
1225,028012,674822702,142867.21794,42.1218099513,028012,25.0,11.0
1224,028012,674822502,3558.54690557,1.04917306168,028012,25.0,0.0
1228,028013,674822501,514614.89737,99.7111728992,0,0.0,0.0
1230,028014,674822804,226713.162339,45.3019132965,028014,4.0,2.0
1229,028014,674822502,273526.825481,54.6562378838,028014,4.0,2.0
1231,029001,674821301,146702.442612,100.409841626,029001,29.0,29.0
1233,029002,674821302,307873.710333,79.1435161709,029002,120.0,95.0
1232,029002,674821301,80574.2443114,20.7128078611,029002,120.0,25.0
1234,029002,674821401,915.314767792,0.23529527430999997,029002,120.0,0.0
1236,029003,674821301,407462.294318,93.39220061569999,029003,11.0,10.0
1237,029003,674822501,20018.135767,4.588247250299999,029003,11.0,1.0
1235,029003,672180202,4155.75978564,0.9525189373899999,029003,11.0,0.0
1238,029004,674821301,85638.0899989,20.8965723629,029004,3.0,1.0
1241,029004,674822501,304.551730721,0.07431374613,029004,3.0,0.0
1240,029004,674821303,303500.050725,74.0571254239,029004,3.0,2.0
1239,029004,674821302,12743.9280405,3.1096491583200003,029004,3.0,0.0
1243,029005,674821405,13410.5551243,2.45542964332,029005,6.0,0.0
1242,029005,674821302,544324.042125,99.6639867789,029005,6.0,6.0
1244,030001,674820305,111448.958634,100.45597359799999,030001,8.0,8.0
1245,030001,674820401,1248.62127,1.12546107986,030001,8.0,0.0
1247,030002,674820304,64460.7875511,91.1316043513,030002,17.0,15.0
1246,030002,674820303,1745.16673664,2.46723396676,030002,17.0,2.0
1249,030003,674820305,81661.1348482,96.82464896100001,030003,14.0,14.0
1248,030003,674820303,4033.91459138,4.782965176459999,030003,14.0,0.0
1251,030004,674820304,22161.0741047,22.3058658781,030004,20.0,4.0
1250,030004,674820303,75881.7785168,76.3775603202,030004,20.0,15.0
1252,030005,674820302,47142.9207497,84.7295861656,030005,18.0,15.0
1253,030005,674820303,8241.53782524,14.8124485754,030005,18.0,3.0
1255,030006,674820302,104161.685041,45.7850645368,030006,16.0,7.0
1256,030006,674821302,3763.60531303,1.65432147223,030006,16.0,0.0
1254,030006,674820301,121496.997507,53.4049335862,030006,16.0,9.0
1257,030007,674820301,184932.3552,104.870886212,030007,28.0,28.0
1258,030008,674820303,508166.724931,100.507597457,030008,12.0,12.0
1260,030009,674820303,67080.0847652,72.1863770788,030009,3.0,2.0
1261,030009,674820304,25925.9367886,27.8994794908,030009,3.0,1.0
1259,030009,674820302,1955.52486344,2.1043839713900003,030009,3.0,0.0
1264,031001,674821104,4521.37505905,1.6381236701,031001,10.0,0.0
1262,031001,674820601,266867.45224,96.68781832629999,031001,10.0,10.0
1263,031001,674820602,4717.28998398,1.7091049250600001,031001,10.0,0.0
1265,031002,674820601,61193.4215761,95.0378851695,031002,10.0,10.0
1266,031002,674820602,5396.30688016,8.38086154372,031002,10.0,0.0
1267,031003,674820601,13056.53063,88.15858959319999,031003,8.0,7.0
1268,031004,674820601,4761.79006175,2.79344677105,031004,12.0,0.0
